ticker,close_price,st73_value,DMA_200,datee
CUMMINSIND,4183.2,3875.5,3282.32,20251025
RATNAMANI,2442.8,2218.7,2639.9,20251025
SIGNATURE,1106.8,997.0,1155.75,20251025
