ticker,close_price,st73_value,DMA_200,datee
BAJAJHLDNG,13144.0,11984.9,12576.86,20251024
BHARATFORG,1300.1,1187.1,1181.2,20251024
KPRMILL,1082.6,971.4,1027.74,20251024
LMW,15699.0,14592.3,15640.63,20251024
CELLO,629.6,566.2,596.84,20251024
