ticker,close_price,st73_value,DMA_200
BAJFINANCE,934.75,864.4,841.21
ITC,415.9,401.0,421.4
M&M,3481.5,3187.4,2992.27
IDFCFIRSTB,72.23,67.1,65.37
GUJGASLTD,442.55,410.5,448.41
SYRMA,836.15,717.9,560.68
BBTC,1877.1,1732.9,1974.58
CELLO,584.55,532.3,625.81
INGERRAND,3883.3,3596.5,3809.61
EUREKAFORB,601.85,535.9,559.76
