ticker,close_price,st72_value,DMA_200
MOTHERSON,98.57,91.2,96.01
BHARATFORG,1202.8,1110.5,1194.24
SHYAMMETL,945.35,892.8,842.9
JUBLPHARMA,1106.0,1036.4,1036.37
APTUS,345.05,321.5,316.12
JPPOWER,20.02,18.3,16.93
