ticker,close_price,st72_value,DMA_200,datee
INDUSTOWER,360.3,341.2,364.86,20251023
ITCHOTELS,224.26,212.2,nan,20251023
RAMCOCEM,1038.9,996.2,989.0,20251023
JSWHL,17204.0,15991.1,20081.01,20251023
GPIL,255.99,239.6,199.08,20251023
ZYDUSWELL,488.7,442.6,389.69,20251023
ACE,1117.0,1072.7,1179.92,20251023
JYOTHYLAB,320.65,309.5,344.31,20251023
