ticker,close_price,st73_value,DMA_200
TITAN,3486.8,3296.1,3349.26
ALKEM,5149.0,4570.5,5096.33
MFSL,1588.4,1445.6,1268.06
TRAVELFOOD,1156.4,954.7,nan
