ticker,close_price,st73_value,DMA_200,datee
UNITDSPR,1362.6,1269.6,1419.84,20251005
AEGISVOPAK,283.4,239.5,nan,20251005
ZFCVINDIA,13569.0,12139.8,12573.61,20251005
EIHOTEL,393.25,345.5,374.64,20251005
NUVAMA,6754.5,6091.9,6440.89,20251005
PFIZER,5222.5,4813.6,4798.98,20251005
