ticker,close_price,st72_value,DMA_200,datee
JINDALSTEL,1073.5,999.9,937.57,20251029
NETWEB,4206.8,3622.0,2139.49,20251029
DEEPAKFERT,1519.4,1412.0,1349.85,20251029
SAILIFE,898.45,848.3,772.12,20251029
SWANCORP,472.35,436.0,461.88,20251029
CHENNPETRO,843.2,716.3,644.71,20251029
OLECTRA,1495.3,1382.1,1320.54,20251029
