ADANIGREEN,1038.5999755859375,972.4,1117.86
TATAPOWER,414.70001220703125,385.8,393.65
LICHSGFIN,637.0499877929688,591.5,592.68
SYNGENE,667.75,618.4,755.21
SHYAMMETL,902.4000244140625,821.1,830.59
GRINDWELL,1777.4000244140625,1627.6,1858.82
