ticker,close_price,st73_value,DMA_200
FLUOROCHEM,3638.3,3232.4,3759.74
AMBER,7817.0,6791.1,6755.95
KANSAINER,248.67,229.1,246.47
ABLBL,149.15,134.5,nan
APTUS,348.45,311.3,316.29
RAILTEL,364.45,326.1,366.04
