ticker,close_price,st72_value,DMA_200
LICI,893.55,874.1,853.99
DIVISLAB,6200.0,5994.7,6097.88
SUZLON,60.4,57.4,59.88
IPCALAB,1441.0,1323.3,1438.19
SUMICHEM,601.8,543.4,532.37
LALPATHLAB,3473.5,3198.3,2875.65
BAYERCROP,5347.0,5056.7,5340.35
