ticker,close_price,st72_value,DMA_200,datee
CUMMINSIND,4073.9,3902.3,3277.23,20251024
KPRMILL,1082.6,1006.4,1027.74,20251024
MSUMI,47.67,44.6,39.21,20251024
ZENSARTECH,801.1,749.5,779.7,20251024
INGERRAND,3999.9,3681.9,3749.15,20251024
