GAIL,192.74000549316406,184.2,186.56
BSE,2820.10009765625,2618.9,1861.28
AIIL,2683.60009765625,2366.7,1828.99
IPCALAB,1415.699951171875,1317.8,1478.66
GRINDWELL,1782.0,1657.8,1906.52
INGERRAND,3951.60009765625,3739.9,3897.46
