ticker,close_price,st72_value,DMA_200,datee
DABUR,516.5,486.6,500.05,20251105
MFSL,1600.0,1512.5,1384.98,20251105
KPIL,1317.0,1229.9,1111.64,20251105
SCHNEIDER,893.95,829.0,756.84,20251105
APLLTD,950.0,907.3,921.67,20251105
