ticker,close_price,st73_value,DMA_200,DMA_10,datee
NLCINDIA,270.4,235.3,246.72,261.66,20260328
KARURVYSYA,295.75,246.3,246.96,278.51,20260328
SAMMAANCAP,148.35,126.0,144.47,139.74,20260328
HEG,572.3,450.7,528.08,503.49,20260328
