ticker,close_price,st72_value,DMA_200,datee
COALINDIA,394.05,384.5,377.29,20251025
NTPCGREEN,101.48,98.5,105.03,20251025
SUNDARMFIN,4647.0,4436.6,4749.74,20251025
CHOLAHLDNG,2012.7,1833.4,1796.26,20251025
THERMAX,3276.5,3081.5,3423.97,20251025
CREDITACC,1422.5,1273.7,1160.88,20251025
GRAVITA,1679.8,1545.2,1798.24,20251025
