ticker,close_price,st72_value,DMA_200
ASIANPAINT,2570.2,2456.0,2334.71
BOSCHLTD,40785.0,38831.5,32008.23
TIINDIA,3140.9,2850.1,3052.23
UPL,727.95,685.8,621.04
KAYNES,6600.0,5974.1,5698.69
AMBER,7631.0,7022.3,6711.92
ASTRAZEN,8764.0,8011.7,7942.92
RBLBANK,264.9,245.9,196.57
ZYDUSWELL,2217.8,2010.5,1874.09
TEGA,1933.8,1767.9,1583.04
RITES,258.48,239.3,256.53
