ticker,close_price,st72_value,DMA_200,datee
ICICIBANK,1384.1,1350.6,1356.79,20251015
HEXT,720.9,672.3,nan,20251015
M&MFIN,287.45,273.8,264.96,20251015
VIKRAMSOLR,343.85,315.0,nan,20251015
