HINDZINC,444.6499938964844,422.5,453.92
LODHA,1448.699951171875,1386.6,1279.85
ABB,5836.0,5455.7,6265.22
JBCHEPHARM,1684.800048828125,1596.8,1710.77
KIOCL,306.5,285.6,311.53
ARE&M,1003.0,954.5,1103.08
