ticker,close_price,st72_value,DMA_200
ADANIPORTS,1380.9,1312.5,1261.94
CHOLAFIN,1507.1,1443.5,1443.37
JSWINFRA,313.05,293.4,295.76
NLCINDIA,239.0,222.8,233.96
ASAHIINDIA,875.7,793.2,726.32
ITDCEM,783.95,698.2,630.74
