ticker,close_price,st73_value,DMA_200
IDEA,7.07,5.9,7.58
SJVN,99.54,89.8,98.5
CONCORDBIO,1767.6,1570.3,1856.05
TECHNOE,1545.0,1352.2,1309.73
USHAMART,377.0,335.7,341.9
