ticker,close_price,st73_value,DMA_200
BAJFINANCE,934.75,864.4,841.21
M&M,3481.5,3187.4,2992.27
IDFCFIRSTB,72.23,67.1,65.37
SYRMA,836.15,717.9,560.68
INGERRAND,3883.3,3596.5,3809.61
EUREKAFORB,601.85,535.9,559.76
