ticker,close_price,st73_value,DMA_200
GODREJCP,1283.8,1174.9,1169.73
GAIL,179.29,168.7,179.25
NATIONALUM,200.53,181.3,191.03
CEATLTD,3376.0,2993.9,3163.36
RITES,264.18,238.7,256.48
