ticker,close_price,st72_value,DMA_200
INFY,1504.3,1418.1,1650.98
ADANIPORTS,1380.9,1312.5,1261.94
CHOLAFIN,1507.1,1443.5,1443.37
ADANIENSOL,794.15,748.5,813.16
JSWINFRA,313.05,293.4,295.76
FLUOROCHEM,3638.3,3342.1,3759.74
TATAELXSI,5553.5,5330.3,6035.87
NLCINDIA,239.0,222.8,233.96
ASAHIINDIA,875.7,793.2,726.32
ABLBL,149.15,139.3,nan
ITDCEM,783.95,698.2,630.74
