ticker,close_price,st72_value,DMA_200,datee
COALINDIA,394.05,384.5,377.29,20251025
CHOLAHLDNG,2012.7,1833.4,1796.26,20251025
CREDITACC,1422.5,1273.7,1160.88,20251025
