ticker,close_price,st72_value,DMA_200
LTIM,5293.0,5082.7,5289.84
PAGEIND,46850.0,43946.9,45132.68
TIMKEN,3027.4,2891.6,2964.73
PARADEEP,225.12,204.1,136.5
KIRLOSBROS,2034.0,1879.3,1923.12
HOMEFIRST,1330.4,1245.9,1135.17
