ticker,close_price,st72_value,DMA_200,DMA_10,datee
MARUTI,15146.0,14369.8,14460.55,14839.5,20260211
ONGC,272.15,253.7,238.88,266.77,20260211
EICHERMOT,7296.0,6912.9,6371.87,7160.65,20260211
MUTHOOTFIN,3882.0,3478.5,3041.27,3770.26,20260211
INDIANB,906.05,844.7,724.09,886.29,20260211
SWIGGY,355.75,315.0,384.48,323.71,20260211
JSWENERGY,483.7,454.5,506.54,465.55,20260211
ALKEM,5811.5,5514.9,5340.34,5689.9,20260211
IRCTC,636.2,601.5,713.48,621.29,20260211
TATACOMM,1676.8,1517.0,1711.21,1569.73,20260211
LALPATHLAB,1455.8,1369.2,1496.48,1416.95,20260211
WOCKPHARMA,1429.1,1302.6,1461.77,1381.95,20260211
FIRSTCRY,283.45,258.8,341.8,272.06,20260211
GRAPHITE,668.25,592.7,556.57,635.67,20260211
BBTC,1806.4,1718.3,1891.35,1753.75,20260211
RAINBOW,1206.8,1093.1,1392.51,1150.8,20260211
BATAINDIA,918.55,867.8,1110.11,866.45,20260211
PGHL,5498.0,5198.4,5814.93,5307.7,20260211
