ticker,close_price,st73_value,DMA_200
BHARATFORG,1202.8,1076.9,1194.24
HUDCO,217.07,202.7,217.03
CDSL,1554.3,1426.1,1491.01
TVSHLTD,12929.0,11160.7,10348.6
WHIRLPOOL,1363.0,1255.0,1348.11
GALLANTT,701.2,568.8,447.35
JPPOWER,20.02,17.5,16.93
SUNDARMHLD,522.05,442.4,363.5
