ticker,close_price,st72_value,DMA_200
MANKIND,2600.1,2416.3,2512.32
IDBI,97.58,87.7,82.59
SWIGGY,435.7,402.9,nan
WAAREEENER,3223.4,2955.1,2715.47
NAUKRI,1412.8,1325.7,1483.44
SBICARD,825.2,790.7,826.74
YESBANK,19.43,18.9,19.2
PSB,29.51,28.3,38.68
RPOWER,50.09,44.6,46.17
NAVA,675.25,585.5,493.77
MANYAVAR,778.25,746.3,950.59
INDIAMART,2659.9,2519.1,2293.46
JWL,343.25,324.8,395.8
SWANENERGY,461.05,421.4,506.31
RELINFRA,302.75,267.3,292.3
