ticker,close_price,st73_value,DMA_200,datee
LICI,909.4,859.5,851.97,20251001
ONGC,243.2,230.9,240.09,20251001
TATAMOTORS,718.35,639.7,689.78,20251001
AIAENG,3247.8,2927.7,3284.38,20251001
SUNTV,602.9,500.3,605.7,20251001
