ticker,close_price,st73_value,DMA_200,datee
RELIANCE,1416.8,1356.0,1346.13,20251018
ASIANPAINT,2507.8,2318.2,2343.61,20251018
CIPLA,1577.6,1493.9,1489.4,20251018
MARICO,735.15,697.7,684.7,20251018
OLAELEC,57.08,49.1,54.4,20251018
FORCEMOT,17565.0,15086.9,12275.93,20251018
UTIAMC,1401.8,1280.9,1172.9,20251018
WHIRLPOOL,1384.4,1146.1,1266.27,20251018
