ticker,close_price,st73_value,DMA_200,datee
IDBI,102.18,90.0,85.71,20251029
INDUSINDBK,799.75,728.7,827.72,20251029
UPL,702.6,648.7,650.42,20251029
VGUARD,378.4,354.0,367.51,20251029
CARTRADE,3135.2,2470.9,1877.28,20251029
SWANCORP,472.35,422.5,461.88,20251029
CHENNPETRO,843.2,669.3,644.71,20251029
