ticker,close_price,st72_value,DMA_200
HDFCBANK,976.9,952.2,914.73
POONAWALLA,502.1,441.4,377.5
CREDITACC,1388.7,1299.8,1105.16
SAGILITY,46.48,43.3,44.13
SPLPETRO,822.8,770.0,700.3
