MANKIND,2384.699951171875,2520.7
AUROPHARMA,1158.0,1240.93
BALKRISIND,2566.199951171875,2706.95
APOLLOTYRE,466.79998779296875,471.21
MAHSCOOTER,15314.0,10862.86
IEX,195.24000549316406,181.38
GODREJAGRO,803.8499755859375,749.52
CCL,855.6500244140625,693.6
