ticker,close_price,st72_value,DMA_200,datee
INDUSTOWER,360.3,341.2,364.86,20251022
ITCHOTELS,224.26,212.2,nan,20251022
RAMCOCEM,1038.9,996.2,989.0,20251022
JSWHL,17204.0,15991.1,20081.01,20251022
GPIL,255.99,239.6,199.08,20251022
ZYDUSWELL,488.7,442.6,389.69,20251022
ACE,1117.0,1072.7,1179.92,20251022
JYOTHYLAB,320.65,309.5,344.31,20251022
