ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
CHOLAHLDNG,0,1606.1,0,1561.9,1507.7,1631.71,1519.75,0
DATAPATTNS,0,4896.3,0,4685.3,4513.3,3681.69,4644.68,0
BELRISE,0,241.9,1,223.5,240.18,206.31,229.27,0
CHOICEIN,0,783.7,0,766.5,763.85,743.84,754.93,1
SAMMAANCAP,0,154.1,0,149.9,143.92,153.13,147.37,0
COCHINSHIP,0,1454.1,0,1405.7,1398.0,1497.48,1423.49,0
WOCKPHARMA,0,1968.3,0,2193.4,2086.1,1622.9,2150.42,0
JUBLFOOD,1,452.5,1,465.4,500.0,480.49,476.32,0
SHYAMMETL,0,999.8,0,1028.1,1100.0,902.94,1073.9,1
FINCABLES,0,1220.9,0,1288.6,1411.2,968.58,1365.86,0
TBOTEK,0,1550.3,0,1604.7,1710.6,1428.82,1680.68,1
SBIN,0,1033.7,0,1017.1,996.2,1031.4,995.98,1
BAJFINANCE,0,1066.8,0,1048.8,1040.3,973.51,1038.21,1
LICI,0,413.2,1,386.5,407.7,407.72,403.83,1
ONGC,0,241.4,0,238.0,232.8,254.72,234.4,0
COALINDIA,0,406.9,0,430.4,409.9,421.1,422.43,0
DIVISLAB,0,8858.0,0,9076.2,9375.0,6898.15,9351.45,1
HINDALCO,0,1030.7,0,1009.6,986.5,971.51,994.78,0
IRFC,0,83.1,0,81.7,81.5,100.09,80.86,1
INDHOTEL,0,704.7,0,702.6,732.75,686.01,719.95,0
LAURUSLABS,0,1840.7,0,1883.5,1954.0,1313.37,1927.0,1
DRREDDY,0,1189.9,1,1142.7,1185.0,1244.37,1153.52,1
IDBI,0,92.3,0,89.0,83.06,87.79,83.27,0
POLICYBZR,0,1703.2,0,1862.4,1743.0,1650.69,1788.37,0
APARINDS,0,15838.7,0,16692.7,18858.0,12229.27,17519.43,0
OIL,0,467.1,0,502.2,475.7,456.25,488.75,0
UNOMINDA,1,1136.8,1,1173.0,1284.0,1165.52,1217.04,1
WAAREEENER,0,2667.3,0,2609.2,2560.7,2902.86,2561.16,0
ICICIGI,0,1518.7,0,1493.5,1458.1,1781.3,1467.22,0
RBLBANK,0,390.6,0,399.6,415.9,338.63,411.3,1
MAHABANK,0,79.0,0,85.2,83.54,73.46,83.12,1
SBICARD,0,609.8,0,658.3,651.15,696.9,651.26,0
IOB,0,33.7,0,33.2,32.17,34.32,32.72,0
PRESTIGE,0,1570.4,0,1522.1,1435.1,1490.12,1505.47,0
PIDILITIND,0,1622.4,0,1592.9,1572.1,1489.53,1563.13,1
TRENT,0,2930.0,0,2873.8,2824.0,2909.13,2796.43,1
TATACAP,0,368.0,0,360.3,351.35,339.83,358.18,0
POWERINDIA,1,29127.9,1,30110.3,32700.0,28150.67,31347.5,1
GAIL,0,166.1,0,168.5,173.9,164.57,173.51,1
MUTHOOTFIN,0,2995.2,0,2916.2,2841.1,3341.96,2840.34,1
CIPLA,0,1410.4,1,1340.5,1394.5,1377.32,1373.59,1
TIINDIA,0,2753.0,0,2687.9,2600.0,2751.0,2615.46,0
M&MFIN,0,372.7,0,363.2,353.3,338.58,359.63,0
KEI,0,4936.7,0,4795.2,4650.0,4820.47,4608.3,1
360ONE,0,1130.9,0,1104.3,1073.1,1106.14,1084.33,0
STLTECH,0,776.1,0,816.6,818.8,374.14,844.33,0
THERMAX,0,3843.8,0,3739.9,3551.9,3761.89,3618.53,0
PATANJALI,0,333.0,0,341.8,367.0,447.97,347.06,0
CPPLUS,0,3830.2,0,3741.8,3355.1,2500.7,3675.25,0
