ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
HDFCBANK,0,985.1,0,973.2,967.05,921.33
BHARTIARTL,0,1956.4,0,1872.3,1904.5,1765.82
TCS,0,3188.9,0,3139.4,3111.9,3562.98
ICICIBANK,0,1440.2,0,1424.2,1419.4,1349.71
SBIN,0,801.7,0,808.0,824.75,780.72
BAJFINANCE,0,949.2,0,970.1,1009.85,852.06
INFY,0,1430.8,0,1464.5,1508.4,1643.69
HINDUNILVR,0,2545.9,0,2671.4,2581.0,2371.57
LICI,0,906.7,0,890.7,883.7,855.37
ITC,0,401.0,0,422.2,412.65,419.87
LT,0,3524.7,0,3633.2,3586.2,3489.59
MARUTI,0,14543.8,0,14800.4,15265.0,12385.46
M&M,0,3397.4,0,3497.7,3530.3,3014.89
HCLTECH,0,1500.3,0,1471.8,1466.5,1628.55
KOTAKBANK,0,2029.8,0,2002.3,1970.8,2000.37
ULTRACEMCO,0,12210.4,0,12770.8,12435.0,11612.71
AXISBANK,0,1058.0,0,1073.7,1104.4,1102.41
BAJAJFINSV,0,1989.5,0,2020.5,2080.0,1890.08
NTPC,0,340.0,0,335.3,331.1,333.0
HAL,0,4524.2,0,4620.3,4795.2,4321.45
TITAN,0,3528.4,0,3651.0,3534.1,3392.09
DMART,0,4528.6,0,4822.6,4651.0,4015.49
ADANIPORTS,0,1326.3,0,1351.1,1395.2,1266.74
ETERNAL,0,308.6,0,315.8,323.3,nan
ONGC,0,240.4,0,238.8,232.26,240.84
BEL,0,373.6,0,382.2,398.45,331.73
ADANIENT,0,2408.2,0,2312.5,2383.4,2400.34
JSWSTEEL,0,1047.4,0,1067.0,1100.9,998.02
POWERGRID,0,274.1,0,278.5,286.25,291.44
TATAMOTORS,0,675.7,0,689.4,712.9,695.32
WIPRO,0,255.8,0,243.7,251.28,265.35
BAJAJ-AUTO,0,8684.3,0,8900.4,9025.0,8299.36
ASIANPAINT,0,2460.4,0,2501.5,2502.6,2339.46
COALINDIA,0,381.3,0,386.7,394.75,376.67
NESTLEIND,0,1156.6,0,1176.0,1212.5,1139.78
INDIGO,0,5931.7,0,5825.1,5728.5,5113.5
TATASTEEL,0,161.1,0,163.9,169.23,146.91
HYUNDAI,0,2329.7,0,2402.3,2549.6,1907.24
JIOFIN,0,325.4,0,320.7,315.35,281.76
IOC,0,144.4,0,139.1,143.99,134.32
HINDZINC,0,432.1,0,442.8,460.15,439.94
DLF,0,786.4,1,740.4,775.7,755.33
GRASIM,0,2698.5,0,2757.9,2802.4,2617.75
SBILIFE,0,1778.9,0,1860.4,1822.2,1636.31
TRENT,0,5480.9,0,5367.9,5133.0,5650.08
VEDL,0,427.1,0,437.3,454.4,422.28
HINDALCO,0,721.5,0,733.7,753.65,648.61
HDFCLIFE,0,810.8,0,793.1,777.2,701.02
IRFC,0,120.7,0,123.2,128.18,133.69
TVSMOTOR,0,3350.1,0,3423.7,3477.4,2677.48
ADANIGREEN,0,928.6,0,948.6,986.7,981.34
VBL,0,501.7,0,491.8,471.65,522.15
