ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1373.3,0,1402.7,1458.5,1447.56,1428.17,0
HDFCBANK,0,962.6,0,923.0,932.4,973.97,938.78,0
BHARTIARTL,0,2063.0,0,1955.3,2011.3,1964.16,1996.31,0
TCS,0,3207.3,0,3123.9,2984.6,3139.06,3072.83,0
SBIN,0,1047.3,0,1080.2,1144.1,883.35,1079.79,0
ICICIBANK,0,1420.4,0,1350.9,1406.5,1401.47,1386.26,0
INFY,0,1642.4,0,1596.1,1497.8,1533.54,1581.05,0
BAJFINANCE,0,903.0,0,928.6,965.6,959.41,952.68,0
HINDUNILVR,0,2289.2,0,2339.1,2453.6,2416.86,2386.81,0
LT,0,3912.5,0,3991.1,4169.0,3747.39,4012.04,0
LICI,0,824.7,0,848.4,891.7,880.79,847.22,0
MARUTI,0,15582.5,1,14369.8,15146.0,14460.55,14839.5,0
M&M,0,3688.8,0,3452.6,3675.8,3390.57,3526.59,0
KOTAKBANK,0,434.5,0,410.8,429.3,419.99,415.83,0
HCLTECH,0,1716.3,0,1672.6,1573.1,1563.34,1651.95,0
AXISBANK,0,1249.2,0,1287.9,1356.7,1195.7,1343.06,0
SUNPHARMA,0,1612.2,0,1645.1,1707.8,1679.37,1657.63,0
ITC,0,326.8,0,306.8,321.4,392.43,315.46,0
ULTRACEMCO,0,12281.3,0,12533.9,13023.0,12027.44,12767.5,0
TITAN,0,3982.3,0,4083.1,4269.1,3678.34,4082.36,0
ADANIPORTS,0,1415.4,0,1466.7,1554.7,1419.86,1495.86,0
NTPC,0,338.7,0,347.4,366.9,331.11,358.04,0
ONGC,0,250.8,1,253.7,272.15,238.88,266.77,0
BAJAJFINSV,0,2035.8,0,1948.4,2027.9,2022.1,1988.02,0
BEL,0,402.7,0,417.5,437.3,396.55,440.09,0
JSWSTEEL,0,1168.0,0,1195.1,1244.1,1093.82,1229.25,0
ADANIENT,0,2040.3,0,2114.9,2228.4,2391.58,2140.2,0
ADANIPOWER,0,134.3,0,140.5,149.05,131.78,144.41,0
HAL,0,4622.1,0,4424.5,4168.3,4637.95,4327.29,0
ETERNAL,1,257.2,0,271.1,303.8,288.85,282.49,0
POWERGRID,0,268.8,0,276.1,294.35,276.71,276.16,0
BAJAJ-AUTO,1,9074.7,0,9285.8,9774.0,8756.99,9580.35,0
VEDL,0,760.2,0,725.0,690.15,489.57,690.52,0
COALINDIA,0,413.3,0,450.8,430.95,382.55,435.56,0
HINDZINC,0,710.7,0,672.6,617.7,492.28,639.6,0
DMART,0,3690.0,0,3783.1,4002.2,4148.49,3811.69,0
TATASTEEL,0,184.6,0,191.8,208.01,167.08,197.1,0
NESTLEIND,0,1252.3,0,1246.5,1308.6,1213.25,1299.41,1
IOC,0,163.4,0,167.9,178.21,147.67,169.95,0
WIPRO,0,250.5,0,243.7,231.47,243.68,235.8,0
ASIANPAINT,0,2598.0,0,2533.1,2393.6,2514.43,2428.1,0
HINDALCO,0,1028.7,0,991.5,968.9,758.39,964.68,0
SBILIFE,0,2132.5,0,2073.3,2018.3,1885.36,2014.96,0
GRASIM,0,2747.7,0,2812.0,2953.9,2770.69,2849.92,0
EICHERMOT,0,7509.6,1,6912.9,7296.0,6371.87,7160.65,0
SHRIRAMFIN,0,943.6,0,976.2,1048.6,737.34,1012.87,0
INDIGO,0,4966.2,0,4721.0,4960.4,5510.7,4832.65,0
TVSMOTOR,0,3809.1,0,3581.8,3762.4,3266.02,3715.86,0
HYUNDAI,0,2304.9,0,2248.6,2180.8,2220.5,2181.14,0
TMCV,0,418.3,0,436.3,472.55,nan,461.01,0
JIOFIN,0,248.9,0,256.5,270.2,299.03,261.77,0
LTIM,0,6155.6,0,5979.6,5662.0,5462.62,5825.5,0
BPCL,0,355.9,0,365.7,386.35,324.73,372.94,0
DLF,0,615.5,0,634.2,671.8,745.79,650.44,0
DIVISLAB,0,6426.1,0,6275.2,6175.5,6367.92,6095.1,0
ADANIGREEN,0,866.3,0,906.3,978.3,994.85,916.45,0
MUTHOOTFIN,0,4035.0,1,3478.5,3882.0,3041.27,3770.26,0
VBL,0,491.4,0,473.8,456.5,477.81,455.9,1
HDFCLIFE,0,751.2,0,736.8,703.95,757.93,718.29,0
ICICIAMC,0,2741.0,0,2854.5,3057.1,nan,2999.87,0
IRFC,0,124.7,0,121.1,115.46,125.85,116.61,0
PIDILITIND,0,1503.0,0,1420.7,1478.9,1494.2,1454.73,0
BANKBARODA,0,306.4,0,295.9,290.35,260.93,292.25,0
TATACAP,0,366.8,0,355.1,354.95,nan,343.61,0
TRENT,0,3774.6,0,3910.2,4184.4,4909.46,3963.03,0
