ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1440.5,0,1418.8,1373.8,1322.01
HDFCBANK,0,1950.9,0,2027.4,1991.1,1819.84
BHARTIARTL,0,1956.4,0,1923.0,1873.8,1730.65
TCS,0,3138.8,0,3098.6,3022.3,3665.28
ICICIBANK,0,1420.2,0,1453.8,1427.3,1334.76
SBIN,1,791.6,0,802.3,826.55,780.18
INFY,0,1500.5,0,1476.4,1447.7,1677.2
HINDUNILVR,0,2410.7,0,2590.0,2480.6,2351.91
LICI,0,932.4,0,916.7,887.75,857.86
BAJFINANCE,0,914.8,0,895.4,861.45,826.37
ITC,0,419.1,0,408.9,411.45,425.53
LT,0,3524.7,0,3582.7,3677.0,3485.81
MARUTI,0,12238.8,0,12456.1,12936.0,11881.38
HCLTECH,0,1530.0,0,1506.2,1489.8,1663.18
SUNPHARMA,0,1692.7,0,1658.9,1641.4,1724.09
KOTAKBANK,0,2093.2,0,2053.4,1978.2,1976.11
M&M,0,3082.4,0,3150.8,3265.4,2955.77
ULTRACEMCO,0,11932.9,0,12102.6,12317.0,11438.35
AXISBANK,0,1114.5,0,1098.8,1068.2,1111.51
NTPC,0,345.4,0,340.6,339.35,341.67
TITAN,0,3307.8,0,3366.9,3489.4,3351.15
BAJAJFINSV,0,2011.8,0,1976.7,1925.1,1858.24
HAL,0,4742.8,0,4631.0,4555.1,4306.71
ONGC,0,243.1,0,239.7,236.94,243.48
ETERNAL,0,289.7,0,298.2,318.4,nan
DMART,0,4087.6,0,4178.8,4358.2,3923.65
BEL,0,403.8,0,396.2,384.9,322.21
ADANIPORTS,0,1407.1,0,1374.7,1300.3,1260.45
POWERGRID,0,298.5,0,293.9,288.7,295.97
ADANIENT,0,2416.9,0,2348.9,2281.6,2444.31
WIPRO,0,255.8,0,250.8,246.81,267.62
JSWSTEEL,0,993.2,0,1013.9,1045.5,986.75
TATAMOTORS,0,688.0,0,673.2,664.6,706.83
ASIANPAINT,0,2376.7,0,2423.2,2528.7,2352.4
COALINDIA,0,387.4,0,375.4,384.45,384.03
INDIGO,0,5638.9,0,5761.0,6002.5,4923.93
BAJAJ-AUTO,0,8421.1,0,8284.8,8213.5,8351.95
ADANIPOWER,0,563.4,0,596.6,584.05,540.39
NESTLEIND,0,1156.7,0,1135.7,1089.4,1135.26
JIOFIN,0,310.2,0,318.3,327.4,281.92
TATASTEEL,0,165.6,0,162.2,155.3,144.82
IOC,0,147.8,0,144.7,140.13,133.87
TRENT,0,5015.2,0,5143.5,5370.5,5797.93
GRASIM,0,2861.6,0,2790.2,2764.9,2594.39
DLF,0,812.5,0,793.6,751.55,758.74
SBILIFE,0,1768.9,0,1788.5,1840.6,1609.05
HYUNDAI,0,2070.8,0,2129.2,2240.7,1834.81
HINDZINC,0,443.4,0,435.2,426.65,447.27
HDFCLIFE,1,740.9,0,755.4,788.75,692.93
VBL,0,478.8,0,493.9,501.85,533.22
VEDL,0,453.3,0,444.4,430.2,436.76
DIVISLAB,0,6501.6,0,6318.5,6132.5,6074.93
IRFC,0,133.6,0,130.8,124.5,136.05
EICHERMOT,0,5473.6,0,5565.0,5764.0,5168.98
BAJAJHLDNG,0,13227.0,0,14472.0,14136.0,12163.03
PIDILITIND,0,2922.9,0,2978.0,3085.4,2935.61
HINDALCO,0,659.7,0,660.6,695.25,641.9
LTIM,0,5343.7,0,5237.1,5108.0,5306.2
ADANIGREEN,0,1002.6,0,976.2,917.5,1033.2
TVSMOTOR,0,2817.1,0,2882.3,3020.3,2579.02
AMBUJACEM,0,619.0,0,605.3,578.05,545.16
BPCL,0,333.7,0,326.0,318.05,291.88
PFC,0,431.5,0,423.0,416.5,419.49
SOLARINDS,0,13848.6,0,14261.2,15100.0,12158.1
TECHM,0,1533.5,0,1443.1,1486.7,1571.12
BRITANNIA,0,5698.3,0,5581.6,5302.5,5162.59
CIPLA,0,1477.3,0,1503.1,1564.0,1477.53
BANKBARODA,0,232.9,0,247.2,242.77,229.78
TATAPOWER,0,406.7,0,398.3,385.3,387.16
LODHA,0,1321.0,0,1288.2,1231.6,1287.89
CHOLAFIN,0,1564.6,0,1525.7,1461.5,1424.05
TORNTPHARM,0,3519.1,0,3703.4,3623.0,3256.35
PNB,0,111.3,0,108.9,106.28,99.37
GODREJCP,0,1267.7,0,1250.4,1184.9,1169.54
MAXHEALTH,0,1204.0,0,1211.9,1220.7,1124.65
HDFCAMC,0,5375.9,0,5692.6,5491.0,4405.73
SHRIRAMFIN,0,660.4,0,645.6,616.45,618.59
GAIL,0,178.9,0,175.5,173.93,180.39
BOSCHLTD,0,37566.8,0,40484.3,38585.0,31760.59
ENRIN,0,2950.6,0,3076.9,3173.3,nan
SIEMENS,0,3171.4,0,2964.2,3169.0,4777.99
APOLLOHOSP,0,7216.8,0,7412.6,7821.5,6951.18
MUTHOOTFIN,1,2440.6,1,2538.9,2757.4,2240.01
INDHOTEL,0,774.7,0,740.7,774.35,774.04
SHREECEM,0,30162.9,0,31536.4,30400.0,28432.95
MAZDOCK,0,2996.3,0,2896.1,2721.4,2628.22
ABB,0,5405.1,0,5291.6,5030.0,5995.98
DRREDDY,0,1278.4,0,1206.7,1260.4,1231.43
CUMMINSIND,0,3533.9,0,3621.6,3784.5,3149.51
POLYCAB,0,6546.9,0,6693.7,6970.0,6195.6
CGPOWER,0,643.9,0,690.6,665.95,666.0
TATACONSUM,0,1110.0,0,1089.5,1051.2,1024.97
UNIONBANK,0,138.7,0,129.8,134.84,122.78
MANKIND,0,2650.1,0,2579.2,2472.6,2513.2
BSE,0,2648.9,0,2552.7,2482.0,2033.97
RECLTD,0,402.5,0,396.1,381.55,428.7
ZYDUSLIFE,0,995.4,0,940.7,988.8,933.38
JINDALSTEL,0,941.2,0,954.4,975.4,915.11
CANBK,0,115.0,0,112.2,109.26,98.14
MOTHERSON,0,99.0,0,96.3,93.1,97.62
DIXON,0,17152.6,0,16712.2,16191.0,15485.0
UNITDSPR,0,1368.6,0,1344.8,1319.3,1444.73
GMRAIRPORT,0,94.7,0,92.6,90.77,81.59
ICICIGI,0,2007.1,0,1964.5,1898.3,1859.59
HEROMOTOCO,0,4384.8,0,4500.5,4708.1,4114.47
IDBI,0,94.3,0,92.1,87.35,82.38
BAJAJHFL,0,117.5,0,115.2,112.72,121.99
ADANIENSOL,0,839.1,0,820.4,775.8,825.17
HAVELLS,0,1555.7,0,1526.6,1479.2,1568.7
JSWENERGY,0,541.6,0,549.7,529.15,547.61
MARICO,0,731.2,0,687.5,710.55,662.74
SWIGGY,0,373.3,0,423.4,398.4,nan
POWERINDIA,0,18294.0,0,19298.9,20395.0,14871.63
ICICIPRULI,0,644.8,0,632.0,626.6,628.3
INDIANB,0,627.9,0,641.8,668.25,561.58
LUPIN,0,1999.2,0,1883.0,1961.6,2029.6
DABUR,0,531.2,0,521.6,500.9,499.36
NAUKRI,0,1436.0,0,1399.5,1365.4,1486.12
INDUSTOWER,0,361.1,0,352.1,333.0,363.33
BHARTIHEXA,0,1692.5,0,1814.0,1700.9,1544.9
NTPCGREEN,0,107.8,0,105.6,100.8,nan
SRF,0,3056.3,0,2986.9,2841.9,2769.77
POLICYBZR,0,1905.4,0,1742.5,1834.2,1754.3
HINDPETRO,0,421.3,0,410.0,394.35,374.19
WAAREEENER,0,3287.8,0,3157.6,2882.8,2702.9
NHPC,0,87.3,0,85.6,82.32,81.34
SUZLON,0,66.3,0,64.8,60.06,60.68
PERSISTENT,0,5559.0,0,5406.1,5289.0,5672.04
BHEL,0,243.3,0,236.4,221.33,229.3
SBICARD,0,837.2,0,821.6,789.35,823.95
OFSS,0,8948.4,0,8769.3,8586.5,9307.85
PAYTM,0,1037.2,0,1081.0,1151.3,876.09
LLOYDSME,0,1530.4,0,1482.1,1398.7,1271.13
GVT&D,0,2582.0,0,2681.8,2844.2,1921.49
ASHOKLEY,0,126.6,0,123.7,121.96,112.68
