ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1424.8,0,1400.5,1353.9,1326.52
HDFCBANK,0,988.1,0,976.0,950.6,916.26
BHARTIARTL,0,1956.4,0,1872.3,1900.6,1748.21
TCS,0,3023.4,0,3068.0,3112.6,3614.8
ICICIBANK,0,1443.0,0,1428.2,1411.0,1342.57
SBIN,0,801.7,0,818.9,806.05,780.08
HINDUNILVR,0,2545.9,0,2594.8,2649.5,2360.7
INFY,0,1452.5,0,1540.1,1499.4,1661.46
BAJFINANCE,0,914.8,0,864.5,889.35,837.43
LICI,0,906.7,0,890.7,859.15,856.13
ITC,0,413.9,0,397.0,405.85,422.05
LT,0,3524.7,0,3637.4,3598.4,3489.55
MARUTI,0,14052.1,0,14300.0,14887.0,12067.62
M&M,0,3444.7,0,3374.3,3315.4,2984.44
HCLTECH,0,1530.0,0,1505.0,1468.4,1647.06
KOTAKBANK,0,2037.8,0,2010.0,1968.6,1989.4
SUNPHARMA,0,1668.1,0,1638.4,1563.3,1713.05
ULTRACEMCO,0,12210.4,0,12422.9,12826.0,11530.38
AXISBANK,0,1087.3,0,1074.9,1061.5,1106.05
TITAN,0,3487.0,0,3538.9,3618.6,3372.19
NTPC,0,343.4,0,338.7,330.7,338.04
BAJAJFINSV,0,2005.8,0,1908.2,1943.5,1869.88
DMART,0,4481.4,0,4579.1,4734.9,3965.78
ONGC,0,241.7,0,239.0,238.72,242.53
HAL,0,4627.2,0,4540.6,4429.6,4301.42
ETERNAL,0,298.2,0,307.4,321.1,nan
ADANIPORTS,0,1385.6,0,1361.4,1335.3,1259.33
BEL,0,384.4,0,377.8,373.9,326.87
ADANIENT,0,2416.9,0,2369.6,2284.2,2410.83
WIPRO,0,255.8,0,243.2,250.36,266.6
POWERGRID,0,286.2,0,282.2,279.85,293.21
TATAMOTORS,0,646.4,0,660.9,690.15,698.96
JSWSTEEL,0,1013.6,0,1064.1,1035.5,991.24
BAJAJ-AUTO,0,8291.2,0,8477.9,8967.0,8302.24
ASIANPAINT,0,2450.7,1,2456.0,2570.2,2334.71
ADANIPOWER,0,565.7,0,580.2,606.85,540.6
COALINDIA,0,366.0,0,371.1,377.9,376.91
NESTLEIND,0,1094.1,0,1119.5,1174.4,1134.12
INDIGO,0,6054.1,0,5918.1,5670.0,5032.07
HYUNDAI,0,2217.6,0,2319.1,2455.6,1871.18
JIOFIN,0,330.4,0,323.9,314.05,281.96
TATASTEEL,0,162.3,0,159.6,156.17,145.46
TRENT,0,5124.0,0,5460.2,5450.0,5712.33
IOC,0,144.4,0,142.2,139.56,133.88
GRASIM,0,2698.5,0,2757.9,2803.9,2605.35
DLF,0,786.4,0,772.1,748.3,756.36
HINDZINC,0,443.4,1,413.8,435.9,441.99
SBILIFE,0,1778.9,0,1861.7,1809.8,1621.76
EICHERMOT,0,5858.1,0,5970.5,6280.0,5237.68
HDFCLIFE,0,755.2,0,769.8,781.8,696.74
VEDL,0,437.2,0,413.6,431.0,420.95
VBL,0,480.1,0,514.7,495.35,528.25
DIVISLAB,0,6440.0,0,6301.4,6093.0,6089.6
HINDALCO,0,671.6,0,685.8,719.6,643.39
