ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1440.5,0,1381.6,1384.9,1324.95
HDFCBANK,0,1015.4,0,1002.6,973.4,914.46
TCS,0,2984.9,0,3037.0,3157.2,3634.53
BHARTIARTL,0,1956.4,0,1872.3,1904.7,1741.6
ICICIBANK,0,1470.5,0,1453.8,1416.6,1339.8
SBIN,0,801.7,0,829.5,807.85,780.68
HINDUNILVR,0,2493.6,0,2550.7,2692.6,2356.77
INFY,0,1438.6,0,1468.6,1529.6,1667.54
LICI,0,932.4,0,916.7,888.35,857.09
BAJFINANCE,0,914.8,0,864.5,876.25,833.56
ITC,0,413.9,0,408.7,403.35,423.2
LT,0,3524.7,0,3677.7,3541.3,3490.27
MARUTI,0,13720.3,0,14016.2,14714.0,11996.26
M&M,0,3207.7,0,3273.6,3330.8,2976.92
HCLTECH,0,1530.0,0,1506.2,1492.8,1653.66
KOTAKBANK,0,2070.1,0,2037.6,1965.7,1985.16
SUNPHARMA,0,1692.7,0,1658.9,1600.3,1717.11
ULTRACEMCO,0,12210.4,0,12422.9,12610.0,11497.69
AXISBANK,0,1102.2,0,1087.8,1050.1,1108.28
NTPC,0,345.4,0,328.5,333.2,339.38
TITAN,0,3487.0,0,3538.9,3594.0,3363.06
DMART,0,4451.2,0,4550.0,4716.4,3949.11
BAJAJFINSV,0,2011.8,0,1908.2,1924.2,1866.05
ONGC,0,243.1,0,239.7,234.19,242.88
HAL,0,4707.8,0,4609.7,4383.6,4301.38
ETERNAL,0,298.2,0,307.4,317.9,nan
ADANIPORTS,0,1407.1,0,1374.7,1315.4,1259.97
BEL,0,391.5,0,383.7,365.85,325.46
ADANIENT,0,2416.9,0,2265.5,2272.0,2424.66
WIPRO,0,255.8,0,243.1,252.03,267.04
POWERGRID,0,292.9,0,289.1,279.9,293.86
JSWSTEEL,0,1013.6,0,1035.0,1047.1,990.33
TATAMOTORS,0,643.9,0,660.9,681.65,701.59
BAJAJ-AUTO,0,8269.6,0,8452.4,8691.5,8320.97
ASIANPAINT,0,2450.7,0,2586.2,2481.4,2339.08
INDIGO,0,5726.1,0,5853.6,6050.0,4996.83
COALINDIA,0,366.0,0,371.1,372.45,377.63
ADANIPOWER,0,563.4,0,571.9,592.1,540.55
NESTLEIND,0,1089.5,0,1119.5,1162.2,1133.15
HYUNDAI,0,2215.8,0,2319.1,2492.4,1858.33
JIOFIN,0,310.6,0,329.3,315.75,282.09
TATASTEEL,0,165.6,0,162.2,155.03,145.28
IOC,0,146.5,0,144.2,138.96,133.89
GRASIM,0,2698.5,0,2757.9,2796.2,2600.73
TRENT,0,5124.0,0,5270.0,5295.0,5737.03
DLF,0,811.2,0,793.6,754.6,757.27
SBILIFE,0,1778.9,0,1813.0,1816.6,1617.11
HINDZINC,0,443.4,0,435.2,430.15,443.42
VBL,0,480.1,0,493.9,508.55,530.16
EICHERMOT,0,5712.7,0,5836.8,6151.0,5209.97
VEDL,0,437.2,0,413.6,428.2,421.04
HDFCLIFE,0,755.2,0,769.8,776.6,695.35
DIVISLAB,0,6440.0,0,6301.4,6190.5,6085.15
IRFC,0,130.6,0,128.0,121.2,135.17
PIDILITIND,0,2978.3,0,3023.2,3100.4,2935.09
HINDALCO,0,671.6,0,685.8,705.7,642.73
TVSMOTOR,0,3078.0,0,3148.3,3272.3,2607.34
