ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1508.4,0,1529.1,1544.4,1405.73,1543.87,0
HDFCBANK,0,969.5,0,978.7,979.7,961.51,994.92,0
BHARTIARTL,0,2147.1,0,2115.9,2092.0,1904.51,2086.0,0
TCS,0,3109.9,0,3158.0,3280.8,3230.74,3221.85,0
ICICIBANK,0,1343.0,0,1386.5,1356.8,1386.7,1368.73,0
SBIN,0,993.5,0,978.5,977.55,833.01,965.52,0
INFY,0,1542.2,0,1567.6,1626.8,1512.97,1603.55,0
BAJFINANCE,0,1053.5,0,1037.7,1000.3,943.69,1013.61,0
LT,0,3921.2,0,3980.7,4031.1,3616.88,4035.13,0
LICI,0,882.7,0,869.4,847.4,868.82,857.67,0
HINDUNILVR,0,2382.1,0,2343.7,2265.5,2391.86,2294.27,0
MARUTI,0,15779.6,0,15994.2,16329.0,13683.27,16277.4,0
ITC,0,412.4,0,408.6,400.4,410.89,401.86,0
HCLTECH,0,1602.3,0,1630.3,1661.4,1542.22,1669.29,0
KOTAKBANK,0,2081.4,0,2115.2,2164.6,2089.97,2160.2,0
M&M,0,3574.1,0,3700.5,3586.6,3224.19,3643.79,0
SUNPHARMA,0,1849.9,0,1820.1,1745.9,1689.39,1788.09,0
AXISBANK,0,1296.2,0,1273.9,1229.8,1158.66,1262.85,0
TITAN,0,3742.4,0,3787.7,3919.3,3508.5,3862.29,0
ULTRACEMCO,0,11889.0,0,11372.2,11461.0,11820.52,11532.0,0
BAJAJFINSV,0,2130.9,0,2095.7,2026.3,2006.55,2059.31,0
ADANIPORTS,0,1457.9,0,1533.6,1495.7,1367.36,1500.56,0
NTPC,0,331.8,0,327.4,318.5,332.84,321.66,0
ONGC,0,243.6,0,239.4,232.0,235.62,236.78,0
ADANIENT,0,2377.9,0,2323.2,2229.3,2417.91,2248.71,0
HAL,0,4487.7,0,4402.0,4259.5,4546.54,4302.14,0
BEL,0,404.3,0,397.4,383.45,373.48,389.49,0
WIPRO,0,252.0,0,255.7,263.85,250.07,260.25,0
ADANIPOWER,0,151.5,0,147.3,141.3,125.04,142.49,0
ASIANPAINT,0,2915.7,0,2868.7,2759.7,2446.36,2815.8,0
JSWSTEEL,0,1155.6,0,1131.2,1082.2,1065.5,1107.57,0
ETERNAL,0,308.6,0,300.3,284.75,277.65,289.37,0
TMPV,0,362.3,0,355.7,345.8,nan,346.89,0
HINDZINC,0,529.9,0,548.5,592.15,454.08,538.32,0
BAJAJ-AUTO,0,8691.9,0,8829.3,8831.0,8429.5,8982.95,0
DMART,0,4000.9,0,3928.0,3757.2,4180.32,3848.56,0
POWERGRID,0,270.9,0,266.8,257.95,282.12,263.51,0
NESTLEIND,0,1265.9,0,1248.3,1233.5,1190.24,1229.23,0
COALINDIA,0,385.4,0,375.0,385.3,372.95,382.23,0
IOC,0,165.6,0,156.6,161.75,140.45,159.94,0
VEDL,0,527.3,0,542.6,579.15,446.77,541.66,0
TATASTEEL,0,161.2,0,164.7,168.12,159.56,167.29,0
SBILIFE,0,1946.3,0,2037.2,2014.4,1790.87,2019.34,0
INDIGO,0,5339.9,0,5142.2,5115.5,5527.6,4978.2,1
EICHERMOT,0,6872.5,0,7006.5,7106.5,6007.35,7161.05,0
HINDALCO,0,806.0,0,822.3,856.7,708.83,834.43,0
GRASIM,0,2707.4,0,2749.4,2807.6,2719.95,2785.28,0
HYUNDAI,0,2443.2,0,2386.4,2289.2,2114.18,2300.66,0
JIOFIN,0,307.0,0,301.9,292.3,289.7,296.45,0
LTIM,0,5964.9,0,6075.0,6245.0,5181.64,6257.6,0
TVSMOTOR,0,3459.5,0,3525.9,3592.2,3042.0,3628.18,0
DIVISLAB,0,6643.5,0,6530.1,6380.0,6259.77,6360.3,1
DLF,0,720.3,0,706.6,679.05,745.97,692.71,0
ADANIGREEN,0,1075.0,0,1048.5,1011.0,986.53,1016.67,0
SHRIRAMFIN,0,811.4,1,829.3,869.45,676.01,850.57,0
HDFCLIFE,0,742.4,0,779.0,757.0,745.09,766.65,0
VBL,0,454.5,0,463.9,473.6,484.52,475.19,0
BPCL,0,375.1,0,353.1,363.35,315.86,361.12,0
MUTHOOTFIN,0,3628.0,0,3697.7,3749.9,2753.29,3785.53,0
BANKBARODA,0,280.8,0,294.8,288.1,246.41,286.69,0
PIDILITIND,0,1508.4,0,1487.7,1451.6,1484.47,1464.57,0
TMCV,0,353.2,0,368.3,401.05,nan,377.03,0
BRITANNIA,0,5766.7,0,5863.1,6040.5,5589.41,5952.4,0
IRFC,0,117.4,0,115.2,110.81,126.31,112.61,0
TRENT,0,4277.8,0,4189.0,4030.0,5104.96,4079.31,0
TECHM,0,1517.5,0,1542.2,1605.6,1482.01,1576.02,0
CHOLAFIN,0,1637.3,0,1655.1,1679.0,1576.59,1718.66,0
TATACAP,0,315.2,0,317.5,324.45,nan,325.03,0
PNB,0,125.8,0,123.0,118.9,106.66,118.21,0
CANBK,0,142.8,0,152.3,149.83,113.14,147.22,0
AMBUJACEM,0,558.5,0,527.9,535.8,558.2,538.9,0
TORNTPHARM,0,3615.8,0,3685.4,3759.5,3442.31,3777.27,0
MOTHERSON,0,112.5,0,115.2,117.15,99.56,118.31,0
IDEA,0,10.1,0,10.6,11.3,7.94,11.05,0
BAJAJHLDNG,0,11762.9,0,11492.9,10941.0,12662.59,11034.1,0
CUMMINSIND,0,4309.0,0,4620.8,4385.4,3588.24,4501.51,0
GODREJCP,0,1111.7,0,1134.5,1186.8,1180.44,1153.36,0
CIPLA,0,1552.0,0,1534.0,1498.9,1507.15,1503.3,0
TATAPOWER,0,392.9,0,387.0,374.95,387.48,379.19,0
UNIONBANK,0,146.6,0,157.1,154.15,135.66,151.75,0
ADANIENSOL,0,945.4,0,968.1,976.3,877.13,987.2,0
HDFCAMC,1,2446.5,1,2519.7,2722.9,2522.16,2609.15,1
TATACONSUM,0,1114.8,0,1137.6,1171.5,1100.86,1156.55,0
HEROMOTOCO,0,6098.2,0,5948.5,5748.5,4699.83,5987.5,0
PFC,0,353.1,0,346.6,335.05,393.71,341.62,0
GAIL,0,177.7,0,174.3,167.55,179.42,168.72,0
SIEMENS,0,3339.5,0,3257.0,3074.0,3120.39,3172.72,0
BSE,0,2900.7,0,2803.8,2682.9,2347.84,2691.42,0
ABB,0,4983.4,0,5074.5,5097.5,5399.7,5181.6,0
INDUSTOWER,0,383.1,0,393.2,408.75,375.39,408.51,1
POLYCAB,0,7608.5,0,7433.6,7099.0,6581.22,7198.95,0
LODHA,0,1150.3,0,1122.6,1069.1,1248.6,1080.28,0
DRREDDY,0,1224.3,0,1242.5,1280.0,1235.01,1270.1,0
SOLARINDS,0,12553.4,0,12284.4,11772.0,13855.57,12276.2,0
SWIGGY,0,419.8,0,386.2,410.7,383.3,401.09,1
MEESHO,0,nan,0,nan,235.57,nan,nan,0
GMRAIRPORT,0,106.7,0,98.1,100.59,88.87,101.36,0
BOSCHLTD,0,37574.6,0,36989.7,35720.0,34391.94,36461.5,0
IDBI,0,94.3,0,93.8,97.54,90.27,97.08,0
INDIANB,0,834.0,0,814.4,777.85,667.13,784.66,0
CGPOWER,0,693.5,0,679.7,661.8,683.13,664.96,0
LGEINDIA,0,1634.7,0,1601.5,1522.3,nan,1567.04,0
INDHOTEL,0,708.7,0,745.8,722.0,756.92,725.1,0
MAXHEALTH,0,1129.6,0,1100.9,1048.5,1156.44,1073.58,0
UNITDSPR,0,1378.1,0,1450.5,1391.2,1404.06,1435.11,0
ENRIN,0,3204.2,0,3101.5,2839.4,nan,2961.66,0
ASHOKLEY,0,156.3,0,160.5,171.57,125.89,163.42,0
JINDALSTEL,0,1052.9,0,1032.4,986.0,971.4,1009.11,0
APOLLOHOSP,0,7246.8,0,7136.3,6918.5,7235.0,7048.35,0
HINDPETRO,0,476.5,0,466.9,464.0,404.3,456.35,0
PERSISTENT,0,6650.5,0,6475.1,6318.5,5563.8,6290.5,1
ICICIGI,0,2033.4,0,1999.4,1949.8,1895.14,1949.3,1
LUPIN,0,2013.7,0,2046.7,2119.1,1982.06,2088.78,0
MARICO,0,747.0,0,716.6,742.45,702.72,733.0,0
BHEL,0,295.6,0,288.5,275.05,241.19,277.6,0
MAZDOCK,0,2541.7,0,2478.6,2358.0,2841.8,2452.48,0
ICICIPRULI,0,601.9,0,616.4,645.65,610.84,635.47,1
SHREECEM,0,27144.0,0,26719.3,25645.0,29292.23,26086.5,0
ZYDUSLIFE,0,949.8,0,937.8,913.65,943.25,921.93,0
SRF,0,2871.7,0,2926.1,3050.7,2975.04,2961.18,0
ABCAPITAL,0,336.6,0,363.7,344.25,262.72,354.71,0
GROWW,0,130.2,0,139.7,144.11,nan,146.59,0
RECLTD,0,354.7,0,348.0,337.0,380.48,341.86,0
MANKIND,0,2225.2,0,2185.3,2142.0,2420.19,2156.63,0
BHARTIHEXA,0,1816.6,0,1772.4,1764.6,1704.21,1720.4,0
HAVELLS,0,1467.9,0,1445.5,1401.2,1514.93,1408.8,0
DABUR,0,514.4,0,506.9,492.55,497.11,499.86,0
NAUKRI,0,1399.4,0,1330.3,1333.7,1384.36,1358.15,0
POLICYBZR,0,1977.4,0,1915.1,1834.4,1746.11,1890.76,0
WAAREEENER,0,3092.7,0,3016.7,2878.5,2978.03,2906.9,0
JSWENERGY,0,492.0,0,452.5,472.0,512.5,467.04,0
PAYTM,0,1264.5,0,1347.0,1286.1,1050.97,1298.2,0
POWERINDIA,0,20893.8,0,20154.2,18160.0,17778.88,19175.5,0
SBICARD,0,897.0,0,878.1,848.15,881.38,863.4,0
DIXON,0,14340.3,0,13753.5,13299.0,15517.92,13348.5,0
BAJAJHFL,0,100.1,0,98.3,95.04,115.16,95.33,0
NTPCGREEN,0,93.9,0,92.6,90.06,101.93,90.66,0
NHPC,0,78.6,0,77.4,75.04,83.07,76.43,0
LTF,0,290.4,0,297.6,299.85,215.4,303.74,0
AUBANK,0,933.5,0,953.5,987.65,748.36,975.76,0
GVT&D,0,3117.1,0,2782.5,2861.5,2403.27,2925.89,0
IDFCFIRSTB,0,78.7,0,80.3,83.79,70.51,81.92,0
SUZLON,0,55.0,0,53.9,51.78,58.77,52.22,0
LENSKART,0,378.2,0,392.3,410.05,nan,407.54,1
UNOMINDA,0,1218.7,0,1289.4,1226.6,1112.78,1244.04,0
AUROPHARMA,0,1163.4,0,1217.6,1209.3,1135.17,1186.52,0
NYKAA,0,263.4,0,257.0,244.1,218.15,249.62,0
