ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1520.5,0,1538.5,1566.4,1421.58,1558.3,1
HDFCBANK,0,969.5,0,978.7,990.9,967.69,990.26,0
BHARTIARTL,0,2034.7,0,2069.6,2099.4,1927.35,2109.38,0
TCS,0,3209.2,0,3303.3,3217.8,3221.32,3283.18,0
ICICIBANK,0,1380.1,0,1367.6,1342.5,1392.63,1355.06,0
SBIN,0,990.9,0,959.4,983.7,845.02,973.05,0
INFY,0,1590.7,0,1668.8,1618.4,1513.71,1649.1,0
BAJFINANCE,0,1030.1,0,1015.5,980.3,951.0,1001.88,0
LT,0,3932.5,0,3980.7,4052.0,3651.86,4054.34,0
HINDUNILVR,0,2358.7,0,2333.3,2315.5,2397.87,2288.64,0
LICI,0,874.7,0,864.6,857.1,873.89,851.83,1
MARUTI,0,16169.6,0,16347.4,16647.0,13884.88,16556.6,0
ITC,0,411.9,0,408.6,403.25,411.27,403.53,0
M&M,0,3574.1,0,3700.5,3665.0,3268.4,3624.59,0
HCLTECH,0,1604.1,0,1669.2,1623.4,1548.18,1653.37,0
KOTAKBANK,0,2099.1,0,2122.2,2152.7,2099.57,2161.26,0
SUNPHARMA,0,1784.9,0,1761.7,1719.6,1695.26,1736.7,0
AXISBANK,0,1268.2,0,1254.1,1246.0,1167.07,1230.21,0
TITAN,0,3851.2,0,3907.0,4040.0,3548.97,3951.74,0
ULTRACEMCO,0,11889.0,0,11538.5,11770.0,11880.69,11676.3,0
ADANIPORTS,0,1520.7,0,1500.1,1464.7,1384.48,1485.04,0
BAJAJFINSV,0,2105.4,0,2074.2,2031.7,2014.71,2031.22,1
NTPC,0,331.2,1,320.3,329.95,333.06,323.19,0
ONGC,0,242.9,0,239.4,238.5,236.25,234.46,0
HAL,0,4487.7,0,4299.5,4392.0,4593.39,4370.19,1
BEL,0,404.3,0,389.1,398.9,379.33,395.86,1
ADANIENT,0,2313.8,0,2278.2,2236.0,2419.24,2230.98,1
JSWSTEEL,1,1077.3,1,1101.8,1165.1,1070.37,1099.98,0
ADANIPOWER,0,148.3,0,146.0,144.05,126.99,142.83,0
WIPRO,0,259.0,0,263.1,263.13,249.7,266.58,0
TMPV,0,344.2,0,350.7,365.65,nan,357.12,0
ASIANPAINT,0,2906.8,0,2860.1,2778.1,2469.87,2780.45,0
BAJAJ-AUTO,0,8938.9,0,9075.0,9362.5,8510.85,9123.2,0
HINDZINC,0,591.7,0,607.9,610.4,463.57,613.8,0
ETERNAL,0,294.6,0,288.9,278.4,280.05,283.13,0
COALINDIA,0,386.7,0,393.5,401.55,374.95,396.46,0
