ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1452.4,0,1472.6,1518.9,1368.58,1492.9,0
HDFCBANK,0,969.5,0,1005.4,989.6,942.44,987.21,1
BHARTIARTL,0,2139.3,1,2018.0,2100.7,1848.05,2072.51,0
TCS,0,2979.6,0,3025.4,3106.0,3315.66,3041.56,0
ICICIBANK,0,1319.7,0,1338.0,1373.0,1370.5,1350.77,0
SBIN,0,923.2,0,936.6,967.85,803.78,956.49,0
INFY,0,1472.9,0,1498.1,1502.8,1539.83,1500.49,0
BAJFINANCE,0,1089.1,0,1063.1,1018.5,920.22,1039.29,0
LICI,0,872.2,0,878.8,909.45,857.84,906.43,1
HINDUNILVR,0,2501.2,0,2471.2,2427.7,2382.79,2422.12,1
LT,0,3818.5,0,3867.0,4004.4,3528.99,3942.84,0
ITC,0,419.2,0,414.4,408.15,412.12,407.65,1
MARUTI,0,16188.0,0,15918.5,15684.0,13248.42,15568.7,0
M&M,0,3543.3,0,3615.7,3698.6,3133.65,3658.54,0
HCLTECH,0,1513.8,0,1540.0,1594.6,1543.78,1553.81,0
SUNPHARMA,0,1668.9,0,1695.1,1757.1,1678.75,1710.42,0
KOTAKBANK,0,2158.6,0,2130.5,2079.7,2065.97,2089.72,0
AXISBANK,0,1183.8,0,1203.7,1241.6,1126.5,1226.61,1
ULTRACEMCO,0,12239.7,0,12088.0,11874.0,11777.94,11862.9,0
TITAN,0,3660.2,0,3721.0,3829.2,3441.92,3803.01,0
BAJAJFINSV,0,2179.1,0,2125.1,2065.8,1976.89,2065.85,0
ADANIPORTS,0,1423.7,0,1452.6,1512.7,1318.87,1465.65,0
NTPC,0,340.7,0,335.2,328.45,331.03,327.27,1
HAL,0,4572.6,0,4659.2,4729.8,4438.3,4716.82,0
ONGC,0,237.7,0,241.9,247.6,234.86,246.48,1
BEL,0,402.2,0,408.9,426.85,356.65,419.12,0
ADANIPOWER,0,164.0,0,159.1,153.91,119.48,153.71,1
ADANIENT,0,2535.1,0,2375.7,2516.8,2413.08,2421.73,0
JSWSTEEL,0,1137.6,0,1160.9,1167.8,1043.95,1180.26,0
ASIANPAINT,0,2672.6,0,2743.7,2906.4,2374.7,2656.55,0
ETERNAL,0,328.3,0,318.9,303.75,268.85,308.31,0
DMART,0,4235.7,0,4172.0,4053.7,4150.42,4087.94,0
WIPRO,0,247.1,0,238.3,244.37,256.05,240.93,0
POWERGRID,0,281.5,0,276.4,271.3,281.78,270.94,1
BAJAJ-AUTO,0,9065.8,0,8936.3,8843.0,8363.67,8811.2,0
NESTLEIND,0,1225.6,0,1243.6,1271.6,1173.03,1268.15,0
IOC,0,162.6,0,166.1,171.25,139.25,170.16,0
COALINDIA,0,387.3,0,374.5,386.95,369.39,380.33,0
INDIGO,1,5564.5,0,5676.2,5908.5,5397.35,5722.65,0
TATASTEEL,0,173.1,0,184.0,174.26,155.09,179.19,0
HINDZINC,0,465.2,0,472.0,487.05,444.13,480.53,0
VEDL,0,492.3,0,504.8,525.35,432.26,516.83,0
SBILIFE,0,1906.2,0,1936.3,2000.9,1725.12,1985.44,0
JIOFIN,0,297.6,0,301.9,314.9,281.74,305.48,0
HYUNDAI,0,2460.0,0,2320.9,2356.1,2046.35,2377.57,0
DLF,0,742.4,0,754.9,764.85,745.23,766.03,0
GRASIM,0,2899.3,0,2835.2,2783.4,2682.92,2795.59,0
EICHERMOT,0,7176.0,0,7037.3,6695.0,5756.86,6874.45,0
HINDALCO,0,845.3,0,824.6,803.65,683.13,807.78,0
ADANIGREEN,0,1017.0,0,1116.8,1068.8,974.8,1070.02,0
DIVISLAB,0,6483.2,0,6814.3,6511.5,6187.57,6680.9,0
LTIM,0,5534.8,0,5646.6,5809.0,5114.92,5706.7,0
HDFCLIFE,0,740.9,0,754.8,773.7,727.95,755.98,0
TVSMOTOR,0,3626.7,0,3557.8,3386.5,2906.8,3461.69,0
BPCL,0,351.5,0,359.8,371.15,301.99,367.9,0
IRFC,0,125.8,0,123.9,121.01,127.95,121.49,0
TRENT,0,4650.4,0,4538.3,4391.2,5241.9,4503.4,0
VBL,0,440.7,0,476.3,459.4,490.63,466.44,0
SHRIRAMFIN,0,764.7,0,786.4,809.3,640.98,807.82,0
PIDILITIND,0,1520.9,0,1497.9,1459.8,1477.07,1462.12,0
MUTHOOTFIN,0,3311.2,0,3430.0,3725.6,2566.72,3314.21,0
BANKBARODA,0,269.8,0,276.1,286.75,236.52,287.14,0
TMPV,0,390.0,0,410.9,391.2,nan,405.64,0
CHOLAFIN,0,1637.3,0,1673.5,1714.6,1533.13,1723.78,0
BRITANNIA,0,5766.7,0,6103.5,5803.5,5469.47,5939.55,0
PNB,0,117.0,0,119.1,122.21,103.34,122.29,0
AMBUJACEM,0,585.2,0,552.0,563.2,552.71,562.8,1
BAJAJHLDNG,0,11471.9,0,11935.7,12570.0,12701.15,12334.7,1
TATACAP,0,315.2,0,319.9,325.5,nan,326.16,0
CANBK,0,135.5,0,138.6,146.07,105.74,141.37,0
