ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1424.4,0,1408.5,1372.4,1336.31
HDFCBANK,0,984.9,0,973.2,949.85,916.85
BHARTIARTL,0,1870.9,0,1898.9,1935.6,1779.82
TCS,0,3142.8,0,3092.0,2957.4,3515.42
ICICIBANK,0,1428.7,0,1413.0,1375.8,1353.69
SBIN,0,830.6,0,844.6,861.15,781.61
BAJFINANCE,0,970.8,0,989.9,1012.75,865.7
INFY,0,1462.1,0,1546.3,1484.8,1629.41
HINDUNILVR,0,2670.9,0,2629.5,2538.3,2376.17
LICI,0,906.7,0,879.6,888.2,852.58
MARUTI,0,15340.2,0,15633.2,16269.0,12471.17
LT,0,3551.6,0,3597.0,3644.4,3486.08
ITC,0,415.0,0,410.1,400.1,417.92
M&M,0,3417.2,0,3497.7,3530.0,3039.07
KOTAKBANK,0,1966.6,0,1995.0,2013.5,2011.19
SUNPHARMA,0,1585.8,0,1609.0,1627.4,1698.9
HCLTECH,0,1500.3,0,1484.4,1423.8,1613.27
AXISBANK,0,1108.7,0,1126.9,1166.6,1102.04
ULTRACEMCO,0,12811.3,0,12606.7,12141.0,11649.51
NTPC,0,331.5,0,336.4,340.5,332.18
BAJAJFINSV,0,1999.8,0,2030.3,2035.6,1908.26
HAL,0,4628.5,0,4716.0,4775.2,4335.23
ADANIPORTS,0,1367.0,0,1392.2,1407.2,1274.21
ETERNAL,0,320.2,0,326.9,332.25,258.45
ONGC,0,240.4,1,234.1,239.67,240.23
TITAN,0,3542.0,0,3493.0,3378.5,3397.03
DMART,0,4528.6,0,4822.6,4576.2,4051.46
ADANIENT,0,2424.4,0,2498.0,2576.4,2402.08
BEL,0,385.9,0,394.2,403.15,335.61
ADANIPOWER,0,138.5,0,173.8,149.0,110.72
JSWSTEEL,0,1090.1,0,1109.6,1148.5,1003.65
POWERGRID,0,277.2,0,281.7,284.4,290.01
WIPRO,0,257.7,0,252.9,242.0,264.08
BAJAJ-AUTO,0,8684.3,0,9190.2,8842.5,8305.89
TATAMOTORS,0,714.6,0,698.1,664.3,691.81
COALINDIA,0,384.1,0,389.4,392.5,376.45
ASIANPAINT,0,2552.7,0,2510.2,2404.0,2340.89
NESTLEIND,0,1156.6,0,1213.8,1173.5,1143.32
HYUNDAI,0,2481.0,0,2587.4,2736.9,1941.63
INDIGO,0,5931.7,0,5825.1,5674.5,5166.12
TATASTEEL,0,165.9,0,168.4,172.38,148.07
IOC,0,142.0,0,144.1,146.22,134.74
HINDZINC,0,432.1,0,442.8,466.75,438.52
JIOFIN,0,321.1,0,315.6,301.6,280.89
EICHERMOT,0,6682.5,0,6805.1,6986.0,5417.76
