ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1424.8,0,1400.5,1395.0,1331.83
HDFCBANK,0,985.1,0,973.2,967.3,920.97
BHARTIARTL,0,1956.4,0,1872.3,1902.6,1764.12
TCS,0,3188.9,0,3139.4,3133.4,3568.77
ICICIBANK,0,1440.2,0,1424.2,1417.7,1349.06
SBIN,0,801.7,0,805.9,823.55,780.69
INFY,0,1430.8,0,1464.5,1525.6,1645.64
BAJFINANCE,0,928.4,0,948.2,1003.25,850.35
HINDUNILVR,0,2545.9,0,2696.2,2580.5,2370.97
LICI,0,906.7,0,890.7,874.75,855.47
ITC,0,401.0,0,422.2,413.75,420.11
LT,0,3524.7,0,3633.2,3579.8,3489.98
MARUTI,0,14429.6,0,14707.4,15325.0,12254.58
M&M,0,3397.4,0,3497.7,3589.9,3012.14
HCLTECH,0,1500.3,0,1471.8,1467.2,1630.43
KOTAKBANK,0,2029.8,0,2002.3,1972.3,1999.42
SUNPHARMA,0,1646.8,0,1619.3,1616.6,1705.31
ULTRACEMCO,0,12210.4,0,12788.3,12370.0,11605.88
AXISBANK,0,1048.7,0,1065.3,1105.3,1102.63
BAJAJFINSV,0,1967.6,0,1999.0,2081.5,1887.68
NTPC,0,340.0,0,335.3,331.7,333.15
HAL,1,4378.9,0,4474.5,4745.6,4319.61
TITAN,0,3528.4,0,3683.4,3571.9,3390.83
ADANIPORTS,0,1322.0,0,1349.8,1393.1,1265.74
DMART,0,4528.6,0,4822.6,4616.6,4010.55
ONGC,0,240.4,0,238.8,233.25,240.92
ETERNAL,0,308.6,0,315.8,321.4,nan
BEL,0,366.2,0,375.0,399.3,331.27
ADANIENT,0,2408.2,0,2312.5,2392.0,2400.4
JSWSTEEL,0,1047.4,0,1067.0,1099.0,997.35
POWERGRID,0,273.6,0,278.2,287.65,291.68
WIPRO,0,255.8,0,243.7,251.94,265.5
TATAMOTORS,0,672.0,0,687.3,715.25,695.64
BAJAJ-AUTO,0,8684.3,0,8900.4,8999.5,8299.05
ADANIPOWER,0,593.0,0,610.1,648.55,546.08
ASIANPAINT,0,2460.4,0,2501.5,2546.3,2339.29
COALINDIA,0,379.0,0,384.2,394.35,376.7
NESTLEIND,0,1153.5,0,1174.4,1217.6,1144.68
INDIGO,0,5931.7,0,5825.1,5727.5,5106.16
TATASTEEL,0,160.9,0,163.9,169.78,146.77
HYUNDAI,0,2312.2,0,2398.4,2560.7,1903.93
JIOFIN,0,325.4,0,320.7,311.2,281.81
IOC,0,144.4,0,139.1,142.61,134.28
HINDZINC,0,423.3,0,434.2,462.95,440.09
GRASIM,0,2698.5,0,2757.9,2802.0,2616.8
EICHERMOT,0,6383.1,0,6540.9,6875.0,5320.64
DLF,0,786.4,0,772.1,758.4,755.54
SBILIFE,0,1778.9,0,1860.4,1830.2,1634.72
TRENT,0,5525.9,0,5405.1,5130.0,5658.61
VEDL,0,417.2,0,427.2,450.9,422.09
HINDALCO,0,715.2,0,727.6,758.05,648.13
HDFCLIFE,0,810.8,0,793.1,779.65,700.53
TVSMOTOR,0,3350.1,0,3423.7,3492.4,2672.25
IRFC,0,119.4,0,121.6,126.23,133.79
ADANIGREEN,1,917.0,0,938.3,981.7,981.35
DIVISLAB,0,6314.1,0,6199.3,6026.5,6097.53
VBL,0,504.9,0,494.1,469.8,522.85
LTIM,0,5343.7,0,5082.7,5332.5,5239.83
PIDILITIND,0,2993.0,0,3038.9,3078.9,2940.55
BRITANNIA,0,5843.6,0,5977.8,6247.0,5221.82
BAJAJHLDNG,0,13678.9,0,13334.0,13211.0,12430.41
AMBUJACEM,0,593.7,0,581.8,560.55,547.47
BPCL,0,327.3,0,321.4,318.0,294.08
TECHM,0,1533.5,0,1465.2,1525.5,1556.49
PFC,0,402.3,0,386.6,395.7,410.61
SOLARINDS,0,14939.8,0,14603.9,14403.0,12572.21
GODREJCP,0,1190.3,0,1219.9,1249.7,1172.53
CHOLAFIN,0,1527.3,0,1454.5,1512.3,1447.48
CIPLA,0,1520.7,0,1595.5,1574.6,1483.87
HDFCAMC,0,5899.6,0,5584.6,5798.5,4549.87
CGPOWER,0,726.9,0,746.1,785.4,665.8
PNB,0,102.4,0,104.2,107.31,99.92
TATAPOWER,0,370.2,0,376.3,386.25,383.49
BANKBARODA,0,244.5,0,240.5,237.48,229.46
ENRIN,0,3221.2,0,3331.7,3386.4,nan
TORNTPHARM,0,3519.1,0,3692.0,3566.2,3303.16
SHRIRAMFIN,1,586.0,0,599.5,632.85,619.08
MAZDOCK,1,2635.6,0,2712.3,2924.7,2696.31
BOSCHLTD,0,39055.4,0,39845.9,39885.0,32336.55
MUTHOOTFIN,0,2732.0,0,2798.0,2926.2,2330.18
GAIL,0,170.0,0,173.6,178.55,178.97
LODHA,0,1255.3,0,1230.3,1168.3,1284.82
MAXHEALTH,0,1228.0,0,1201.9,1184.2,1141.91
SIEMENS,0,2991.2,0,3061.6,3202.0,4401.37
APOLLOHOSP,0,7559.7,0,7673.4,7874.5,7026.12
CUMMINSIND,0,3824.3,0,3896.4,4030.4,3198.58
ABB,1,4989.6,0,5070.8,5248.6,5802.14
INDHOTEL,0,748.6,0,790.4,777.7,779.73
MOTHERSON,0,93.7,0,96.8,104.69,96.0
DIXON,0,17235.1,0,17512.9,18103.0,15725.15
DRREDDY,0,1237.9,0,1262.6,1316.7,1234.11
TATACONSUM,0,1110.0,0,1062.4,1103.9,1037.05
POLYCAB,0,6969.8,0,7082.3,7254.5,6259.28
SHREECEM,0,31393.6,0,30785.8,29580.0,28983.63
MANKIND,0,2650.1,0,2492.9,2579.6,2505.8
HEROMOTOCO,0,5058.6,0,5185.6,5301.5,4173.47
JINDALSTEL,0,978.5,0,1000.2,1035.95,923.58
ZYDUSLIFE,0,989.7,0,1009.2,1044.75,937.56
WAAREEENER,0,3222.1,0,3394.4,3634.2,2742.96
UNIONBANK,0,134.9,0,128.2,133.88,124.55
CANBK,0,105.4,0,107.6,110.96,99.19
IDBI,0,95.6,0,87.2,93.01,83.58
ADANIENSOL,0,764.6,0,784.8,829.9,815.58
HAVELLS,0,1497.6,0,1527.9,1572.6,1560.84
RECLTD,0,355.6,0,361.5,373.3,415.77
SWIGGY,0,402.9,0,418.4,420.55,401.84
INDUSTOWER,0,329.6,0,339.3,361.85,364.2
MARICO,0,701.3,0,715.5,734.55,674.75
DABUR,0,519.3,0,534.2,538.85,500.56
UNITDSPR,0,1357.6,0,1291.8,1309.7,1432.18
ICICIGI,0,1939.4,0,1900.4,1893.6,1859.88
INDIANB,0,658.4,0,671.3,697.75,573.97
BAJAJHFL,0,116.5,0,115.1,112.03,120.06
LUPIN,1,1913.3,0,1954.9,2043.4,2014.39
GMRAIRPORT,0,91.0,0,89.4,88.13,82.48
JSWENERGY,1,492.2,0,503.6,525.75,529.88
BSE,0,2361.0,0,2373.0,2201.2,2110.06
POWERINDIA,0,18294.0,0,19919.6,19911.0,15510.8
SRF,0,3006.5,0,2868.2,2971.7,2836.27
NAUKRI,0,1436.0,0,1326.2,1360.6,1468.71
ICICIPRULI,0,636.2,0,623.4,600.8,618.27
NTPCGREEN,0,107.8,0,101.5,103.26,109.73
BHARTIHEXA,0,1692.7,0,1800.1,1706.2,1583.87
HINDPETRO,0,402.0,0,382.6,398.75,376.33
PERSISTENT,0,5476.7,0,5116.9,5411.0,5641.46
NHPC,1,77.9,0,79.6,83.5,81.44
IDEA,0,6.6,0,6.9,7.66,7.54
POLICYBZR,0,1756.2,0,1880.8,1803.8,1767.8
SBICARD,0,801.0,0,821.6,856.15,837.05
BHEL,0,211.4,0,217.1,228.72,227.51
ASHOKLEY,0,124.0,0,128.1,134.09,115.04
SUZLON,0,60.4,0,59.3,57.11,60.01
OFSS,0,8383.8,0,8754.9,8979.0,9065.07
PAYTM,0,1173.5,0,1207.0,1219.0,920.31
ABCAPITAL,0,270.7,0,277.8,291.5,215.05
IOB,0,37.1,0,40.3,39.43,42.89
UNOMINDA,0,1221.0,0,1252.8,1281.0,1024.43
FORTIS,0,914.5,0,932.5,970.0,728.42
GVT&D,0,2577.3,0,2676.9,2788.2,2015.03
VMM,0,140.5,0,144.3,152.59,nan
RVNL,0,312.5,0,320.7,338.1,379.64
NYKAA,0,226.9,0,233.2,239.17,190.08
LLOYDSME,0,1404.4,0,1370.0,1296.5,1308.03
NMDC,0,71.6,0,73.1,76.47,67.26
PRESTIGE,0,1667.0,0,1625.2,1549.7,1484.48
ATGL,0,630.5,0,618.7,605.6,641.71
ABBOTINDIA,0,33154.7,0,32401.2,30980.0,30299.88
COROMANDEL,0,2432.2,0,2363.0,2228.8,2101.1
YESBANK,0,19.6,0,20.0,20.86,19.2
JSWINFRA,0,316.5,0,302.1,315.25,295.95
ALKEM,0,5165.7,0,5252.1,5448.0,5064.95
GICRE,0,351.9,0,373.6,369.4,393.08
OIL,0,412.2,0,403.8,398.4,418.47
PATANJALI,0,625.7,0,615.1,592.7,597.59
HDBFS,0,749.2,0,765.8,775.4,nan
COLPAL,0,2284.2,0,2347.5,2353.7,2506.55
TORNTPOWER,0,1315.6,0,1241.5,1267.8,1411.41
AUROPHARMA,0,1020.7,0,1048.7,1094.4,1152.83
FACT,0,914.0,0,939.0,981.8,882.43
TIINDIA,0,2950.5,0,3043.4,3231.2,3035.64
BERGEPAINT,0,560.7,0,518.6,539.35,519.25
MRF,0,139767.0,0,143919.7,146570.0,129871.31
SCHAEFFLER,0,4049.6,0,3805.9,3953.3,3632.09
JSL,0,727.7,0,805.6,740.95,661.87
GODREJPROP,0,2081.1,0,2037.1,1998.9,2262.78
GLENMARK,0,1991.0,0,2038.9,2130.0,1627.39
COFORGE,0,1785.7,0,1685.1,1764.0,1686.05
LTF,0,222.3,0,226.5,234.96,169.45
BHARATFORG,0,1123.9,0,1157.7,1223.0,1192.23
OBEROIRLTY,0,1706.0,0,1673.5,1601.9,1781.82
IRCTC,0,726.6,0,705.5,722.2,755.01
INDUSINDBK,0,785.6,0,772.7,740.5,861.11
SUPREMEIND,0,4668.0,0,4551.7,4532.7,4077.58
BDL,1,1381.1,1,1430.5,1566.5,1453.78
UPL,0,743.7,0,685.8,693.1,628.91
PIIND,0,3914.5,0,3837.0,3701.0,3719.15
PHOENIXLTD,0,1459.2,0,1592.9,1557.6,1585.39
MPHASIS,0,2692.9,0,2773.2,2904.2,2653.01
MOTILALOFS,0,948.0,0,923.4,918.0,798.02
LINDEINDIA,0,6666.9,0,6519.6,6439.0,6461.36
SAIL,0,122.8,0,125.9,132.26,117.76
MFSL,0,1548.3,0,1665.2,1586.7,1310.16
BANKINDIA,0,111.8,0,114.3,117.34,107.72
GODFRYPHLP,0,9211.6,0,9764.9,10136.0,7315.17
AIIL,0,2839.7,0,2965.4,3134.8,2124.94
IDFCFIRSTB,0,69.2,0,70.6,72.04,65.62
NAM-INDIA,0,863.6,0,840.4,827.75,693.44
AUBANK,0,739.3,0,724.1,706.65,653.33
KALYANKJIL,0,536.5,0,525.6,502.75,555.38
ITCHOTELS,0,232.2,0,237.8,247.59,nan
JKCEMENT,0,7228.8,0,7021.4,6555.0,5395.95
SUNDARMFIN,0,4879.2,0,4742.4,4472.3,4719.45
PAGEIND,0,46497.4,0,43946.9,44130.0,45126.49
BIOCON,0,373.7,0,351.4,365.2,353.75
LAURUSLABS,0,843.6,0,862.6,896.05,663.66
KAYNES,0,6595.9,0,6784.0,7171.5,5752.73
FEDERALBNK,0,198.9,0,190.5,194.36,196.41
UBL,0,1904.9,0,1868.5,1796.6,1989.05
APLAPOLLO,0,1597.4,0,1630.0,1703.3,1601.57
PREMIERENE,0,1077.0,0,994.5,1055.2,1049.56
GLAXO,0,2923.1,0,2701.6,2774.0,2700.26
ANTHEM,0,763.3,0,789.9,833.5,nan
HEXT,0,807.9,0,781.1,758.2,nan
VOLTAS,0,1321.4,0,1356.2,1403.6,1400.32
COCHINSHIP,0,1747.2,1,1579.6,1745.7,1640.08
BALKRISIND,0,2452.1,0,2277.7,2388.7,2595.59
TATACOMM,0,1642.6,1,1527.7,1614.0,1621.71
DALBHARAT,0,2311.6,0,2349.9,2411.4,1983.21
LTTS,0,4339.0,0,4264.4,4216.6,4582.86
HUDCO,0,204.5,0,208.9,216.48,216.22
360ONE,0,1107.4,0,1084.8,1068.8,1060.35
PGHH,0,12857.7,0,13103.4,13198.0,13872.23
CONCOR,0,556.9,0,533.3,550.05,600.66
JUBLFOOD,0,670.1,0,670.3,635.15,674.7
PETRONET,0,283.9,0,278.8,277.95,302.33
IREDA,0,150.2,0,142.3,147.35,172.69
MAHABANK,0,54.9,0,52.5,54.05,51.38
FLUOROCHEM,0,3356.0,0,3470.4,3715.7,3757.47
GODREJIND,0,1176.5,0,1253.5,1210.7,1117.27
ESCORTS,0,3415.5,0,3574.5,3689.1,3322.07
ENDURANCE,0,2710.8,0,2815.5,2867.0,2274.56
NATIONALUM,0,198.8,0,204.8,218.3,190.18
