ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1412.6,0,1396.5,1375.9,1343.35
HDFCBANK,0,943.1,0,956.1,977.15,925.37
BHARTIARTL,0,1869.3,0,1896.8,1946.6,1797.71
TCS,0,2867.2,0,2922.0,2949.3,3424.6
ICICIBANK,0,1398.8,1,1350.6,1384.1,1356.79
SBIN,0,842.5,0,855.7,876.95,784.28
BAJFINANCE,0,975.0,0,993.6,1019.15,882.91
INFY,0,1517.1,0,1453.7,1489.9,1603.84
HINDUNILVR,0,2611.2,0,2572.7,2502.3,2385.14
LICI,0,872.2,0,886.1,902.0,852.21
LT,0,3603.9,0,3662.5,3744.3,3485.74
MARUTI,0,15504.8,0,15778.2,16261.0,12760.63
ITC,0,411.6,0,407.2,396.8,415.1
KOTAKBANK,0,2054.0,0,2087.1,2151.8,2029.47
M&M,0,3653.7,0,3579.1,3459.8,3064.49
HCLTECH,0,1423.7,0,1453.4,1495.4,1587.76
SUNPHARMA,0,1584.8,0,1606.8,1654.4,1690.42
AXISBANK,0,1126.3,0,1150.4,1176.8,1105.39
ULTRACEMCO,0,12602.1,0,12416.6,12070.0,11672.37
NTPC,0,331.4,0,344.8,336.65,332.05
BAJAJFINSV,0,1998.1,0,2064.2,2019.4,1929.86
HAL,0,4625.4,0,4714.0,4746.8,4356.57
ETERNAL,0,326.2,0,333.6,347.75,261.33
TITAN,0,3344.5,0,3409.5,3537.4,3399.16
ADANIPORTS,0,1366.1,0,1440.4,1429.0,1285.22
ONGC,0,234.8,0,238.9,244.69,240.36
BEL,0,387.3,0,395.5,402.4,341.49
ADANIPOWER,0,138.4,0,162.3,154.9,113.41
ADANIENT,0,2423.3,0,2497.3,2517.0,2408.94
JSWSTEEL,0,1097.9,0,1120.3,1147.8,1014.52
DMART,0,4492.7,0,4402.3,4205.2,4092.62
POWERGRID,0,277.1,0,291.9,287.5,288.17
WIPRO,0,253.5,0,240.3,248.42,261.06
BAJAJ-AUTO,0,9158.9,0,8767.2,9102.5,8312.48
TATAMOTORS,0,571.9,0,514.2,395.45,686.49
COALINDIA,0,397.8,0,392.7,380.95,376.59
NESTLEIND,0,1208.2,0,1155.5,1175.5,1152.97
ASIANPAINT,0,2436.7,0,2401.6,2318.1,2340.95
INDIGO,0,5910.5,0,5812.3,5759.0,5232.38
TATASTEEL,0,165.8,0,167.7,170.51,149.72
IOC,0,146.5,0,149.4,152.81,135.6
HINDZINC,0,461.4,0,478.5,505.65,439.42
HYUNDAI,0,2615.0,0,2543.1,2411.9,1981.08
JIOFIN,0,311.5,0,298.5,305.6,279.49
GRASIM,0,2894.5,0,2840.7,2775.8,2635.35
EICHERMOT,0,6679.6,0,6803.2,6887.0,5544.23
VEDL,0,445.8,0,457.9,480.05,423.47
DLF,0,762.2,0,746.6,740.9,745.26
SBILIFE,0,1863.0,0,1832.6,1816.2,1672.46
DIVISLAB,0,6039.0,0,6206.0,6561.0,6106.28
ADANIGREEN,0,1005.6,0,1099.9,1036.2,970.42
HINDALCO,0,731.7,0,747.7,760.1,659.31
TRENT,0,4989.1,0,4875.9,4617.2,5447.97
TVSMOTOR,0,3368.4,0,3549.2,3505.0,2774.64
IRFC,0,130.4,0,127.9,124.52,131.15
LTIM,0,5132.7,0,5267.2,5469.0,5145.31
HDFCLIFE,0,782.6,0,769.7,743.55,713.29
PIDILITIND,0,1547.0,0,1519.4,1491.2,1470.06
VBL,0,461.3,0,453.0,441.6,504.67
BPCL,0,323.8,0,331.5,332.45,298.92
BRITANNIA,0,6143.8,0,6042.4,5800.5,5343.22
AMBUJACEM,0,592.5,0,582.6,563.6,549.31
TATACAP,-1,-1,-1,-1,319.8,nan
CHOLAFIN,0,1541.4,0,1579.6,1645.7,1482.2
BANKBARODA,0,250.5,0,256.6,263.95,230.62
BAJAJHLDNG,0,12962.2,0,12602.8,12211.0,12549.05
PNB,0,109.8,0,112.1,115.27,100.9
PFC,0,395.0,0,414.6,398.0,403.33
TECHM,0,1510.0,0,1476.8,1468.0,1530.68
MUTHOOTFIN,0,3072.6,0,3132.1,3218.3,2442.34
SHRIRAMFIN,0,631.6,0,645.8,674.45,622.53
SOLARINDS,0,14424.0,0,13513.5,13976.0,12933.43
CIPLA,0,1576.7,0,1501.4,1552.3,1488.22
TATAPOWER,0,378.9,0,396.5,391.55,380.76
HDFCAMC,0,5821.6,0,5707.7,5594.0,4688.84
TORNTPHARM,0,3702.6,0,3638.0,3522.0,3327.23
GAIL,0,182.5,0,173.6,175.37,177.54
CGPOWER,0,784.0,0,768.6,745.95,666.25
CANBK,0,119.3,0,122.0,125.22,101.32
POLYCAB,0,7299.2,0,7439.4,7608.0,6280.39
LODHA,0,1194.8,0,1167.8,1142.0,1262.63
LGEINDIA,-1,-1,-1,-1,1689.9,nan
MAZDOCK,0,3009.6,0,2923.9,2800.0,2742.98
ENRIN,0,3450.7,0,3357.9,3197.3,nan
GODREJCP,0,1173.4,0,1151.2,1101.4,1175.54
BOSCHLTD,0,40058.9,0,39369.3,38010.0,32718.31
MAXHEALTH,0,1168.9,0,1095.0,1161.5,1145.04
ADANIENSOL,0,860.0,0,884.0,933.75,827.31
APOLLOHOSP,1,7389.2,0,7513.4,7759.0,7075.85
HEROMOTOCO,0,5252.9,0,5367.3,5571.5,4279.62
MOTHERSON,0,110.4,0,107.7,105.05,95.59
TATACONSUM,0,1076.2,0,1098.2,1118.9,1057.21
SIEMENS,0,3308.1,0,3234.5,3107.3,3166.56
CUMMINSIND,0,4137.2,0,4055.0,3945.2,3254.14
ABB,0,5387.3,0,5300.0,5119.5,5584.43
SHREECEM,0,30855.1,0,30303.9,29615.0,29236.78
UNIONBANK,0,130.2,0,133.5,137.0,126.3
INDIANB,0,730.2,0,746.5,768.15,591.63
DRREDDY,0,1306.4,0,1280.6,1237.3,1236.41
DIXON,0,17849.7,0,16442.5,16634.0,15718.62
INDHOTEL,0,764.7,0,749.0,721.15,770.61
JINDALSTEL,0,995.2,0,1054.1,996.0,933.78
SWIGGY,0,410.3,0,442.0,440.15,391.09
MANKIND,0,2572.9,0,2522.8,2438.1,2488.8
BSE,0,2213.3,0,2306.4,2448.3,2152.46
WAAREEENER,0,3645.0,0,3515.8,3484.5,2793.34
IDBI,0,96.2,0,89.1,91.74,84.81
ZYDUSLIFE,0,1047.0,0,1027.2,979.25,942.16
RECLTD,0,390.2,0,383.8,370.3,401.37
HINDPETRO,0,426.0,0,437.5,442.65,380.98
UNITDSPR,0,1277.1,0,1360.3,1302.4,1412.56
JSWENERGY,0,512.0,0,548.7,541.05,517.2
GMRAIRPORT,0,86.8,0,86.6,88.84,83.15
IDEA,0,7.8,0,8.2,8.36,7.6
MARICO,0,733.0,0,721.1,708.2,683.24
HAVELLS,0,1545.9,0,1517.3,1449.1,1542.73
INDUSTOWER,0,333.9,0,360.8,338.55,364.57
ICICIGI,0,1948.6,0,1917.7,1854.8,1858.1
BAJAJHFL,0,112.9,0,111.4,107.23,117.8
SRF,0,2888.3,0,2940.9,3044.0,2900.75
LUPIN,0,2052.3,0,2008.7,1937.3,2003.59
BHARTIHEXA,0,1618.8,0,1668.7,1756.0,1611.78
SBICARD,0,858.9,0,879.3,916.0,855.73
NHPC,0,82.2,0,89.1,85.36,81.96
DABUR,0,513.8,0,504.0,487.35,500.21
ICICIPRULI,0,619.3,0,609.2,598.05,610.4
NAUKRI,0,1412.4,0,1308.5,1322.3,1433.58
PERSISTENT,0,4943.3,0,5083.1,5337.9,5542.7
NTPCGREEN,0,102.7,0,101.2,98.75,105.99
FORTIS,0,1006.5,0,1034.7,1081.4,759.68
BHEL,0,229.9,0,243.2,232.44,226.75
ASHOKLEY,0,132.9,0,142.5,135.41,116.64
OFSS,0,8550.1,0,8793.6,8950.0,8776.03
PAYTM,0,1145.9,0,1178.7,1244.8,943.76
POWERINDIA,0,19426.7,0,18809.8,17451.0,16101.91
POLICYBZR,0,1851.9,0,1795.3,1708.6,1736.36
ABCAPITAL,0,280.4,0,288.6,298.0,224.97
GVT&D,0,2863.3,0,2963.4,2980.2,2123.62
IOB,0,38.1,0,40.7,38.6,41.34
YESBANK,0,22.2,0,22.8,23.32,19.31
NYKAA,0,241.8,0,249.7,255.79,197.8
SUZLON,0,56.8,0,55.5,53.95,59.02
UNOMINDA,0,1342.6,0,1297.2,1185.4,1048.83
RVNL,0,361.5,0,353.2,333.05,369.8
PRESTIGE,0,1633.6,0,1523.2,1603.6,1466.41
LLOYDSME,0,1357.5,0,1267.0,1323.4,1328.85
VMM,0,140.1,0,151.7,145.71,124.34
ATGL,0,680.8,0,661.7,616.75,633.44
NMDC,0,73.1,0,74.6,76.13,67.65
OIL,0,395.3,0,404.7,414.1,414.15
GICRE,0,361.0,0,369.2,376.95,388.32
MRF,0,146648.9,0,150275.1,157695.0,132192.75
LTF,0,242.2,0,249.8,262.93,180.5
AUROPHARMA,0,1047.6,0,1075.2,1124.8,1139.7
