ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1622.4,0,1592.5,1507.6,1428.1,1558.5,0
HDFCBANK,0,1004.4,0,990.1,962.2,971.13,989.28,0
BHARTIARTL,0,2034.7,0,2069.6,2105.3,1937.05,2106.68,0
TCS,0,3332.2,0,3293.5,3255.8,3217.11,3257.25,0
ICICIBANK,1,1331.4,0,1350.8,1411.2,1395.24,1357.48,0
SBIN,0,973.9,0,987.4,1018.9,850.75,983.31,0
INFY,0,1590.7,0,1664.4,1612.2,1515.32,1635.34,0
BAJFINANCE,0,1025.1,0,1009.7,977.35,953.58,991.71,0
HINDUNILVR,0,2291.7,0,2327.1,2424.7,2402.48,2322.9,0
LT,0,4021.6,0,4069.0,4140.6,3675.75,4092.35,0
MARUTI,0,16533.1,0,16763.4,17292.0,14022.65,16800.3,0
LICI,0,874.7,0,864.6,850.05,876.08,851.39,0
M&M,0,3636.6,0,3695.2,3785.6,3290.54,3699.74,0
HCLTECH,0,1604.1,0,1664.5,1616.3,1550.65,1637.82,0
ITC,0,374.8,0,364.6,342.45,410.28,382.96,0
KOTAKBANK,0,2119.9,0,2259.8,2146.4,2104.51,2175.42,0
SUNPHARMA,0,1780.0,1,1699.2,1760.2,1695.94,1728.88,0
AXISBANK,0,1241.7,0,1259.5,1293.8,1173.34,1254.91,0
TITAN,0,3932.3,0,3986.4,4111.8,3570.06,4011.24,0
ULTRACEMCO,0,11695.7,0,11845.7,12204.0,11910.16,11870.1,0
NTPC,0,333.4,0,339.5,350.8,333.45,333.89,0
ADANIPORTS,0,1520.7,0,1500.1,1473.2,1391.46,1479.79,0
BAJAJFINSV,0,2095.4,0,2067.5,2044.6,2019.68,2032.66,0
ONGC,0,242.9,0,232.8,241.89,236.6,237.13,0
HAL,0,4281.8,0,4358.9,4516.0,4612.82,4419.81,0
BEL,0,388.7,0,396.8,413.1,381.84,401.24,0
ADANIENT,0,2313.8,0,2220.4,2259.1,2419.45,2241.13,0
JSWSTEEL,0,1123.2,0,1144.1,1176.3,1073.76,1136.04,0
ADANIPOWER,0,137.7,0,141.3,147.55,127.88,144.73,0
WIPRO,0,259.0,0,263.1,265.6,249.88,265.88,0
ASIANPAINT,0,2890.2,0,2849.7,2845.8,2484.27,2780.67,0
HINDZINC,0,591.7,0,607.9,643.1,467.54,625.53,0
TMPV,0,353.1,0,359.4,368.9,nan,364.93,0
BAJAJ-AUTO,0,9066.4,0,9265.3,9661.0,8554.58,9333.55,0
COALINDIA,0,400.9,0,410.6,427.05,376.03,408.74,0
NESTLEIND,0,1244.7,0,1266.8,1319.9,1202.1,1284.33,0
ETERNAL,0,295.3,0,289.5,279.05,281.6,281.77,0
POWERGRID,0,257.9,0,262.2,268.55,282.6,266.5,0
VEDL,0,583.0,0,596.3,621.75,459.01,605.73,0
DMART,0,3842.0,0,3775.5,3663.7,4189.55,3745.74,0
TATASTEEL,0,176.3,0,179.6,186.2,161.55,177.41,0
IOC,0,157.5,0,160.5,164.0,143.51,163.43,0
HINDALCO,0,892.1,0,912.5,942.25,722.93,893.23,0
SBILIFE,0,1989.2,0,2021.2,2095.8,1830.91,2038.93,0
EICHERMOT,0,7170.0,0,7288.9,7522.5,6163.18,7341.35,0
GRASIM,0,2751.1,0,2789.0,2865.3,2749.33,2840.69,0
INDIGO,0,5286.6,0,4945.2,5002.5,5554.46,5072.15,0
JIOFIN,0,304.9,0,292.0,298.55,294.58,297.23,0
SHRIRAMFIN,0,945.7,0,969.2,1002.65,698.72,987.48,0
HYUNDAI,0,2370.0,0,2335.1,2306.7,2156.43,2302.48,1
TVSMOTOR,0,3653.3,0,3727.4,3866.1,3135.57,3726.56,0
LTIM,0,5964.9,0,6231.0,5982.5,5282.88,6075.3,0
DIVISLAB,0,6643.5,1,6248.2,6642.5,6316.73,6430.65,1
DLF,0,713.3,0,683.9,706.3,748.53,694.89,0
VBL,0,464.9,0,473.9,498.85,484.56,486.83,0
ADANIGREEN,0,1055.2,0,1000.6,1019.4,997.96,1018.68,0
HDFCLIFE,0,742.4,1,741.2,777.85,753.63,754.05,0
IRFC,0,116.0,0,120.8,127.22,126.79,126.13,0
BPCL,0,359.2,0,367.4,370.8,323.89,373.45,0
TMCV,0,398.3,0,412.3,432.65,nan,418.99,0
MUTHOOTFIN,0,3709.1,0,3791.1,3940.7,2859.88,3827.52,0
BANKBARODA,0,291.6,0,297.1,305.05,252.83,296.35,0
PIDILITIND,0,1437.4,0,1458.4,1505.0,1491.99,1469.54,0
TATACAP,0,332.5,0,341.5,361.55,nan,346.19,0
CHOLAFIN,0,1675.5,0,1718.1,1805.4,1593.47,1727.9,0
BRITANNIA,0,5782.5,0,5879.0,6129.5,5674.23,6035.9,1
PNB,0,118.7,0,121.2,125.47,109.02,122.86,0
TRENT,0,4516.8,0,4378.2,4047.6,5054.56,4276.16,0
TECHM,0,1566.9,0,1588.5,1601.8,1494.05,1610.16,0
CANBK,0,146.2,0,149.3,153.88,117.79,152.65,0
AMBUJACEM,0,547.0,0,554.7,563.55,562.54,556.91,0
TORNTPHARM,0,3720.3,0,3781.5,3936.8,3494.55,3849.13,0
ICICIAMC,0,2519.4,0,2571.0,2695.6,nan,2653.96,0
GODREJCP,0,1175.9,0,1197.8,1254.0,1193.18,1220.82,0
MOTHERSON,0,116.4,0,118.6,120.83,102.09,120.49,0
UNIONBANK,0,154.2,0,157.8,165.74,138.49,154.47,0
IDEA,0,13.4,0,12.8,11.59,8.23,11.72,0
ADANIENSOL,0,983.8,0,1008.8,1044.1,894.95,1025.06,0
BAJAJHLDNG,0,11762.9,0,11492.9,11202.0,12651.65,11221.5,0
PFC,0,353.5,0,361.4,376.25,392.28,360.59,0
CIPLA,0,1541.1,1,1493.1,1530.8,1511.77,1505.95,0
TATAPOWER,0,373.2,0,378.8,386.5,389.58,381.94,0
HEROMOTOCO,0,5650.9,0,5766.8,6000.0,4845.57,5784.2,0
