ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1440.5,0,1371.8,1413.0,1323.08
HDFCBANK,0,1950.9,0,2027.4,1988.2,1823.94
BHARTIARTL,0,1956.4,1,1871.1,1928.4,1734.84
TCS,0,3129.2,1,2967.2,3098.6,3650.54
ICICIBANK,0,1420.2,0,1453.8,1430.6,1336.73
SBIN,0,801.7,0,811.0,828.95,780.62
HINDUNILVR,0,2444.2,0,2507.5,2669.8,2353.42
INFY,0,1500.5,1,1407.6,1496.2,1672.01
LICI,0,932.4,0,916.7,899.35,857.54
BAJFINANCE,0,914.8,0,853.5,887.8,829.45
ITC,0,419.1,0,416.7,406.05,424.57
LT,0,3524.7,0,3582.7,3592.3,3489.83
MARUTI,0,13319.9,0,13640.3,14221.0,11926.95
M&M,0,3136.2,0,3218.7,3395.6,2965.58
HCLTECH,0,1530.0,0,1506.2,1496.0,1658.27
KOTAKBANK,0,2093.2,0,2053.4,2017.5,1980.16
SUNPHARMA,0,1692.7,0,1658.9,1633.1,1720.68
ULTRACEMCO,0,12161.6,0,12390.3,12874.0,11464.86
AXISBANK,0,1114.5,0,1098.8,1080.2,1110.11
NTPC,0,345.4,1,328.2,342.0,340.7
TITAN,0,3405.3,0,3462.7,3595.0,3355.51
BAJAJFINSV,0,2011.8,0,1899.5,1958.5,1861.63
DMART,0,4355.3,0,4468.5,4737.9,3933.97
ONGC,0,243.1,0,239.7,237.93,243.27
HAL,0,4726.9,0,4615.4,4453.4,4296.57
ETERNAL,0,298.2,0,307.4,326.55,nan
ADANIPORTS,0,1407.1,0,1374.7,1370.6,1260.28
ADANIENT,0,2416.9,0,2259.1,2387.1,2436.8
BEL,0,402.3,0,394.1,371.85,323.7
POWERGRID,0,297.2,0,292.7,288.4,294.38
JSWSTEEL,0,1012.9,0,1035.0,1082.6,988.56
WIPRO,0,255.8,1,239.0,250.84,267.28
TATAMOTORS,0,643.9,0,660.9,689.6,704.47
BAJAJ-AUTO,0,8269.6,0,8452.4,8827.5,8337.67
ASIANPAINT,0,2443.3,0,2486.0,2570.1,2346.61
INDIGO,0,5708.2,0,5845.7,6155.5,4955.07
COALINDIA,0,366.0,0,371.1,379.55,378.43
ADANIPOWER,0,563.4,0,571.9,599.95,540.5
NESTLEIND,0,1080.5,0,1111.9,1190.3,1138.43
JIOFIN,0,310.6,0,318.3,328.45,282.15
HYUNDAI,0,2215.8,0,2319.1,2488.1,1845.56
TATASTEEL,0,165.6,0,162.2,161.92,145.03
IOC,0,147.8,0,144.7,141.44,133.87
GRASIM,1,2659.3,0,2721.4,2864.9,2597.2
TRENT,0,5124.0,0,5270.0,5453.0,5770.51
DLF,0,812.5,0,793.6,770.5,758.0
SBILIFE,0,1770.8,0,1807.5,1858.5,1612.51
HINDZINC,0,443.4,0,435.2,430.0,445.67
VBL,0,478.8,0,493.9,517.65,531.77
VEDL,0,453.3,0,425.5,445.5,436.61
HDFCLIFE,0,753.6,0,769.7,796.55,693.93
IRFC,0,133.6,0,130.8,126.73,135.75
EICHERMOT,0,5616.9,0,5723.7,5937.5,5186.41
ADANIGREEN,0,1002.6,0,976.2,975.95,1023.24
DIVISLAB,0,6473.6,0,6318.5,6005.0,6079.05
PIDILITIND,0,2952.3,0,2999.5,3084.6,2935.24
HINDALCO,0,659.7,0,676.4,700.85,642.21
