ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1449.4,0,1424.5,1380.4,1326.82
HDFCBANK,0,1950.9,0,2027.4,1969.9,1817.26
BHARTIARTL,0,1956.4,0,1923.0,1850.3,1728.53
TCS,0,3138.8,0,3098.6,3035.4,3674.93
ICICIBANK,0,1420.2,0,1453.8,1422.0,1332.96
SBIN,0,823.9,0,798.7,820.6,779.66
INFY,0,1505.3,0,1478.1,1424.1,1680.99
HINDUNILVR,0,2410.7,0,2619.7,2483.8,2351.75
LICI,0,932.4,0,916.7,916.5,857.95
BAJFINANCE,0,928.8,0,908.6,853.0,824.7
ITC,0,419.1,0,408.9,416.35,426.02
LT,0,3514.9,0,3576.8,3686.1,3482.49
HCLTECH,0,1530.0,0,1506.2,1499.1,1666.24
MARUTI,0,12060.8,1,12299.8,12840.0,11867.61
KOTAKBANK,0,2093.2,0,2053.4,1959.0,1973.92
SUNPHARMA,0,1692.7,0,1658.9,1622.2,1726.06
M&M,0,3067.5,0,3136.1,3236.5,2950.55
ULTRACEMCO,0,11932.9,0,12098.2,12449.0,11424.26
AXISBANK,0,1120.4,0,1101.8,1070.0,1112.61
NTPC,0,345.4,0,340.6,340.1,342.27
TITAN,1,3296.1,0,3363.1,3486.8,3349.26
BAJAJFINSV,0,2028.6,0,1991.8,1908.0,1856.29
ONGC,0,243.1,0,239.7,235.52,243.66
HAL,0,4742.8,0,4631.0,4409.4,4302.82
ADANIPORTS,0,1434.0,0,1400.6,1330.5,1260.66
BEL,0,404.7,0,397.1,380.35,321.78
ETERNAL,0,282.1,0,290.5,305.9,nan
DMART,0,3955.5,0,4066.9,4252.5,3920.75
POWERGRID,0,298.5,0,293.9,284.65,296.18
ADANIENT,0,2416.9,0,2348.9,2288.2,2449.11
JSWSTEEL,0,990.6,0,1013.9,1048.2,985.74
WIPRO,0,255.8,0,250.8,241.72,267.8
TATAMOTORS,0,688.0,0,673.2,654.1,708.84
ASIANPAINT,0,2341.7,0,2390.6,2478.3,2356.58
COALINDIA,0,387.4,0,371.7,385.35,384.57
INDIGO,0,5632.6,0,5954.4,5917.5,4908.42
BAJAJ-AUTO,0,8421.1,0,8284.8,8196.5,8369.65
ADANIPOWER,0,563.4,0,596.6,591.5,540.53
NESTLEIND,0,1166.7,0,1143.8,1091.1,1133.96
JIOFIN,0,310.2,0,318.3,327.0,281.77
IOC,0,147.8,0,144.7,142.65,133.93
TATASTEEL,0,165.6,0,162.2,160.16,144.68
TRENT,0,4974.2,0,5119.1,5365.5,5818.27
DLF,0,816.7,0,796.1,757.4,759.03
GRASIM,0,2861.6,0,2790.2,2740.4,2593.15
SBILIFE,0,1768.9,0,1788.5,1838.0,1606.87
HYUNDAI,0,2030.5,0,2089.0,2205.1,1830.77
HINDZINC,0,443.4,0,435.2,423.45,448.13
VBL,0,478.8,0,493.9,514.25,534.24
