ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1429.5,0,1444.0,1348.1,1446.73,1396.15,0
HDFCBANK,0,838.8,0,810.8,756.2,959.75,797.22,0
BHARTIARTL,0,1914.8,0,1872.5,1843.9,1974.05,1822.45,0
SBIN,0,1127.0,0,1094.6,1019.5,937.18,1049.79,0
ICICIBANK,0,1320.1,0,1288.9,1233.8,1386.94,1256.86,0
TCS,0,2566.9,0,2506.0,2389.8,3013.82,2394.86,0
BAJFINANCE,0,901.6,0,801.4,843.8,965.13,853.28,0
INFY,0,1328.6,0,1295.8,1269.7,1502.04,1255.87,0
LT,0,3769.9,0,3309.5,3564.1,3813.36,3500.1,0
HINDUNILVR,0,2214.5,0,2164.7,2074.4,2404.89,2113.56,0
LICI,0,817.5,0,795.6,765.65,877.01,770.19,0
SUNPHARMA,0,1729.6,0,1829.3,1793.6,1686.7,1777.97,0
MARUTI,0,13574.0,0,13179.2,12389.0,14726.05,12648.7,0
AXISBANK,0,1284.8,0,1248.2,1205.2,1213.41,1209.48,0
ITC,0,313.9,0,306.7,294.7,376.49,298.87,0
HCLTECH,0,1417.0,0,1382.4,1364.4,1532.76,1345.54,0
M&M,0,3312.0,0,3214.5,3041.3,3433.74,3057.87,0
NTPC,0,364.0,0,367.4,375.65,337.76,378.57,0
KOTAKBANK,0,388.1,0,378.7,366.15,416.54,368.19,0
ONGC,0,286.7,1,260.5,281.95,239.76,267.45,0
TITAN,0,4312.9,0,4179.9,3981.5,3783.52,4031.79,0
ULTRACEMCO,0,11705.3,0,11337.2,11049.0,12103.13,10920.5,0
ADANIPORTS,0,1466.6,0,1418.3,1337.8,1434.45,1358.74,0
ADANIPOWER,0,137.4,0,143.5,153.92,137.36,151.84,0
BEL,0,447.9,0,434.7,404.75,408.41,424.59,0
JSWSTEEL,0,1247.7,0,1210.1,1130.3,1126.53,1144.25,0
