ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1334.7,0,1324.7,1272.2,1407.22,1300.46,0
BHARTIARTL,0,nan,0,nan,nan,nan,nan,0
HDFCBANK,0,795.6,0,779.5,747.25,866.56,793.51,0
ICICIBANK,0,nan,0,nan,nan,nan,nan,0
SBIN,0,1000.5,0,1056.5,1012.6,1007.58,1033.6,0
TCS,0,2078.6,0,2140.5,2242.9,2639.23,2199.85,0
BAJFINANCE,0,997.6,0,1020.9,1039.8,965.06,1039.82,0
LICI,0,413.5,0,440.4,421.4,413.52,433.83,0
LT,0,3979.3,0,3920.4,3792.4,3937.05,3839.22,0
HINDUNILVR,0,2094.5,0,2181.5,2161.8,2271.23,2134.48,0
SUNPHARMA,0,1865.0,0,1894.1,1954.0,1757.59,1944.9,1
ADANIENT,0,2988.2,0,3231.1,3010.0,2432.15,3151.01,0
INFY,0,1010.9,0,1042.1,1047.4,1334.93,1077.88,0
MARUTI,0,nan,0,nan,nan,nan,nan,0
TITAN,0,4503.3,0,4570.2,4697.3,4106.71,4634.39,0
ADANIPORTS,0,nan,0,nan,nan,nan,nan,0
ADANIPOWER,0,234.3,0,228.5,212.23,175.24,217.96,0
M&M,0,3004.1,0,3068.0,3229.7,3334.56,3153.52,0
KOTAKBANK,0,nan,0,nan,nan,nan,nan,0
AXISBANK,0,1321.2,0,1290.5,1223.0,1284.38,1288.47,0
ITC,0,287.8,0,284.1,281.3,324.91,279.94,0
ULTRACEMCO,0,nan,0,nan,nan,nan,nan,0
NTPC,0,nan,0,nan,nan,nan,nan,0
HCLTECH,0,1139.8,0,1172.8,1244.7,1376.54,1199.44,0
ONGC,0,242.2,0,245.8,252.37,256.12,248.73,0
BAJAJ-AUTO,0,10323.3,0,10598.5,11283.5,9476.97,10500.85,0
HAL,0,4321.3,0,4410.0,4592.5,4350.96,4505.55,0
JSWSTEEL,0,1278.5,0,1223.8,1246.8,1200.1,1245.38,0
BAJAJFINSV,0,nan,0,nan,nan,nan,nan,0
BEL,0,404.4,0,416.3,405.35,419.97,409.36,0
NESTLEIND,0,1389.1,0,1420.0,1447.9,1309.44,1442.41,0
POWERGRID,0,295.4,0,291.1,289.8,284.54,285.48,0
ETERNAL,0,266.9,0,275.9,287.1,275.02,287.39,0
DMART,0,nan,0,nan,nan,nan,nan,0
COALINDIA,0,445.5,0,439.5,427.05,422.55,428.87,0
ASIANPAINT,0,nan,0,nan,nan,nan,nan,0
SHRIRAMFIN,0,1003.4,0,1082.5,1025.8,933.66,1038.07,0
TATASTEEL,0,194.5,0,191.2,184.23,187.97,186.76,0
ADANIGREEN,0,1606.6,0,1544.4,1379.9,1136.57,1522.47,0
HINDZINC,0,nan,0,nan,nan,nan,nan,0
HINDALCO,0,nan,0,nan,nan,nan,nan,0
EICHERMOT,0,nan,0,nan,nan,nan,nan,0
GRASIM,0,nan,0,nan,nan,nan,nan,0
ADANIENSOL,0,1579.6,0,1637.6,1683.8,1160.04,1695.83,0
IOC,0,135.8,0,143.7,139.92,152.06,140.74,0
INDIGO,0,5470.9,0,5331.9,5023.5,4961.9,5200.9,0
DIVISLAB,0,nan,0,nan,nan,nan,nan,0
TORNTPHARM,0,nan,0,nan,nan,nan,nan,0
TVSMOTOR,0,nan,0,nan,nan,nan,nan,0
SBILIFE,0,nan,0,nan,nan,nan,nan,0
WIPRO,0,181.9,0,170.7,174.82,215.87,176.0,0
VAML,0,403.3,0,424.8,436.85,nan,444.3,0
SOLARINDS,0,nan,0,nan,nan,nan,nan,0
ABB,0,nan,0,nan,nan,nan,nan,0
PIDILITIND,0,1528.1,0,1612.3,1564.2,1457.76,1565.75,0
DLF,0,nan,0,nan,nan,nan,nan,0
HYUNDAI,0,nan,0,nan,nan,nan,nan,0
VBL,0,491.4,0,481.3,459.05,473.5,466.03,0
CUMMINSIND,0,nan,0,nan,nan,nan,nan,0
ICICIAMC,0,3379.1,0,3294.7,3132.0,nan,3149.06,0
JIOFIN,0,247.8,0,233.2,233.16,264.83,238.15,0
MOTHERSON,0,138.7,0,149.8,145.57,123.02,143.64,0
TRENT,0,nan,0,nan,nan,nan,nan,0
TMCV,0,397.8,0,425.8,407.9,nan,414.58,0
CHOLAFIN,0,nan,0,nan,nan,nan,nan,0
BSE,0,3889.1,0,3796.1,3579.0,3135.74,3695.28,0
TATACAP,0,nan,0,nan,nan,nan,nan,0
IDEA,0,14.4,0,14.1,13.2,11.25,13.7,0
POWERINDIA,0,nan,0,nan,nan,nan,nan,0
BHEL,0,nan,0,nan,nan,nan,nan,0
CGPOWER,0,976.2,0,950.2,883.8,755.77,911.6,0
TECHM,0,nan,0,nan,nan,nan,nan,0
PFC,0,428.4,0,419.9,410.05,399.55,408.36,0
POLYCAB,0,9639.5,0,9390.2,8935.0,8070.55,9126.5,0
BPCL,0,nan,0,nan,nan,nan,nan,0
SIEMENS,0,3714.4,0,3476.9,3686.3,3335.04,3605.47,0
BRITANNIA,0,5217.6,0,5307.1,5388.0,5715.23,5384.9,0
UNIONBANK,0,158.4,0,164.4,168.4,162.18,170.63,0
APOLLOHOSP,0,8528.1,0,8671.1,8862.0,7722.38,8880.35,0
PNB,0,104.6,0,107.2,110.15,112.64,107.82,0
BANKBARODA,0,261.8,0,255.9,243.15,272.41,248.29,0
GROWW,0,191.0,0,193.2,202.5,nan,206.29,0
BOSCHLTD,0,nan,0,nan,nan,nan,nan,0
MUTHOOTFIN,0,nan,0,nan,nan,nan,nan,0
TATAPOWER,0,393.2,0,386.6,376.15,389.76,379.25,0
HDFCLIFE,0,588.3,0,575.7,550.95,670.7,562.6,0
TMPV,0,347.0,0,340.1,324.3,367.0,333.62,0
ENRIN,0,3676.9,0,3566.8,3326.8,3057.38,3407.69,0
BAJAJHLDNG,0,11148.3,0,10887.4,10636.0,10742.26,10504.4,1
LTM,0,3714.8,0,3845.5,3965.3,4910.46,4048.95,0
LODHA,0,nan,0,nan,nan,nan,nan,0
