ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1490.7,0,1510.1,1539.7,1378.75,1526.92,0
HDFCBANK,0,969.5,0,976.5,989.8,948.39,994.52,0
BHARTIARTL,0,2065.8,0,2097.7,2161.6,1866.98,2132.22,0
TCS,0,3028.1,0,3070.1,3119.2,3284.59,3123.63,0
ICICIBANK,0,1334.3,0,1350.2,1357.8,1375.18,1373.2,0
SBIN,0,947.5,0,959.3,983.6,811.88,971.59,0
INFY,0,1472.9,0,1549.2,1530.6,1530.23,1529.15,0
BAJFINANCE,0,1053.5,0,1032.6,986.2,928.24,1009.6,0
LICI,0,872.2,0,885.2,897.65,860.94,906.08,0
HINDUNILVR,0,2496.7,0,2468.6,2414.1,2384.23,2423.08,0
LT,0,3882.3,0,3933.6,3996.7,3550.46,4008.07,0
ITC,0,416.5,0,411.7,400.8,411.26,405.5,0
MARUTI,0,16188.0,0,15516.6,15889.0,13376.74,15833.0,0
M&M,0,3558.2,0,3623.0,3669.3,3160.19,3713.1,0
HCLTECH,0,1561.5,0,1592.9,1601.1,1542.29,1611.62,0
SUNPHARMA,0,1712.7,0,1734.8,1776.8,1680.46,1764.81,0
KOTAKBANK,0,2158.6,0,2130.5,2069.9,2072.88,2088.5,0
AXISBANK,0,1223.3,0,1241.8,1266.3,1136.57,1257.01,0
TITAN,0,3741.1,0,3802.6,3855.1,3458.33,3873.64,0
ULTRACEMCO,0,12000.3,0,11864.4,11580.0,11792.02,11752.6,0
BAJAJFINSV,0,2163.9,0,2122.2,2030.2,1987.36,2054.65,0
ADANIPORTS,0,1429.9,0,1457.0,1483.9,1333.17,1494.61,0
NTPC,0,336.1,0,332.1,323.7,331.52,326.82,0
ONGC,0,237.7,0,241.9,245.35,235.05,247.03,0
BEL,0,402.2,0,426.1,410.25,361.76,419.34,0
HAL,0,4757.1,0,4655.9,4441.6,4472.45,4677.49,0
ADANIPOWER,0,158.0,0,154.2,146.84,121.16,150.5,0
ADANIENT,0,2482.2,0,2483.6,2332.9,2416.25,2419.34,0
ASIANPAINT,0,2734.8,0,2786.1,2875.8,2393.17,2871.68,0
ETERNAL,0,323.6,0,315.7,302.3,271.89,304.47,0
JSWSTEEL,0,1187.8,0,1163.7,1112.0,1051.51,1156.52,0
DMART,0,4173.5,0,4111.6,3988.6,4161.86,4033.32,0
TMPV,0,380.5,0,372.0,352.45,nan,372.9,0
WIPRO,0,236.1,0,239.8,245.64,254.04,244.96,0
POWERGRID,0,281.5,0,268.8,273.45,281.59,273.52,0
BAJAJ-AUTO,0,9065.8,0,8803.1,9048.0,8379.17,8925.65,0
NESTLEIND,0,1231.7,0,1248.4,1263.2,1178.76,1273.17,0
IOC,0,162.6,0,170.5,164.12,140.88,169.59,0
HDFCAMC,0,2810.0,0,2765.0,2668.25,2442.44,2705.15,0
COALINDIA,0,385.4,0,380.8,370.05,370.13,380.8,0
INDIGO,0,5564.5,0,5676.2,5775.0,5449.56,5819.0,0
TATASTEEL,0,176.4,0,173.0,166.33,156.57,172.05,0
SBILIFE,0,1946.3,0,1978.3,2031.0,1744.79,2007.5,0
EICHERMOT,0,6808.0,0,6947.8,7218.5,5822.11,6967.6,0
VEDL,0,492.3,0,521.7,504.65,435.69,512.48,0
HINDZINC,0,489.3,0,478.6,462.6,445.39,474.76,0
JIOFIN,0,297.6,0,311.8,300.8,284.09,307.01,0
HYUNDAI,0,2460.0,0,2442.1,2300.8,2070.42,2363.42,0
GRASIM,0,2821.3,0,2779.5,2686.8,2692.83,2748.45,0
DLF,0,759.9,0,746.8,721.3,745.36,745.88,0
HINDALCO,0,831.2,0,814.1,789.35,690.53,794.68,0
LTIM,0,5633.5,0,5764.0,5833.0,5120.53,5883.4,0
DIVISLAB,0,6673.4,0,6566.4,6412.0,6216.61,6467.75,0
ADANIGREEN,0,1108.1,0,1076.0,1011.6,976.98,1056.4,0
HDFCLIFE,0,740.9,0,754.8,766.55,732.9,768.65,0
TVSMOTOR,0,3625.4,0,3557.8,3447.8,2942.63,3454.22,0
SHRIRAMFIN,0,781.6,0,799.3,838.25,651.31,821.83,0
BPCL,0,351.5,0,371.2,355.85,306.14,367.84,0
IRFC,0,122.3,0,120.4,116.74,127.24,120.03,0
VBL,0,440.7,0,462.2,449.05,487.39,454.01,0
TRENT,0,4505.4,0,4429.5,4243.9,5194.0,4353.37,0
PIDILITIND,0,1520.9,0,1497.9,1466.6,1478.36,1475.71,0
BANKBARODA,0,272.5,0,278.8,287.25,239.24,286.62,1
MUTHOOTFIN,0,3447.1,0,3534.6,3681.4,2620.04,3623.1,0
CHOLAFIN,0,1637.3,0,1751.8,1685.4,1547.65,1691.71,0
PNB,0,117.4,0,119.8,123.05,104.3,122.72,1
BRITANNIA,0,5766.7,0,6038.0,5867.0,5497.15,5839.45,1
TATACAP,0,315.2,0,325.9,325.0,nan,322.02,1
AMBUJACEM,0,571.0,0,562.7,545.85,554.02,555.22,0
CANBK,0,140.1,0,143.3,148.69,107.83,147.07,0
TECHM,0,1406.9,0,1435.5,1494.7,1486.77,1456.23,0
BAJAJHLDNG,0,11471.9,0,12297.5,11640.0,12713.21,11877.9,0
TORNTPHARM,0,3611.6,0,3685.4,3745.2,3384.52,3769.56,0
CIPLA,0,1573.9,0,1553.1,1507.5,1501.83,1520.66,0
HEROMOTOCO,0,5667.3,0,5787.7,6081.5,4514.24,5812.1,0
TATAPOWER,0,400.7,0,394.2,380.0,384.69,387.16,0
SOLARINDS,0,14240.7,0,13233.2,13267.0,13541.62,13755.5,0
CUMMINSIND,0,4127.7,0,4209.7,4311.3,3442.86,4325.95,0
PFC,0,379.8,0,373.3,357.75,395.64,367.64,0
GAIL,0,175.7,0,178.5,180.22,178.75,183.18,0
INDIANB,0,839.2,0,892.5,873.1,641.52,873.0,1
GODREJCP,0,1090.6,0,1162.0,1144.5,1172.78,1135.85,1
TMCV,0,282.0,0,295.0,317.85,nan,322.63,0
ADANIENSOL,0,941.4,0,969.9,971.5,854.45,1001.17,0
UNIONBANK,0,143.8,0,147.4,152.85,132.11,153.05,0
TATACONSUM,0,1114.8,0,1137.6,1177.7,1088.22,1169.04,0
MOTHERSON,0,103.1,0,106.2,110.21,96.92,109.73,1
LODHA,0,1152.9,0,1217.1,1160.2,1256.33,1195.63,0
BSE,0,2661.3,0,2748.8,2840.6,2268.39,2830.41,1
SIEMENS,0,3024.0,0,3090.9,3181.1,3100.64,3163.53,0
MAXHEALTH,0,1079.0,0,1110.0,1158.1,1152.44,1137.13,0
POLYCAB,0,7313.5,0,7715.9,7439.0,6438.69,7610.05,0
LGEINDIA,0,1580.4,0,1607.8,1628.2,nan,1643.44,0
ENRIN,0,3578.3,0,3438.2,3097.5,nan,3268.86,0
GMRAIRPORT,0,96.9,0,99.5,104.21,86.19,100.63,0
IDEA,0,9.5,0,9.9,10.05,7.76,10.43,0
IDBI,0,94.3,0,97.6,101.2,88.14,101.18,1
CGPOWER,0,728.4,0,712.8,682.55,676.63,723.31,0
ABB,0,5198.1,0,4946.4,5070.5,5415.11,5036.1,0
MAZDOCK,0,2640.3,0,2796.6,2643.0,2808.51,2756.28,0
INDUSTOWER,0,382.4,0,391.9,403.6,370.2,404.4,0
BOSCHLTD,0,38187.3,0,37471.5,35770.0,33602.97,36848.0,0
APOLLOHOSP,0,7662.8,0,7562.5,7330.5,7176.64,7419.0,0
UNITDSPR,0,1352.4,0,1385.5,1430.4,1398.59,1427.2,0
JINDALSTEL,0,1018.5,0,1068.9,1022.6,956.35,1061.31,0
INDHOTEL,0,735.8,0,705.1,726.5,758.72,721.42,0
DRREDDY,0,1263.3,0,1211.6,1236.1,1228.1,1240.37,0
