ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1520.5,0,1538.5,1558.2,1413.62,1555.82,0
HDFCBANK,0,969.5,0,978.7,997.2,964.49,992.29,0
BHARTIARTL,0,2033.6,0,2069.6,2123.7,1915.43,2100.02,0
TCS,0,3183.5,0,3226.2,3319.0,3227.75,3258.22,0
ICICIBANK,0,1343.0,0,1386.5,1359.8,1389.93,1361.18,0
SBIN,0,993.5,0,956.1,968.95,838.61,970.37,0
INFY,0,1589.0,0,1618.9,1663.4,1513.27,1628.47,0
BAJFINANCE,0,1053.5,0,1037.7,1011.7,946.97,1007.39,0
LT,0,3925.8,0,3980.7,4053.6,3634.69,4058.59,0
LICI,0,882.7,0,869.4,853.9,871.28,854.8,0
HINDUNILVR,0,2382.1,0,2343.7,2282.2,2394.94,2283.62,0
MARUTI,0,16008.7,0,16216.1,16703.0,13782.77,16461.7,0
ITC,0,412.3,0,408.6,406.6,411.16,402.49,0
HCLTECH,0,1602.3,0,1630.3,1674.7,1545.11,1666.5,0
M&M,0,3574.1,0,3700.5,3636.7,3244.34,3625.53,0
KOTAKBANK,0,2089.3,0,2116.1,2163.7,2094.9,2169.39,0
SUNPHARMA,0,1827.4,0,1797.9,1737.0,1692.9,1772.55,0
AXISBANK,0,1282.9,0,1265.3,1226.3,1163.06,1243.28,0
TITAN,0,3778.7,0,3831.3,3909.3,3525.71,3904.69,0
ULTRACEMCO,0,11889.0,0,11419.5,11764.0,11847.65,11592.2,0
ADANIPORTS,0,1457.9,0,1533.6,1494.3,1375.96,1501.34,0
BAJAJFINSV,0,2130.9,0,2095.7,2035.7,2010.93,2047.9,0
NTPC,0,331.2,0,327.2,322.55,333.06,321.88,0
HAL,0,4487.7,0,4268.5,4421.3,4569.31,4321.43,0
ONGC,0,243.6,0,239.4,233.77,235.9,234.52,0
BEL,0,404.3,0,386.6,400.0,376.26,391.6,0
ADANIENT,0,2369.1,0,2323.2,2222.7,2419.78,2252.27,0
WIPRO,0,259.0,0,263.1,268.06,249.93,264.24,0
ADANIPOWER,0,150.7,0,147.3,143.16,125.96,143.16,0
ASIANPAINT,0,2915.7,0,2868.7,2785.5,2459.61,2786.15,0
JSWSTEEL,0,1152.7,0,1129.6,1091.3,1067.85,1095.24,0
TMPV,0,340.0,0,347.4,359.2,nan,351.31,0
HINDZINC,0,571.4,0,589.3,624.85,458.46,582.04,0
ETERNAL,0,302.6,0,296.6,284.85,278.85,288.31,0
BAJAJ-AUTO,0,8700.8,0,8844.6,9170.0,8463.57,9017.75,0
POWERGRID,0,270.9,0,259.1,268.05,282.44,263.35,0
COALINDIA,0,386.7,0,393.5,402.35,373.91,387.81,0
DMART,0,4000.9,0,3928.0,3800.2,4187.95,3820.61,0
NESTLEIND,0,1265.9,0,1220.5,1259.7,1193.62,1242.33,0
VEDL,0,552.5,0,566.2,598.15,450.75,569.23,0
IOC,0,165.6,0,158.1,161.17,141.48,161.76,0
TATASTEEL,0,162.4,0,165.2,170.07,160.21,169.83,0
SBILIFE,0,1949.3,0,2037.2,2025.4,1803.16,2022.92,0
EICHERMOT,0,6964.5,0,7079.3,7312.5,6056.8,7203.3,0
INDIGO,0,5339.9,0,4916.2,5081.5,5539.25,5025.25,0
HINDALCO,0,822.3,0,839.0,864.45,713.3,851.18,0
GRASIM,0,2715.7,0,2757.6,2826.9,2729.16,2814.77,0
JIOFIN,0,307.0,0,301.9,298.9,291.49,297.28,0
HYUNDAI,0,2436.9,0,2386.4,2307.9,2126.53,2308.71,0
SHRIRAMFIN,0,884.8,0,913.5,973.7,682.47,890.06,0
LTIM,0,5964.9,0,6075.0,6163.0,5211.84,6231.65,0
TVSMOTOR,0,3506.5,0,3569.3,3665.2,3069.96,3650.99,0
DIVISLAB,0,6643.5,0,6530.1,6496.5,6279.81,6417.55,0
DLF,0,720.3,0,706.6,694.9,746.99,691.75,0
ADANIGREEN,0,1075.0,0,1048.5,1015.0,990.92,1024.01,0
HDFCLIFE,0,742.4,0,779.0,755.35,748.05,764.78,0
VBL,0,454.5,0,463.9,477.65,484.89,477.21,0
IRFC,0,112.3,0,115.6,121.49,126.44,114.81,0
BPCL,0,375.1,0,356.8,365.9,318.47,365.49,0
MUTHOOTFIN,0,3628.0,0,3697.7,3804.7,2786.95,3797.61,0
TRENT,1,3970.3,0,4062.9,4289.6,5089.27,4116.38,0
TMCV,0,371.8,0,388.0,408.75,nan,394.04,0
BANKBARODA,0,280.8,0,294.8,290.55,248.42,288.22,0
PIDILITIND,0,1508.4,0,1487.7,1446.6,1486.96,1462.52,0
BRITANNIA,0,5776.4,0,5879.0,6030.0,5619.55,6028.0,0
TATACAP,0,324.7,0,332.6,343.3,nan,329.15,0
TECHM,0,1560.4,0,1586.2,1631.5,1485.44,1600.89,0
CHOLAFIN,0,1759.4,0,1706.7,1697.8,1581.06,1686.59,1
PNB,0,125.8,0,123.0,120.93,107.37,119.23,0
CANBK,0,142.8,0,152.3,149.67,114.54,148.77,0
AMBUJACEM,0,558.5,0,531.3,548.1,559.59,543.81,0
IDEA,0,10.6,0,11.1,12.02,8.03,11.58,0
ICICIAMC,-1,-1,-1,-1,2640.6,nan,nan,0
TORNTPHARM,0,3657.1,0,3711.6,3834.3,3459.7,3793.92,0
MOTHERSON,0,113.3,0,116.0,119.53,100.38,119.96,0
BAJAJHLDNG,0,11762.9,0,11492.9,11224.0,12660.25,11093.3,0
GODREJCP,0,1133.6,0,1154.2,1192.2,1184.56,1177.7,0
CUMMINSIND,0,4309.0,0,4567.8,4417.4,3621.49,4491.53,0
TATAPOWER,0,392.9,0,387.0,379.7,388.24,380.04,0
CIPLA,0,1552.0,0,1534.0,1496.3,1509.4,1506.01,0
ADANIENSOL,0,945.4,0,968.1,996.55,884.0,996.28,1
TATACONSUM,0,1124.1,0,1142.9,1179.2,1105.5,1169.76,0
PFC,0,332.6,0,339.7,352.3,393.29,342.41,0
UNIONBANK,0,146.6,0,157.1,150.76,136.53,152.73,0
POLYCAB,0,7130.5,0,7301.8,7630.5,6635.55,7369.2,0
HEROMOTOCO,0,6064.3,0,5948.5,5698.5,4743.44,5833.4,0
HDFCAMC,0,2483.8,0,2552.4,2656.1,2539.1,2649.46,0
SOLARINDS,0,11623.6,0,11942.6,12485.0,13923.65,12202.4,0
GAIL,0,177.7,0,174.3,171.0,179.75,169.9,0
INDUSTOWER,0,392.3,0,401.6,423.9,377.14,412.29,0
ABB,0,4983.5,0,5074.5,5215.0,5401.77,5209.3,0
SIEMENS,0,3317.3,0,3251.0,3098.0,3125.64,3135.82,0
GMRAIRPORT,0,106.7,0,98.3,103.08,89.51,102.41,0
BSE,0,2900.7,0,2803.8,2670.9,2372.7,2687.07,0
IDBI,0,94.3,0,96.5,100.91,90.92,98.8,0
LODHA,0,1150.3,0,1122.6,1080.1,1247.81,1081.95,0
BOSCHLTD,0,37574.6,0,36989.7,36195.0,34590.47,36252.0,0
DRREDDY,0,1233.1,0,1249.8,1265.8,1238.3,1277.32,0
INDHOTEL,0,708.7,0,745.8,740.1,757.12,730.54,0
MAXHEALTH,0,1129.6,0,1100.9,1081.4,1158.21,1071.72,0
INDIANB,0,825.1,0,809.5,777.2,672.85,781.16,0
LGEINDIA,0,1634.7,0,1601.5,1535.5,nan,1556.07,0
CGPOWER,0,693.5,0,679.7,660.9,684.62,667.77,0
SWIGGY,0,419.8,0,386.2,400.05,384.57,406.07,0
UNITDSPR,0,1378.1,0,1450.5,1422.1,1406.7,1429.15,0
APOLLOHOSP,0,7246.8,1,6899.3,7172.0,7253.58,7040.05,0
ASHOKLEY,0,165.0,0,169.0,175.31,127.36,170.04,0
MAZDOCK,0,2325.2,0,2395.8,2540.3,2848.55,2450.31,0
JINDALSTEL,0,1052.9,0,1032.4,999.0,974.12,1008.14,0
GROWW,0,142.9,0,151.1,163.63,nan,151.92,0
HINDPETRO,0,476.5,0,456.3,470.7,407.81,466.0,0
PERSISTENT,0,6650.5,0,6216.3,6352.5,5587.2,6346.5,0
ICICIGI,0,2033.4,0,1999.4,1959.3,1901.14,1950.17,0
BHEL,0,295.5,0,288.5,278.2,243.01,279.42,0
LUPIN,0,2032.4,0,2064.2,2107.0,1985.56,2108.37,0
MARICO,0,747.0,0,718.3,734.75,705.74,736.14,0
SHREECEM,0,26968.0,0,26491.1,26145.0,29258.68,26006.5,1
ICICIPRULI,0,615.8,0,627.7,652.05,612.86,644.99,0
RECLTD,1,334.8,0,341.9,354.75,380.1,342.97,0
ENRIN,0,2908.8,0,2804.5,2595.5,nan,2808.79,0
ZYDUSLIFE,0,949.8,0,937.8,917.8,944.33,920.28,0
SRF,0,2936.9,0,2994.0,3098.2,2980.42,3045.98,0
ABCAPITAL,0,336.6,0,362.3,347.4,266.56,349.73,0
MANKIND,0,2089.1,0,2130.5,2193.3,2418.16,2162.73,0
BHARTIHEXA,0,1816.6,0,1728.5,1816.5,1714.4,1755.71,0
HAVELLS,0,1467.9,0,1445.5,1424.4,1515.02,1413.38,0
MEESHO,0,148.0,0,174.0,197.05,nan,194.6,1
WAAREEENER,0,2839.5,0,2923.2,3080.3,2996.33,2978.1,0
POLICYBZR,0,1977.4,1,1812.2,1916.3,1755.42,1882.1,0
NAUKRI,0,1399.4,0,1330.3,1366.8,1384.06,1352.04,0
DABUR,0,510.7,0,504.5,490.55,497.33,494.92,0
PAYTM,0,1264.5,0,1347.0,1324.7,1063.38,1306.13,0
JSWENERGY,0,492.0,0,462.7,484.35,512.54,477.94,0
SBICARD,0,897.0,0,878.1,867.6,882.04,862.51,0
POWERINDIA,0,20492.9,0,19761.1,18420.0,17907.61,18908.0,0
GVT&D,0,2749.6,0,2885.4,3163.3,2437.93,3023.18,0
BAJAJHFL,0,100.0,0,98.3,95.16,114.86,95.45,0
NTPCGREEN,0,93.6,1,89.2,93.27,101.99,90.78,1
NHPC,0,78.6,0,75.5,77.81,83.15,76.78,0
LENSKART,0,408.8,0,430.8,452.0,nan,428.91,0
DIXON,0,14163.7,0,13680.7,12629.0,15492.54,13187.9,0
LTF,0,290.4,0,297.6,303.25,218.74,302.76,0
UNOMINDA,0,1218.7,0,1238.6,1292.3,1121.85,1260.64,0
NYKAA,0,263.4,1,246.9,257.95,220.01,250.63,0
SUZLON,0,55.0,0,53.9,53.3,58.83,52.76,0
LLOYDSME,0,1262.3,0,1302.4,1375.2,1338.53,1319.91,0
AUBANK,0,933.5,0,953.5,974.05,756.9,980.26,0
IDFCFIRSTB,0,80.7,0,82.2,84.24,71.06,83.72,0
RVNL,0,313.7,0,323.7,345.7,352.29,320.07,0
NMDC,0,76.2,0,78.1,81.43,71.07,78.05,0
COROMANDEL,0,2197.0,0,2245.2,2400.0,2258.53,2328.41,0
AUROPHARMA,0,1163.4,0,1180.9,1211.4,1138.32,1201.3,0
PRESTIGE,0,1730.2,0,1689.5,1618.0,1543.82,1625.4,0
BHARATFORG,0,1372.0,0,1400.9,1450.5,1235.07,1429.31,0
FORTIS,0,917.3,0,865.6,902.7,837.16,882.13,0
YESBANK,0,22.7,0,22.2,21.69,20.32,21.7,0
OFSS,0,8264.2,0,8069.2,7782.0,8327.65,7844.9,0
OIL,0,421.3,0,414.2,408.9,412.04,404.26,0
ALKEM,0,5467.4,0,5751.7,5566.0,5218.25,5603.7,0
INDUSINDBK,0,806.4,0,826.8,848.05,793.84,844.58,0
PHOENIXLTD,0,1746.0,0,1780.6,1853.4,1604.87,1803.87,0
JSL,0,746.6,0,763.4,794.65,701.14,793.51,0
IOB,0,36.0,0,35.3,33.92,38.69,35.19,0
GICRE,0,392.3,0,383.4,372.5,383.34,372.61,0
UPL,0,731.4,0,747.7,772.7,682.89,758.23,0
TORNTPOWER,0,1248.0,0,1305.3,1280.8,1361.65,1281.05,0
FEDERALBNK,0,257.4,0,261.4,261.75,210.27,264.29,0
BERGEPAINT,0,565.7,0,555.3,555.15,545.82,541.55,0
MRF,0,158445.6,0,156352.1,151435.0,142499.91,152821.0,0
VMM,0,139.8,0,130.2,136.78,132.2,135.16,0
BANKINDIA,0,149.0,0,146.1,139.78,120.1,141.39,0
HDBFS,0,727.6,0,734.6,753.55,nan,760.14,0
ATGL,0,596.8,0,586.3,565.2,625.35,579.29,0
ABBOTINDIA,0,29143.4,0,28678.9,28515.0,30732.68,28037.0,0
OBEROIRLTY,0,1739.6,0,1702.6,1672.4,1685.94,1651.64,0
GODREJPROP,0,2159.0,0,2109.8,2006.1,2143.25,2031.76,0
JSWINFRA,0,268.1,0,274.3,289.25,297.68,276.26,0
PATANJALI,0,572.8,0,559.7,547.2,586.39,544.28,0
SCHAEFFLER,0,4017.8,0,3933.2,3777.6,3878.61,3824.63,0
LAURUSLABS,0,1012.4,0,1035.4,1084.8,797.26,1032.59,0
COFORGE,0,1920.9,0,1866.1,1737.7,1703.69,1836.07,0
MFSL,0,1613.9,0,1655.2,1678.5,1496.66,1689.97,0
COLPAL,0,2198.5,0,2159.0,2093.3,2320.07,2123.64,0
GLENMARK,0,1933.9,0,1975.8,2020.1,1781.59,1988.6,0
FACT,0,797.8,0,827.8,875.2,878.58,860.06,0
SUNDARMFIN,0,4663.6,0,4814.9,5154.6,4803.03,4874.22,0
NAM-INDIA,0,823.5,0,851.5,879.5,767.22,878.48,0
MCX,0,10050.5,0,10323.0,10825.0,7805.79,10342.8,0
MPHASIS,0,2776.1,0,2830.8,2891.9,2662.89,2892.93,0
IRCTC,0,688.5,0,665.8,679.65,725.69,673.37,0
SAIL,0,135.0,0,125.7,131.85,126.1,130.14,0
NATIONALUM,0,272.2,0,279.6,295.3,200.46,281.09,0
BDL,1,1325.5,0,1371.1,1481.2,1572.73,1395.76,0
M&MFIN,0,340.8,0,358.2,389.65,281.42,363.99,0
MOTILALOFS,0,916.1,1,835.3,893.6,851.42,859.93,0
BIOCON,0,411.0,0,385.7,398.35,359.77,391.97,0
APLAPOLLO,0,1759.7,0,1795.2,1858.6,1688.14,1790.3,0
TATACOMM,0,1768.6,0,1867.0,1771.4,1685.63,1799.87,0
KALYANKJIL,0,507.7,0,494.6,487.2,515.71,480.0,0
TIINDIA,0,2781.9,0,2716.0,2595.7,2940.94,2619.65,0
LINDEINDIA,0,5673.7,0,5746.2,5833.0,6389.85,5963.15,0
AIIL,0,2616.2,0,2713.5,2921.8,2548.3,2781.96,0
PIIND,0,3410.2,0,3339.5,3218.2,3693.75,3258.49,0
LTTS,0,4302.4,0,4424.0,4608.1,4301.28,4602.61,0
360ONE,0,1097.5,0,1131.2,1196.0,1058.38,1150.75,0
VOLTAS,0,1409.5,0,1336.3,1394.7,1344.18,1383.98,0
HEXT,0,695.1,0,723.0,748.4,747.75,758.66,0
BALKRISIND,0,2245.1,0,2294.8,2299.2,2455.11,2350.17,0
RADICO,0,3405.6,0,3313.7,3301.9,2785.94,3208.24,0
MAHABANK,0,55.5,0,58.6,57.26,54.02,57.15,0
JKCEMENT,0,5808.1,1,5299.9,5692.0,5881.99,5580.5,0
GODFRYPHLP,0,2924.4,0,2707.9,2810.8,2901.47,2830.16,0
COCHINSHIP,0,1505.0,0,1558.2,1649.3,1736.16,1586.37,0
HUDCO,0,223.6,0,217.8,216.23,220.27,212.52,0
UBL,0,1678.5,0,1649.4,1620.4,1896.01,1620.98,0
