ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
MTARTECH,0,5903.1,0,6211.9,7085.5,4515.48,6059.2,0
MINDACORP,0,665.7,0,686.3,721.65,588.25,708.76,0
GPIL,0,254.6,0,233.5,240.61,264.89,244.76,0
MOTHERSON,0,143.4,0,149.8,168.5,125.64,152.42,0
CHOLAFIN,0,1728.5,0,1789.6,1866.2,1661.01,1841.42,0
BPCL,0,304.6,0,311.8,321.0,329.11,321.41,0
APOLLOHOSP,0,8639.1,0,8754.0,8945.0,7786.6,8932.6,0
BAJAJHLDNG,0,10757.8,0,11012.4,11263.0,10691.97,11212.3,0
LLOYDSME,0,1908.8,0,1966.8,2101.2,1482.39,2045.83,0
UBL,0,1337.0,0,1370.1,1400.3,1514.11,1416.83,0
TATATECH,0,734.7,0,769.4,872.8,649.34,764.8,0
UCOBANK,0,25.3,0,26.8,26.4,27.46,26.4,0
TVSHLTD,0,13834.6,0,14193.4,14848.0,14269.49,14810.2,0
MRPL,0,153.2,0,177.9,167.01,164.35,167.2,0
NIACL,0,160.6,0,167.9,177.11,160.09,171.93,0
UNOMINDA,0,1180.1,0,1212.9,1285.0,1168.5,1209.83,0
NATIONALUM,0,350.5,0,360.3,381.0,347.34,360.53,0
MCX,0,2850.1,0,2774.0,2638.0,2518.72,2675.39,0
SCHAEFFLER,0,3938.5,0,4249.0,4035.2,3980.67,4089.49,0
KALYANKJIL,0,556.9,0,631.9,606.3,441.34,602.19,1
RBLBANK,0,362.6,0,371.7,389.8,327.58,378.45,0
MARICO,0,829.1,0,846.3,862.0,776.48,869.46,0
ZYDUSLIFE,0,1084.4,0,1151.5,1114.2,974.0,1116.63,0
MAXHEALTH,0,1061.8,0,1122.5,1070.0,1053.87,1095.39,0
MANKIND,0,2416.3,0,2555.9,2456.0,2277.55,2504.06,0
NYKAA,0,315.7,0,323.4,332.0,270.35,333.77,0
DIXON,0,13150.8,0,13542.0,14200.0,12256.02,14096.5,0
HAVELLS,0,1218.5,0,1240.6,1288.0,1309.75,1266.74,0
SRF,0,2785.3,0,2732.0,2615.0,2753.43,2630.29,0
NHPC,0,76.1,0,80.9,76.92,78.08,78.55,0
INFY,0,1076.0,0,1108.8,1175.1,1319.07,1148.73,0
NTPC,0,359.7,0,353.8,342.5,356.86,346.21,0
JSWSTEEL,0,1231.8,0,1261.0,1299.5,1207.09,1283.86,0
NESTLEIND,0,1425.6,0,1462.6,1540.0,1326.1,1511.65,0
ETERNAL,0,289.4,0,297.9,315.0,272.95,309.36,0
ASIANPAINT,0,2604.2,0,2665.2,2735.0,2582.01,2753.33,0
POWERGRID,0,288.7,0,282.7,271.6,284.67,282.15,0
TATASTEEL,0,180.1,0,183.9,187.55,188.99,188.26,0
ADANIGREEN,0,1490.8,0,1453.1,1372.4,1154.8,1379.52,0
TORNTPHARM,0,4665.9,0,4801.4,4924.0,4199.14,4975.12,0
