ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1406.5,0,1392.4,1363.4,1339.48
HDFCBANK,0,980.5,0,969.1,965.15,922.96
BHARTIARTL,0,1937.8,0,1914.4,1896.7,1788.2
TCS,0,3029.9,0,2989.1,2901.9,3464.96
ICICIBANK,0,1398.6,0,1382.3,1365.2,1354.76
SBIN,0,835.2,0,846.3,867.3,782.32
BAJFINANCE,0,970.8,0,1017.2,989.75,873.62
INFY,0,1507.0,0,1484.9,1446.6,1614.26
HINDUNILVR,0,2625.0,0,2576.8,2544.9,2381.3
LICI,0,906.7,1,878.5,905.25,851.91
LT,0,3551.6,0,3597.0,3733.1,3481.55
ITC,0,415.0,0,410.1,404.3,416.53
MARUTI,0,15461.7,0,15747.3,15806.0,12618.44
M&M,0,3656.1,0,3578.6,3462.0,3050.88
KOTAKBANK,0,1983.2,0,2017.1,2100.5,2018.52
SUNPHARMA,0,1585.8,0,1566.0,1631.2,1694.24
HCLTECH,0,1453.5,0,1432.3,1393.5,1597.43
AXISBANK,0,1119.4,0,1139.2,1181.0,1102.24
ULTRACEMCO,0,12653.6,0,12455.9,12019.0,11655.99
NTPC,0,331.5,0,336.4,342.0,331.83
HAL,0,4628.5,0,4716.0,4870.4,4340.66
BAJAJFINSV,0,1999.8,0,2055.9,2000.9,1918.4
ADANIPORTS,0,1367.0,0,1444.1,1419.1,1278.31
ONGC,0,233.4,0,236.6,243.66,240.04
TITAN,0,3521.0,0,3464.9,3453.3,3395.43
BEL,0,385.9,0,394.2,412.65,338.38
ADANIENT,0,2424.4,0,2498.0,2589.9,2404.01
ETERNAL,0,320.2,0,339.0,328.45,259.32
DMART,0,4729.1,0,4624.8,4418.4,4070.97
ADANIPOWER,0,138.5,0,165.0,147.38,111.99
JSWSTEEL,0,1090.3,0,1113.8,1161.7,1007.19
POWERGRID,0,277.2,1,275.1,289.7,288.72
TATAMOTORS,0,672.7,0,690.9,716.1,689.2
WIPRO,0,251.8,0,247.8,240.98,262.35
BAJAJ-AUTO,0,9089.8,0,8924.9,8679.5,8302.9
COALINDIA,0,399.9,0,395.0,383.35,376.29
ASIANPAINT,0,2447.6,0,2410.3,2357.8,2340.06
NESTLEIND,0,1207.9,0,1189.6,1169.9,1149.96
INDIGO,0,5908.8,0,5811.1,5657.0,5195.7
TATASTEEL,0,165.9,1,165.1,173.21,148.77
HINDZINC,0,448.7,0,461.7,491.5,438.08
IOC,0,143.0,0,145.3,150.39,135.02
HYUNDAI,0,2481.0,0,2707.6,2507.6,1965.04
JIOFIN,0,311.5,0,305.8,301.7,279.86
EICHERMOT,0,6727.2,0,6825.3,6941.0,5485.57
GRASIM,0,2893.8,0,2840.2,2791.4,2628.36
VEDL,0,438.6,0,449.8,470.95,422.47
DLF,0,761.5,0,746.5,729.2,748.0
SBILIFE,0,1778.9,0,1844.6,1785.1,1660.6
ADANIGREEN,0,1006.2,0,1113.4,1070.3,970.35
HINDALCO,0,732.5,0,747.4,780.35,655.33
TRENT,0,5039.8,0,4928.5,4815.7,5509.75
IRFC,0,130.3,0,127.9,125.85,131.72
TVSMOTOR,0,3370.1,0,3548.7,3456.1,2741.23
HDFCLIFE,0,796.7,0,783.2,759.2,710.25
DIVISLAB,0,6053.9,0,5940.0,5866.0,6092.54
LTIM,0,5464.6,0,5337.2,5120.0,5164.56
PIDILITIND,0,1546.1,0,1519.3,1489.6,1462.25
VBL,0,465.3,0,457.3,443.45,509.58
BPCL,0,321.0,0,327.8,341.55,297.28
BRITANNIA,0,5862.6,0,6141.3,5992.5,5306.94
AMBUJACEM,0,593.7,0,591.9,576.15,548.95
BANKBARODA,0,246.4,0,251.4,263.95,229.78
PFC,0,395.2,0,414.6,412.2,404.5
CHOLAFIN,0,1519.5,0,1554.8,1570.9,1468.77
BAJAJHLDNG,0,13061.8,0,12677.7,11819.0,12522.22
PNB,0,107.5,1,109.0,114.37,100.43
MUTHOOTFIN,0,2977.3,0,3033.0,3167.6,2410.09
TATAPOWER,0,379.1,0,396.5,394.9,381.01
SOLARINDS,0,14295.0,0,13988.0,13853.0,12829.29
TECHM,0,1509.7,0,1476.6,1400.6,1538.4
CIPLA,0,1576.3,0,1547.6,1517.7,1486.36
SHRIRAMFIN,0,598.2,0,613.2,645.8,619.41
HDFCAMC,0,5851.8,0,5753.0,5591.0,4656.11
ENRIN,0,3272.5,0,3589.7,3357.7,nan
TORNTPHARM,0,3742.8,0,3673.7,3514.7,3324.03
CGPOWER,0,779.2,0,766.1,747.5,665.56
GODREJCP,0,1222.6,0,1196.3,1149.0,1174.33
GAIL,0,182.4,0,179.3,177.36,177.69
MAZDOCK,0,3008.7,0,2923.3,2881.3,2730.11
CANBK,0,116.6,0,119.4,125.9,100.48
BOSCHLTD,0,40276.7,0,39577.8,38630.0,32606.9
SIEMENS,0,3307.3,0,3244.1,3164.1,3197.68
MOTHERSON,0,102.8,0,110.6,106.67,95.55
TATACONSUM,0,1086.8,0,1106.1,1137.5,1051.43
POLYCAB,0,7216.3,0,7554.0,7393.0,6265.66
LODHA,0,1213.4,0,1184.7,1113.0,1272.27
HEROMOTOCO,0,5173.5,0,5265.5,5550.5,4242.0
ADANIENSOL,0,832.4,0,865.7,916.35,822.5
ABB,0,5383.1,0,5314.9,5183.5,5632.12
JINDALSTEL,0,995.4,0,1019.0,1076.5,930.76
CUMMINSIND,0,4136.5,0,4054.5,3932.7,3235.87
APOLLOHOSP,0,7756.2,0,7644.3,7449.5,7062.64
SHREECEM,0,30845.0,0,30301.7,29180.0,29177.14
UNIONBANK,0,130.3,0,133.6,137.71,125.7
MAXHEALTH,0,1159.9,0,1135.0,1069.2,1145.43
DRREDDY,0,1306.2,0,1280.4,1248.1,1238.22
INDIANB,0,702.3,0,720.1,765.95,585.03
INDHOTEL,0,764.5,0,748.9,724.45,774.95
MANKIND,0,2574.1,0,2526.1,2448.0,2499.48
DIXON,0,17668.9,0,17263.6,16591.0,15742.24
RECLTD,0,390.6,0,383.8,380.35,404.53
IDBI,0,95.6,0,89.2,92.6,84.39
ZYDUSLIFE,0,1045.5,0,1027.4,988.3,941.51
UNITDSPR,1,1269.6,1,1298.1,1362.6,1419.84
WAAREEENER,0,3660.6,0,3514.7,3438.9,2781.46
IDEA,0,7.6,0,8.0,8.82,7.55
SWIGGY,0,410.8,0,438.7,413.85,394.82
ICICIGI,0,1939.4,0,1837.1,1911.6,1858.15
HINDPETRO,0,415.1,0,424.1,446.3,379.06
GMRAIRPORT,0,92.4,0,90.6,89.28,82.91
JSWENERGY,0,511.6,0,548.6,539.9,520.85
HAVELLS,0,1546.5,0,1524.9,1488.1,1547.36
INDUSTOWER,0,334.1,0,360.7,353.1,364.19
BAJAJHFL,0,115.0,0,113.5,111.51,118.24
MARICO,0,732.4,0,721.0,710.95,681.03
LUPIN,0,2059.8,0,2017.1,1973.6,2008.8
DABUR,0,524.8,0,513.1,496.15,500.77
NHPC,0,82.3,0,89.0,86.93,81.79
ICICIPRULI,0,619.2,0,609.1,601.1,612.35
SRF,0,2979.4,0,2924.8,2919.4,2878.26
NAUKRI,0,1412.0,0,1377.4,1333.9,1443.18
BHEL,0,229.2,0,233.9,245.02,226.61
SBICARD,0,831.5,0,853.5,892.05,848.72
BSE,0,2236.6,0,2179.3,2093.4,2138.75
NTPCGREEN,0,103.0,0,101.3,97.6,106.89
ASHOKLEY,0,132.9,0,136.2,139.79,115.87
BHARTIHEXA,0,1788.0,0,1740.6,1639.0,1604.57
POWERINDIA,0,20040.7,0,19405.1,18223.0,16005.09
GVT&D,0,2826.6,0,2929.4,3170.1,2093.11
ABCAPITAL,0,277.9,0,285.7,303.95,222.12
PERSISTENT,0,5298.9,0,5149.6,5068.8,5577.42
POLICYBZR,0,1851.4,0,1794.9,1700.5,1748.17
OFSS,0,8397.6,1,8272.1,8962.0,8857.95
IOB,0,38.2,0,40.7,39.89,41.74
UNOMINDA,0,1243.5,0,1341.9,1316.0,1041.77
SUZLON,0,58.2,0,57.0,54.46,59.34
PAYTM,0,1209.1,0,1176.6,1168.0,936.94
FORTIS,0,932.7,0,951.7,980.4,748.91
RVNL,0,335.1,0,360.0,347.05,371.98
ATGL,0,738.4,0,704.7,637.25,635.27
VMM,0,140.5,0,151.6,149.99,123.28
YESBANK,0,20.7,0,21.1,21.85,19.22
LLOYDSME,0,1346.0,1,1192.8,1312.3,1324.32
NYKAA,0,229.4,0,242.3,239.81,195.22
COROMANDEL,0,2412.2,0,2344.6,2301.5,2133.72
NMDC,0,73.1,0,74.6,77.1,67.38
OIL,0,390.8,0,400.2,414.7,414.1
SCHAEFFLER,0,3892.9,0,3975.2,4286.2,3670.98
PRESTIGE,0,1641.4,0,1597.2,1530.1,1473.88
JSWINFRA,0,340.3,0,332.3,315.75,296.54
LTF,0,239.3,0,246.5,262.33,176.61
ALKEM,0,5316.0,0,5397.0,5442.0,5065.63
MRF,0,143981.6,0,153998.9,153195.0,131450.28
JSL,0,817.3,0,791.6,788.25,665.26
GICRE,0,351.9,0,358.2,365.9,390.37
PATANJALI,0,617.3,0,604.4,588.45,596.46
ABBOTINDIA,0,31351.0,0,30714.8,29965.0,30451.17
AUROPHARMA,0,1048.5,0,1074.8,1093.3,1143.31
BERGEPAINT,0,549.9,1,506.4,542.6,522.95
HDBFS,0,791.3,0,776.9,757.1,nan
TORNTPOWER,0,1280.4,0,1258.9,1221.1,1385.02
GODREJPROP,0,2126.2,0,2073.2,2033.0,2199.8
TIINDIA,0,3327.4,0,3248.8,3136.1,3008.85
COLPAL,0,2314.6,0,2279.8,2213.9,2464.31
BHARATFORG,0,1277.5,0,1249.9,1220.2,1183.92
OBEROIRLTY,0,1700.5,0,1664.1,1605.4,1748.83
FACT,0,963.7,0,937.9,900.7,879.23
INDUSINDBK,0,772.7,0,759.2,747.4,842.1
BDL,0,1634.1,0,1585.7,1560.9,1479.53
BANKINDIA,0,116.8,0,119.5,125.53,108.53
NAM-INDIA,0,821.3,0,842.4,887.1,702.59
IRCTC,0,727.9,0,718.9,707.5,746.79
PHOENIXLTD,0,1539.9,0,1620.8,1562.5,1572.79
GLENMARK,0,2082.2,0,2040.4,1980.2,1661.92
SAIL,0,128.7,0,139.3,134.96,118.76
UPL,0,695.6,0,680.1,674.0,638.59
AUBANK,0,701.5,0,717.9,741.9,663.05
MFSL,0,1641.6,0,1547.3,1604.1,1339.55
PIIND,0,3763.2,0,3679.4,3617.0,3688.58
MOTILALOFS,0,880.6,0,944.4,911.0,795.47
AIIL,0,3286.6,1,2947.8,3191.1,2225.68
COFORGE,0,1708.4,0,1655.6,1613.1,1679.47
SUPREMEIND,0,4477.4,0,4379.0,4209.7,4049.05
GODFRYPHLP,0,3070.5,0,3270.3,3425.4,2551.94
LINDEINDIA,0,6615.6,0,6487.9,6226.0,6421.84
MPHASIS,0,2891.9,0,2815.9,2736.9,2637.98
KALYANKJIL,0,496.9,1,446.7,492.15,536.59
IDFCFIRSTB,0,72.4,0,71.2,69.04,66.04
TATAINVEST,0,8814.1,0,9402.7,10002.0,6565.29
COCHINSHIP,0,1746.0,0,1926.5,1861.5,1657.99
JKCEMENT,0,6802.4,0,6628.0,6318.0,5539.34
KAYNES,0,6909.6,0,7518.9,7273.0,5814.91
SUNDARMFIN,0,4818.5,0,4664.9,4412.4,4744.03
APLAPOLLO,0,1633.5,0,1668.4,1738.2,1611.02
PAGEIND,0,43867.2,0,42924.0,42875.0,44923.84
UBL,0,1876.3,0,1842.9,1799.4,1977.87
FEDERALBNK,0,200.6,0,197.4,192.37,195.24
BIOCON,0,364.8,0,356.5,352.25,352.89
PREMIERENE,0,991.2,0,1065.3,1043.4,1032.9
HUDCO,0,239.8,1,222.0,233.79,215.52
LAURUSLABS,0,919.6,0,891.7,864.4,685.72
PGHH,0,13010.7,0,13393.5,14337.0,13737.15
GLAXO,0,2845.9,0,2788.1,2745.8,2728.09
TATACOMM,0,1573.9,0,1689.9,1613.8,1613.2
ITCHOTELS,0,238.0,0,231.5,218.45,nan
LTTS,0,4376.6,1,4026.4,4289.7,4501.23
VOLTAS,0,1437.6,0,1410.3,1360.4,1374.9
BALKRISIND,0,2451.7,0,2403.1,2302.8,2565.73
MAHABANK,0,53.9,0,57.5,56.49,51.44
IREDA,0,161.2,0,156.8,154.09,168.09
ANTHEM,0,821.5,0,802.6,759.25,nan
360ONE,0,1089.6,0,1063.2,1049.2,1053.33
POONAWALLA,0,463.1,0,480.1,524.4,385.32
DALBHARAT,0,2356.4,0,2311.6,2253.7,2013.55
PETRONET,0,280.6,0,267.2,278.95,298.04
MCX,0,7536.3,0,7723.3,8145.0,6723.53
JUBLFOOD,0,653.9,0,639.8,628.45,671.32
HEXT,0,752.5,0,726.0,668.85,nan
ENDURANCE,0,2710.8,0,2918.0,2893.4,2312.27
FLUOROCHEM,0,3514.9,0,3635.2,3701.5,3721.63
CONCOR,0,550.3,0,542.4,533.5,578.35
NATIONALUM,0,201.7,0,207.6,221.16,186.27
RADICO,0,2834.0,0,3019.8,2957.6,2529.16
NLCINDIA,0,255.0,0,265.7,283.25,233.57
ESCORTS,0,3427.5,0,3655.7,3569.5,3333.32
GODREJIND,0,1275.2,0,1243.0,1161.3,1125.72
BLUESTARCO,0,1852.7,0,1953.3,1899.2,1861.33
UCOBANK,0,28.8,0,29.4,30.77,33.82
KEI,0,3917.4,0,4006.7,4037.2,3679.69
M&MFIN,0,268.3,0,286.7,275.75,264.21
ASTRAL,0,1458.9,0,1427.8,1383.6,1433.33
KPRMILL,0,1012.3,0,1049.5,1070.8,1028.87
SJVN,0,95.6,0,94.0,91.47,95.55
THERMAX,0,3356.9,0,3293.4,3188.5,3492.41
MEDANTA,0,1406.0,0,1372.4,1328.8,1219.64
NH,0,1824.0,0,1786.6,1753.0,1675.67
ACC,0,1915.3,0,1884.2,1849.1,1911.53
CHOLAHLDNG,0,1814.4,0,1967.4,1841.2,1769.92
AWL,0,248.5,0,275.8,265.4,266.77
METROBRAND,0,1187.1,0,1307.0,1253.6,1167.75
CENTRALBK,0,35.7,0,38.2,37.8,41.06
EXIDEIND,0,414.4,0,406.0,398.05,382.21
APARINDS,0,8812.7,0,8613.8,8411.5,7757.73
CRISIL,0,4845.4,0,4711.9,4609.0,5137.82
COHANCE,0,954.3,0,927.6,875.7,nan
ASTERDM,0,595.2,0,613.3,645.65,536.06
TATAELXSI,0,5525.3,0,5425.5,5355.5,5904.01
IPCALAB,0,1274.7,0,1410.9,1313.1,1430.14
3MINDIA,0,30620.7,0,30068.8,29135.0,29100.07
HINDCOPPER,0,301.9,0,314.4,338.4,242.96
DELHIVERY,0,465.5,0,455.1,437.3,358.85
GLAND,0,1867.9,0,1919.1,1951.4,1699.18
KIOCL,0,390.0,0,421.2,528.8,322.85
LICHSGFIN,0,562.9,0,586.1,578.45,570.84
HONAUT,0,38190.0,0,37446.6,35710.0,37404.73
KPITTECH,0,1272.6,0,1232.2,1157.7,1286.54
NIACL,0,184.4,0,199.9,190.68,178.87
AEGISVOPAK,1,239.5,0,250.7,283.4,nan
