ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1440.5,0,1418.8,1381.7,1322.28
HDFCBANK,0,1950.9,0,2027.4,2003.6,1821.28
BHARTIARTL,0,1956.4,0,1923.0,1892.3,1731.86
TCS,0,3138.8,0,3098.6,3011.2,3660.18
ICICIBANK,0,1420.2,0,1453.8,1434.6,1335.51
SBIN,0,798.7,0,809.7,827.65,780.44
HINDUNILVR,0,2410.7,0,2590.0,2568.1,2352.1
INFY,0,1500.5,0,1476.4,1435.8,1675.28
LICI,0,932.4,0,916.7,890.15,857.79
BAJFINANCE,0,914.8,1,849.3,905.2,827.45
ITC,0,419.1,0,419.0,406.3,425.22
LT,0,3524.7,0,3582.7,3635.1,3487.44
MARUTI,0,12826.4,0,13182.4,14068.0,11894.91
M&M,0,3136.2,0,3218.7,3383.1,2958.89
HCLTECH,0,1530.0,0,1506.2,1485.0,1661.48
KOTAKBANK,0,2093.2,0,2053.4,2001.4,1977.38
SUNPHARMA,0,1692.7,0,1658.9,1632.7,1722.82
ULTRACEMCO,0,12018.2,0,12255.5,12765.0,11447.06
AXISBANK,0,1114.5,0,1098.8,1082.6,1111.07
NTPC,0,345.4,0,340.6,336.05,341.36
BAJAJFINSV,0,2011.8,1,1899.1,1993.5,1859.56
TITAN,0,3345.7,0,3408.5,3554.8,3352.56
HAL,0,4742.8,0,4631.0,4514.3,4308.69
ONGC,0,243.1,0,239.7,238.16,243.41
DMART,0,4162.3,0,4273.9,4558.0,3926.5
ETERNAL,0,292.5,0,301.2,314.9,nan
ADANIPORTS,0,1407.1,0,1374.7,1327.2,1260.36
BEL,0,403.8,0,396.2,382.5,322.78
POWERGRID,0,297.2,0,292.7,289.1,294.6
ADANIENT,0,2416.9,0,2348.9,2333.6,2441.99
JSWSTEEL,0,998.1,0,1021.1,1079.8,987.33
WIPRO,0,255.8,0,250.8,245.21,267.5
TATAMOTORS,0,688.0,1,647.4,676.0,705.86
ASIANPAINT,0,2417.7,0,2467.1,2587.4,2350.49
BAJAJ-AUTO,1,7966.9,1,8149.5,8588.5,8346.07
COALINDIA,1,370.5,0,375.7,387.8,383.9
INDIGO,0,5708.2,0,5845.7,6096.5,4934.37
ADANIPOWER,0,563.4,1,562.6,598.75,540.39
NESTLEIND,0,1156.7,1,1086.3,1144.1,1135.4
JIOFIN,0,310.2,0,318.3,329.35,281.99
TATASTEEL,0,165.6,0,162.2,157.96,144.88
HYUNDAI,0,2136.7,0,2218.8,2423.4,1838.0
TRENT,0,5124.0,0,5270.0,5519.0,5789.02
IOC,0,147.8,0,144.7,140.31,133.86
GRASIM,0,2861.6,1,2698.5,2845.9,2595.43
DLF,0,812.5,0,793.6,768.9,758.5
SBILIFE,0,1770.8,0,1807.5,1863.0,1610.35
HINDZINC,0,443.4,0,435.2,427.1,446.82
VEDL,0,453.3,0,444.4,438.2,436.68
HDFCLIFE,0,753.6,0,769.7,791.0,693.3
VBL,0,478.8,0,493.9,499.8,532.71
DIVISLAB,0,6501.6,0,6318.5,6164.5,6076.81
IRFC,0,133.6,0,130.8,124.77,135.96
EICHERMOT,0,5578.4,0,5693.9,5912.0,5175.24
BAJAJHLDNG,0,13227.0,1,13564.0,14523.0,12184.63
HINDALCO,0,659.7,0,671.6,714.15,642.03
PIDILITIND,0,2937.6,0,2990.5,3076.9,2935.34
ADANIGREEN,0,1002.6,0,976.2,941.65,1029.84
TVSMOTOR,0,2925.5,0,3015.0,3219.7,2582.86
LTIM,0,5343.7,0,5237.1,5089.5,5302.46
AMBUJACEM,0,619.0,0,605.3,590.05,545.27
BPCL,0,333.7,0,326.0,314.0,291.95
PFC,0,427.7,0,419.3,408.7,415.64
SOLARINDS,0,13848.6,0,14261.2,14957.0,12181.45
TECHM,0,1533.5,0,1443.1,1471.2,1570.19
BRITANNIA,0,5698.3,0,5581.6,5439.0,5161.54
CHOLAFIN,0,1564.6,0,1525.7,1522.6,1425.27
CIPLA,0,1481.1,0,1509.1,1565.2,1477.9
BANKBARODA,0,232.9,0,247.2,242.77,229.79
LODHA,0,1321.0,0,1288.2,1247.0,1288.58
TATAPOWER,0,406.7,0,398.3,387.3,386.98
GODREJCP,0,1267.7,0,1250.4,1208.9,1169.2
TORNTPHARM,0,3519.1,0,3703.4,3651.6,3258.18
PNB,0,111.3,0,108.9,106.77,99.42
HDFCAMC,0,5375.9,1,5361.3,5717.0,4413.03
MAXHEALTH,0,1204.0,0,1292.2,1211.6,1125.88
SHRIRAMFIN,0,660.4,0,645.6,626.8,618.51
BOSCHLTD,0,37566.8,0,40484.3,39335.0,31779.07
GAIL,0,178.9,0,175.5,173.66,180.27
SHREECEM,0,30162.9,0,31536.4,31340.0,28464.83
ENRIN,0,2950.6,0,3076.9,3168.1,nan
SIEMENS,0,3171.4,0,2970.1,3118.0,4759.89
APOLLOHOSP,0,7301.1,0,7484.6,7812.5,6946.82
MUTHOOTFIN,0,2506.3,0,2598.0,2768.3,2244.34
MAZDOCK,0,2996.3,0,2896.1,2739.2,2631.95
INDHOTEL,1,736.3,0,750.6,775.5,774.57
ABB,0,5375.8,0,5266.1,5037.5,5984.77
POLYCAB,0,6591.7,0,6760.2,7087.0,6199.37
TATACONSUM,0,1110.0,0,1089.5,1071.3,1025.48
CGPOWER,0,643.9,0,690.6,669.15,665.79
DRREDDY,0,1278.4,0,1206.7,1262.7,1231.22
CUMMINSIND,0,3557.5,0,3643.1,3783.4,3151.6
UNIONBANK,0,138.7,0,130.4,135.79,122.92
MANKIND,0,2650.1,0,2579.2,2472.4,2513.43
DIXON,0,17152.6,1,15745.8,16756.0,15497.6
BSE,0,2648.9,0,2552.7,2494.8,2039.51
JINDALSTEL,0,941.2,0,954.4,992.85,915.48
RECLTD,0,402.5,0,396.0,378.35,428.08
HEROMOTOCO,0,4535.8,0,4693.7,4984.0,4115.72
ZYDUSLIFE,0,995.4,0,940.7,986.5,933.34
MOTHERSON,0,99.0,0,96.3,94.08,97.46
CANBK,0,115.0,0,112.2,109.34,98.2
ADANIENSOL,0,839.1,0,820.4,818.75,824.38
HAVELLS,0,1555.7,1,1473.3,1552.6,1568.18
ICICIGI,0,2007.1,0,1964.5,1946.4,1859.87
UNITDSPR,0,1368.6,0,1344.8,1307.5,1444.04
GMRAIRPORT,0,94.7,0,92.6,90.2,81.65
BAJAJHFL,0,117.5,0,115.2,114.77,121.91
IDBI,0,94.3,0,92.1,88.23,82.43
MARICO,0,731.2,0,692.2,720.4,663.22
JSWENERGY,0,541.6,0,549.7,533.6,547.08
DABUR,0,531.2,0,521.6,519.1,499.23
ICICIPRULI,0,644.8,1,613.9,636.4,627.74
SWIGGY,0,373.3,0,423.4,399.85,nan
INDIANB,0,634.9,0,648.4,676.3,562.28
POWERINDIA,0,18294.0,0,19298.9,19775.0,14902.48
LUPIN,0,1999.2,0,1883.0,1968.3,2028.49
INDUSTOWER,0,361.1,0,352.1,337.6,363.29
NAUKRI,0,1436.0,0,1399.5,1353.6,1485.22
SRF,0,3056.3,0,2986.9,2929.7,2773.16
BHARTIHEXA,0,1692.5,0,1814.0,1730.0,1546.27
WAAREEENER,0,3287.8,0,3157.6,2984.9,2706.13
POLICYBZR,0,1905.4,0,1773.7,1866.6,1755.32
NTPCGREEN,0,107.8,0,105.6,100.92,nan
HINDPETRO,0,421.3,0,410.0,387.05,374.25
NHPC,0,87.3,0,85.6,82.78,81.37
SUZLON,0,66.3,0,64.2,58.07,60.61
PERSISTENT,0,5559.0,0,5406.1,5232.5,5670.04
ASHOKLEY,1,116.3,1,120.5,131.76,112.89
SBICARD,0,837.2,0,821.6,811.8,824.68
BHEL,0,243.1,0,235.7,216.62,229.23
PAYTM,0,1046.6,0,1086.2,1173.8,878.29
OFSS,0,8948.4,0,8769.3,8552.5,9297.37
ABCAPITAL,0,253.9,0,263.0,283.15,206.76
LLOYDSME,0,1530.4,0,1482.1,1379.3,1273.33
GVT&D,0,2582.0,0,2681.8,2830.8,1927.31
COROMANDEL,0,2603.5,0,2503.1,2408.9,2043.51
FORTIS,0,876.5,0,897.8,938.25,699.75
ABBOTINDIA,0,32413.9,0,34493.3,32590.0,29928.12
IOB,0,38.2,0,37.5,36.66,44.19
UNOMINDA,0,1077.1,0,1119.9,1220.3,997.27
IDEA,0,6.9,0,6.7,6.46,7.61
PRESTIGE,0,1754.0,0,1697.4,1624.7,1489.36
ATGL,0,633.7,1,586.6,623.55,648.82
VMM,0,134.6,0,138.8,146.98,nan
GICRE,0,361.6,0,373.4,389.0,403.34
RVNL,0,363.3,0,351.1,323.8,392.67
TORNTPOWER,0,1391.5,0,1295.8,1301.6,1448.33
OIL,0,437.9,0,425.8,401.45,427.81
HDBFS,0,790.6,1,736.6,779.65,nan
PATANJALI,0,1921.9,0,1874.8,1777.7,1796.92
JSWINFRA,0,317.3,0,310.9,309.1,295.72
BERGEPAINT,0,578.8,0,563.5,551.35,515.79
ALKEM,0,4934.6,0,5077.1,5346.0,5087.88
AUROPHARMA,0,1138.7,0,1107.1,1089.3,1177.39
NYKAA,0,201.5,0,205.6,219.17,184.67
FACT,0,987.9,0,910.7,964.75,869.78
JSL,0,665.8,1,688.0,747.4,655.76
INDUSINDBK,0,835.0,0,814.2,788.65,887.83
SCHAEFFLER,0,4233.8,0,4118.5,3921.4,3585.98
MRF,0,147714.9,0,144751.6,144515.0,127507.81
NMDC,0,67.9,0,69.3,69.58,67.24
COLPAL,0,2280.8,0,2242.9,2225.0,2553.95
GODREJPROP,0,2114.1,0,2060.9,2002.4,2336.94
YESBANK,0,19.7,0,19.4,19.09,19.21
OBEROIRLTY,0,1718.9,0,1675.7,1646.5,1812.63
TIINDIA,0,2836.2,0,2914.6,3051.2,3109.17
BDL,0,1660.8,1,1484.2,1605.6,1409.97
IRCTC,0,756.4,0,744.5,721.9,765.28
GLENMARK,0,2160.4,0,2105.3,1973.9,1592.04
SUPREMEIND,1,4028.5,0,4158.5,4496.0,4073.63
PIIND,0,4079.0,0,3962.6,3750.4,3777.65
AUBANK,0,787.7,0,769.7,761.55,641.1
BHARATFORG,0,1246.5,0,1208.9,1184.5,1212.43
JKCEMENT,0,6590.2,0,6807.5,7305.5,5132.63
MFSL,0,1519.6,0,1561.1,1640.2,1273.05
MOTILALOFS,0,868.6,0,957.0,938.1,799.67
UPL,0,743.7,0,725.0,690.95,612.45
COFORGE,0,1789.8,0,1730.9,1655.5,1672.56
KALYANKJIL,0,598.1,0,572.6,520.2,573.84
LINDEINDIA,0,6666.9,0,6519.6,6392.5,6535.96
PHOENIXLTD,0,1543.2,0,1506.1,1489.6,1585.76
GODFRYPHLP,0,8719.4,0,9273.2,9651.0,6945.37
SUNDARMFIN,0,4950.0,0,4806.4,4783.4,4695.84
NAM-INDIA,0,782.2,0,841.8,828.65,680.35
LTF,0,193.6,1,197.3,210.45,161.37
BANKINDIA,0,118.8,0,116.0,114.86,106.74
MPHASIS,0,2900.4,0,2826.1,2698.1,2649.37
IDFCFIRSTB,0,72.9,0,71.3,69.9,65.12
UBL,0,2007.3,0,1973.7,1902.6,1993.99
SAIL,0,130.7,0,127.4,122.44,118.27
AIIL,0,2630.5,0,2733.2,2967.3,1993.52
