ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200
RELIANCE,0,1455.5,0,1433.2,1390.8,1326.24
HDFCBANK,0,1950.9,0,2021.8,1977.7,1811.48
BHARTIARTL,0,1982.6,0,1954.1,1942.6,1724.76
TCS,0,3138.8,0,3098.6,3039.5,3694.41
ICICIBANK,0,1431.2,0,1483.0,1446.6,1339.75
SBIN,0,823.9,0,813.2,802.9,779.12
INFY,0,1534.8,0,1505.7,1439.5,1688.79
HINDUNILVR,0,2410.7,0,2484.6,2548.5,2354.52
LICI,0,933.6,0,919.2,892.75,858.03
BAJFINANCE,0,944.9,0,923.3,884.95,820.92
ITC,0,419.1,0,408.2,411.85,427.05
LT,0,3480.5,0,3538.9,3644.4,3479.56
KOTAKBANK,0,2104.9,0,2059.6,2019.7,1970.52
HCLTECH,0,1530.0,0,1506.2,1467.6,1672.35
MARUTI,0,12060.8,0,12639.7,12590.0,11852.87
SUNPHARMA,0,1719.7,0,1685.9,1617.5,1731.41
M&M,0,3067.5,0,3136.1,3198.0,2944.26
ULTRACEMCO,0,11932.9,0,12095.5,12360.0,11394.72
AXISBANK,0,1120.4,0,1101.8,1071.0,1114.82
NTPC,0,345.4,0,341.9,334.65,343.83
BAJAJFINSV,0,2049.4,0,2010.3,1932.8,1853.2
TITAN,0,3480.1,0,3429.1,3422.2,3346.74
HAL,0,4778.8,0,4672.5,4543.2,4300.86
ONGC,0,244.9,0,241.4,234.38,244.25
ADANIPORTS,0,1434.0,0,1409.1,1367.6,1261.25
BEL,0,405.7,0,397.1,389.6,319.62
DMART,0,3959.2,0,4066.9,4253.2,3917.06
ETERNAL,0,279.2,0,288.5,298.4,nan
ADANIENT,0,2496.3,0,2441.5,2326.9,2462.21
POWERGRID,0,300.9,0,297.6,286.0,296.84
JSWSTEEL,0,992.8,0,1014.2,1056.1,984.09
WIPRO,0,258.1,0,253.5,242.68,268.25
TATAMOTORS,0,697.2,0,682.9,653.15,713.6
ASIANPAINT,0,2303.5,0,2353.8,2467.0,2366.25
COALINDIA,0,387.4,0,381.8,376.5,385.93
BAJAJ-AUTO,0,8421.1,0,8284.8,8238.5,8407.79
INDIGO,0,5642.1,0,5964.4,5884.0,4890.99
ADANIPOWER,0,563.4,0,596.6,573.65,540.81
NESTLEIND,0,2384.5,0,2333.2,2255.8,2278.54
JIOFIN,0,310.7,0,318.8,332.85,282.35
IOC,0,151.3,0,148.0,142.24,137.12
TATASTEEL,0,165.6,0,162.2,159.04,144.48
TRENT,1,4965.9,0,5099.4,5400.0,5863.12
DLF,0,832.2,0,812.3,765.5,760.55
GRASIM,0,2703.6,0,2800.4,2786.5,2601.8
SBILIFE,0,1768.9,0,1793.6,1858.8,1604.07
HINDZINC,0,443.0,0,435.4,420.4,449.73
HYUNDAI,0,2027.2,0,2082.1,2143.7,nan
VEDL,0,453.3,0,444.4,439.8,437.3
VBL,0,478.8,0,493.9,504.65,536.07
DIVISLAB,0,6823.7,0,6670.0,6314.0,6068.93
IRFC,0,137.1,0,134.1,127.67,136.44
HDFCLIFE,0,779.4,0,765.2,740.7,691.56
ADANIGREEN,0,1051.2,0,1024.1,969.0,1056.34
EICHERMOT,0,5356.2,0,5468.0,5687.0,5137.87
HINDALCO,0,664.6,0,701.3,687.4,647.52
BAJAJHLDNG,0,13227.0,0,13618.5,13813.0,12053.09
PIDILITIND,0,2835.2,0,2890.3,2997.0,2946.03
LTIM,0,5360.5,0,5247.4,5085.0,5330.23
AMBUJACEM,0,588.5,0,629.5,600.5,544.47
TVSMOTOR,0,2772.8,0,2841.7,2965.3,2566.98
BPCL,0,338.3,0,330.1,317.35,291.72
SOLARINDS,0,13848.6,0,14261.2,15055.0,12039.44
PFC,0,431.5,0,423.0,408.75,420.17
BRITANNIA,0,5502.7,0,5786.9,5530.0,5171.81
TECHM,0,1533.5,0,1504.3,1467.4,1576.43
BANKBARODA,0,232.9,0,247.2,241.0,229.52
GODREJCP,0,1273.0,0,1271.8,1211.5,1176.95
MAXHEALTH,0,1204.0,0,1216.5,1265.8,1114.83
TATAPOWER,0,408.3,0,400.4,383.35,388.75
HDFCAMC,0,5394.0,0,5493.5,5697.0,4372.98
CHOLAFIN,0,1564.6,0,1525.7,1455.6,1422.4
LODHA,0,1349.5,0,1307.5,1220.4,1284.32
TORNTPHARM,0,3519.1,0,3708.6,3564.0,3248.59
CIPLA,0,1477.3,0,1547.6,1480.5,1476.73
PNB,0,111.1,0,108.6,103.77,99.07
SHRIRAMFIN,0,677.1,0,658.2,633.45,619.23
BOSCHLTD,0,37566.8,0,38597.1,38655.0,31680.41
MAZDOCK,0,2996.3,0,2899.6,2810.0,2611.16
ENRIN,0,2950.6,0,3076.9,3182.7,nan
GAIL,0,181.5,0,178.0,170.96,181.35
SIEMENS,0,3171.4,0,3103.9,3065.6,4898.96
