ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1379.1,0,1473.6,1398.5,1449.62,1425.41,0
HDFCBANK,0,954.4,0,939.4,907.6,972.22,916.98,0
BHARTIARTL,0,2056.7,0,2015.4,1913.4,1972.44,1990.84,0
SBIN,0,1160.0,0,1182.4,1200.1,907.13,1210.44,0
ICICIBANK,0,1349.5,0,1373.9,1400.5,1400.85,1403.99,0
TCS,0,2854.7,0,2771.2,2629.3,3103.41,2680.46,0
BAJFINANCE,0,968.8,0,991.7,1021.05,966.52,1019.74,0
LT,0,4170.3,0,4247.4,4298.5,3799.28,4280.39,1
HINDUNILVR,0,2465.5,0,2411.9,2374.9,2419.2,2334.24,0
LICI,0,829.3,0,848.4,874.85,885.68,874.3,0
INFY,0,1437.2,0,1386.1,1290.1,1527.6,1350.24,0
MARUTI,0,15582.5,0,14651.6,15070.0,14624.48,15090.5,0
AXISBANK,0,1319.1,0,1344.7,1403.0,1206.14,1366.7,0
SUNPHARMA,0,1678.8,0,1703.2,1764.2,1676.36,1722.05,0
KOTAKBANK,0,434.5,0,412.2,424.95,419.75,424.44,0
M&M,0,3645.8,0,3569.0,3491.3,3420.21,3487.21,1
ITC,0,306.8,0,314.4,319.75,387.42,322.87,0
TITAN,0,4095.9,0,4170.4,4325.0,3726.2,4244.79,0
ULTRACEMCO,0,12469.8,0,12660.1,13041.0,12097.43,12944.0,0
NTPC,0,364.0,0,371.2,384.9,332.86,371.64,0
HCLTECH,0,1518.7,0,1467.3,1378.2,1558.18,1437.34,0
ADANIPORTS,0,1434.2,0,1472.9,1528.7,1434.36,1538.46,0
ONGC,0,256.1,0,262.9,277.45,235.68,270.97,0
BAJAJFINSV,0,1964.1,0,1995.7,2049.3,2023.56,2045.21,0
BEL,0,417.1,0,428.0,439.3,403.66,440.26,0
JSWSTEEL,0,1194.9,0,1220.3,1275.0,1107.9,1245.81,0
ADANIENT,0,2040.3,0,2114.9,2231.7,2383.47,2191.03,1
POWERGRID,0,288.2,0,295.0,307.25,276.82,299.19,0
VEDL,0,738.6,1,672.4,727.8,505.67,686.52,0
BAJAJ-AUTO,0,9341.3,0,9560.8,10097.0,8873.37,9847.15,0
ADANIPOWER,0,134.6,0,152.1,140.54,133.78,143.33,0
COALINDIA,0,440.2,0,414.6,438.6,380.77,420.36,0
TATASTEEL,0,196.1,0,201.7,214.64,170.8,207.49,0
HAL,0,4327.5,0,4211.9,3985.0,4583.5,4122.29,0
HINDZINC,0,646.9,0,626.9,619.05,502.04,595.77,0
IOC,0,170.2,0,174.2,183.03,150.09,177.24,0
NESTLEIND,0,1254.3,0,1277.8,1323.4,1220.37,1299.49,0
DMART,0,3734.9,0,3823.7,3888.2,4136.34,3885.43,1
ASIANPAINT,0,2545.2,0,2490.5,2416.4,2516.87,2413.17,0
ETERNAL,0,283.8,0,273.5,250.2,291.28,274.21,0
ANGELONE,0,272.6,0,263.7,248.99,239.12,256.32,0
EICHERMOT,0,7487.7,0,7657.6,8008.0,6511.63,7987.2,1
HINDALCO,0,983.5,0,952.3,937.4,774.77,918.8,0
SBILIFE,0,2132.5,0,2023.2,2073.6,1902.87,2058.69,0
SHRIRAMFIN,0,991.5,0,1019.5,1085.9,762.24,1071.15,1
GRASIM,0,2755.3,0,2812.0,2878.4,2780.57,2888.86,0
INDIGO,0,4706.0,0,4797.3,4947.4,5490.14,4913.98,1
TVSMOTOR,0,3630.3,0,3712.3,3932.0,3327.57,3853.98,1
HYUNDAI,0,2299.7,0,2117.9,2206.5,2248.22,2206.68,0
TMCV,0,442.5,0,459.0,479.85,nan,482.2,0
DIVISLAB,0,6426.1,0,6029.5,6395.5,6380.53,6250.7,0
BPCL,0,361.4,0,383.2,381.05,329.37,374.36,1
BANKBARODA,0,293.6,0,300.4,315.85,264.93,303.41,0
JIOFIN,0,249.0,0,265.3,256.95,299.37,260.76,0
ADANIGREEN,0,886.4,0,924.6,964.15,998.47,981.69,0
HDFCLIFE,0,697.6,0,710.9,735.25,757.81,721.31,0
VBL,0,487.0,0,473.8,455.85,474.49,456.21,0
ICICIAMC,0,2851.0,0,2947.9,3108.5,nan,3068.57,0
PIDILITIND,0,1503.0,0,1444.5,1497.6,1493.56,1483.79,1
UNIONBANK,0,181.5,0,187.5,199.3,148.52,190.62,0
DLF,0,667.7,0,650.4,611.2,744.16,630.25,0
PNB,0,120.8,0,124.3,130.54,114.09,126.08,0
TORNTPHARM,0,4110.2,0,4207.0,4418.9,3611.62,4236.48,0
CHOLAFIN,0,1612.8,0,1656.0,1754.5,1621.58,1713.07,0
BRITANNIA,0,5852.0,0,5959.4,6158.0,5813.41,6116.0,0
CANBK,0,146.6,0,150.5,158.93,127.86,150.94,0
TATACAP,0,359.8,0,352.3,334.85,nan,348.22,0
MUTHOOTFIN,0,3865.8,0,3729.3,3504.6,3117.24,3544.67,0
MOTHERSON,0,122.3,0,125.8,133.24,107.68,131.78,0
TMPV,0,353.3,0,362.9,381.85,nan,379.97,1
PFC,0,388.1,0,399.1,423.6,386.83,411.06,0
TRENT,0,3889.6,0,4143.8,3922.0,4848.37,4119.33,0
IRFC,0,113.6,0,110.8,104.56,125.25,111.36,0
CUMMINSIND,0,4515.5,0,4648.6,4918.5,3903.89,4678.32,0
LTIM,0,5165.0,0,4972.8,4559.0,5487.36,4940.45,0
INDIANB,0,900.4,0,927.2,983.6,744.85,932.78,0
ABB,0,5486.4,0,5695.3,6167.5,5409.34,5902.2,0
JINDALSTEL,0,1164.0,0,1193.9,1266.5,1022.39,1217.64,0
GODREJCP,0,1250.7,0,1186.4,1237.4,1191.31,1212.53,0
AMBUJACEM,0,545.7,0,510.3,511.1,561.12,518.71,0
POLYCAB,0,7676.8,0,7872.4,8348.5,7109.79,7865.35,0
ASHOKLEY,0,196.4,0,201.5,211.61,146.59,208.24,0
BAJAJHLDNG,0,10581.9,0,10832.3,11166.0,12494.16,11205.7,0
IDBI,0,101.3,0,105.4,113.52,97.01,112.36,0
ADANIENSOL,0,924.5,0,959.2,1013.0,910.46,1013.93,0
TATAPOWER,0,355.3,0,363.5,381.25,387.87,378.23,0
SOLARINDS,0,12331.6,0,12684.9,13459.0,14231.65,13296.5,1
INDUSTOWER,0,438.7,0,450.9,461.45,393.41,471.56,0
TECHM,0,1545.0,0,1488.2,1361.8,1533.37,1469.66,0
SIEMENS,0,3019.6,0,3129.7,3350.8,3158.47,3218.68,0
HDFCAMC,0,2671.0,0,2828.8,2743.9,2670.15,2776.73,0
IDEA,0,10.4,0,11.6,10.73,8.83,11.23,0
TATACONSUM,0,1206.7,0,1180.9,1172.3,1130.13,1157.77,0
HEROMOTOCO,0,5293.6,1,5339.3,5737.5,5072.11,5559.45,1
BSE,0,3044.1,0,2940.6,2772.7,2579.29,2826.94,0
CGPOWER,0,663.7,0,682.5,713.4,686.91,702.22,0
APOLLOHOSP,0,7419.3,0,7531.9,7783.0,7354.77,7633.3,0
GAIL,0,159.4,0,162.6,170.0,172.41,166.36,0
POWERINDIA,0,22701.6,0,23475.1,24986.0,19291.98,23534.4,0
DRREDDY,0,1236.1,0,1259.4,1306.5,1257.9,1285.43,0
CIPLA,0,1397.9,0,1372.7,1346.1,1491.4,1338.09,1
GMRAIRPORT,0,94.9,0,97.3,102.27,93.2,99.47,0
BOSCHLTD,0,37485.3,0,36714.4,36570.0,36511.64,35621.0,1
ENRIN,0,2644.7,0,2745.8,2997.8,nan,2812.9,0
LGEINDIA,0,1433.3,0,1476.4,1568.0,nan,1539.99,0
MAXHEALTH,0,1014.4,0,1039.0,1088.1,1146.32,1078.22,0
LUPIN,0,2150.1,0,2192.5,2292.2,2020.4,2233.8,0
MARICO,0,761.9,0,776.8,806.35,725.76,786.07,0
UNITDSPR,0,1355.3,0,1378.1,1412.5,1387.94,1409.67,0
LODHA,0,1005.3,0,1109.0,1022.5,1213.18,1073.59,0
GROWW,0,151.7,0,160.3,164.44,nan,169.5,0
GVT&D,0,3322.3,0,3478.1,3815.5,2796.84,3667.97,0
ICICIGI,0,1843.0,0,1879.3,1939.3,1926.57,1931.49,1
SHREECEM,0,27752.5,0,27169.2,26865.0,28722.97,26445.5,0
ICICIPRULI,0,674.4,0,640.5,668.25,630.14,650.39,0
INDHOTEL,0,656.3,0,706.2,676.7,736.57,686.08,0
RECLTD,0,344.0,0,365.3,354.0,367.6,354.2,0
HINDPETRO,0,424.5,0,455.7,436.7,428.65,445.34,0
ABCAPITAL,0,364.8,0,334.5,353.1,301.33,346.21,0
DABUR,0,493.6,0,525.4,518.65,504.33,513.6,0
BHEL,0,248.0,0,272.6,261.95,254.34,259.63,0
BHARATFORG,0,1715.9,0,1770.3,1902.0,1327.96,1783.81,0
MAZDOCK,0,2453.9,0,2386.7,2237.8,2797.94,2335.0,0
MANKIND,0,2158.5,1,2006.8,2155.7,2361.98,2068.21,1
HAVELLS,0,1342.2,0,1372.7,1417.6,1481.94,1413.76,1
LENSKART,0,440.9,0,466.1,505.45,nan,492.63,1
JSWENERGY,0,498.7,0,465.7,490.05,507.38,485.85,0
BHARTIHEXA,0,1574.8,0,1615.8,1656.2,1754.71,1680.41,0
BANKINDIA,0,161.4,0,165.9,175.58,131.59,170.15,0
SWIGGY,0,301.3,0,334.2,307.4,384.82,327.46,0
TORNTPOWER,0,1421.7,0,1466.4,1565.7,1330.83,1503.72,0
WAAREEENER,0,3152.2,0,3000.0,2708.5,3087.4,2982.02,0
SRF,0,2835.5,0,2755.5,2614.9,2964.24,2720.84,0
OIL,0,444.0,0,483.5,470.25,421.51,465.25,0
NYKAA,0,251.7,0,277.5,266.63,236.44,269.78,0
LTF,0,307.7,0,287.1,303.35,248.67,296.21,0
NTPCGREEN,0,94.0,0,91.3,90.22,100.02,89.83,0
NHPC,0,79.6,0,73.1,75.67,80.99,75.64,1
SBICARD,0,801.3,0,750.2,788.75,868.99,780.79,0
PERSISTENT,0,5505.8,0,5254.4,4731.0,5740.59,5239.05,0
FEDERALBNK,0,279.3,0,285.8,299.1,228.71,291.6,0
AUBANK,0,1053.2,0,971.5,982.1,842.49,1003.24,0
BAJAJHFL,0,91.1,0,89.8,87.78,108.49,88.46,0
INDUSINDBK,0,886.3,0,896.3,937.35,827.04,931.1,0
PAYTM,0,1225.8,0,1105.4,1133.2,1152.44,1150.45,0
NMDC,0,75.3,0,77.8,81.86,72.62,80.22,0
MEESHO,0,171.2,0,164.6,159.13,nan,155.51,1
POLICYBZR,0,1655.6,0,1598.4,1519.4,1768.84,1506.54,1
AUROPHARMA,0,1102.6,0,1232.1,1211.5,1142.82,1169.11,0
IOB,0,37.3,0,35.0,36.5,37.92,35.92,0
UNOMINDA,0,1108.6,0,1152.6,1217.8,1188.5,1211.25,1
FORTIS,0,866.2,0,886.2,930.75,886.61,918.08,0
GICRE,0,362.9,0,373.8,391.2,378.49,387.21,1
COROMANDEL,0,2186.0,0,2222.9,2311.0,2299.64,2303.48,1
LLOYDSME,0,1104.3,1,1113.4,1251.8,1337.65,1181.64,1
