ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1429.5,0,1345.3,1414.4,1447.5,1399.59,1
HDFCBANK,0,864.2,0,838.1,780.45,963.87,828.15,0
BHARTIARTL,0,1914.8,0,1872.5,1846.1,1974.8,1827.31,1
SBIN,0,1138.9,0,1109.4,1058.0,932.7,1074.21,0
ICICIBANK,0,1347.0,0,1316.5,1245.4,1390.78,1275.26,0
TCS,0,2566.9,0,2507.9,2390.6,3032.18,2434.66,0
BAJFINANCE,0,923.8,0,892.8,830.55,966.64,877.92,0
INFY,0,1328.6,0,1295.8,1255.9,1507.36,1262.75,0
LICI,0,829.2,0,809.5,776.75,880.69,788.23,0
HINDUNILVR,0,2226.8,0,2179.3,2082.7,2409.91,2147.23,0
LT,0,3884.7,0,3745.4,3434.8,3816.01,3620.48,0
SUNPHARMA,0,1729.6,0,1831.6,1777.1,1684.47,1795.04,0
MARUTI,0,13876.4,0,13469.6,12601.0,14720.75,13045.1,0
ITC,0,319.0,0,313.1,299.95,378.86,304.47,0
AXISBANK,0,1308.8,0,1272.6,1203.9,1213.16,1239.75,0
NTPC,0,364.0,0,367.4,380.95,336.72,380.77,1
M&M,0,3312.0,0,2956.4,3066.1,3433.92,3110.29,0
KOTAKBANK,0,394.6,0,385.3,366.75,417.52,375.79,0
TITAN,0,4381.0,0,4278.4,4106.6,3774.93,4119.37,0
HCLTECH,0,1417.0,0,1382.4,1333.7,1537.35,1340.63,0
ONGC,0,286.7,0,278.6,265.4,238.88,267.01,0
ULTRACEMCO,0,11897.3,0,11535.4,10934.0,12108.35,11140.9,0
ADANIPORTS,0,1498.0,0,1453.7,1365.4,1436.66,1387.36,0
BEL,0,472.6,0,459.0,426.1,408.0,443.61,0
ADANIPOWER,0,137.4,0,143.5,151.54,136.54,147.89,0
COALINDIA,0,426.1,0,440.5,468.15,386.72,456.51,0
JSWSTEEL,0,1247.7,0,1210.1,1169.6,1123.58,1167.12,1
POWERGRID,0,288.2,0,307.0,297.6,277.81,298.72,0
