ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1429.5,0,1343.6,1384.8,1447.43,1398.63,0
HDFCBANK,0,874.1,0,847.0,798.2,964.71,835.81,0
BHARTIARTL,0,1914.8,0,1872.5,1827.0,1974.7,1829.78,0
SBIN,0,1138.9,0,1109.4,1048.9,931.46,1082.71,0
ICICIBANK,0,1347.0,0,1316.5,1250.1,1391.69,1282.06,0
TCS,0,2566.9,0,2507.9,2356.0,3036.69,2451.36,0
BAJFINANCE,0,943.9,0,913.3,832.2,966.98,889.89,0
INFY,0,1328.6,0,1295.8,1220.8,1508.68,1268.0,0
HINDUNILVR,0,2252.5,0,2202.3,2077.3,2411.05,2161.53,0
LICI,0,829.2,0,809.5,766.05,881.51,792.79,0
LT,0,3896.4,0,3746.2,3434.5,3817.06,3671.98,0
SUNPHARMA,0,1729.6,0,1831.6,1744.4,1683.84,1797.27,0
MARUTI,0,13995.3,0,13554.0,12599.0,14717.73,13200.9,0
AXISBANK,0,1308.8,0,1272.6,1207.0,1213.04,1250.94,0
ITC,0,319.0,0,313.1,298.0,379.4,305.45,0
KOTAKBANK,0,394.6,0,385.3,368.15,417.73,379.1,0
M&M,0,3312.0,0,2956.4,3045.4,3433.7,3136.93,0
NTPC,0,364.0,0,367.4,374.05,336.41,380.73,0
TITAN,0,4381.0,0,4278.4,4037.9,3771.94,4133.17,0
HCLTECH,0,1417.0,0,1382.4,1311.8,1538.65,1342.93,0
ONGC,0,286.7,0,278.6,269.1,238.68,268.37,1
ULTRACEMCO,0,11909.9,0,11535.4,10814.0,12108.51,11246.2,0
BEL,0,426.8,0,459.3,430.8,407.79,447.85,0
ADANIPORTS,0,1498.0,0,1453.7,1356.0,1436.96,1398.57,0
ADANIPOWER,0,137.4,0,143.5,151.01,136.33,146.63,0
COALINDIA,0,426.1,0,440.5,454.2,386.21,453.75,0
JSWSTEEL,0,1247.7,0,1210.1,1130.9,1122.59,1173.53,0
POWERGRID,0,288.2,0,307.0,296.7,277.72,298.87,0
BAJAJFINSV,0,1893.5,0,1842.3,1714.9,2010.24,1793.76,0
ADANIENT,0,2145.4,0,2083.4,1936.8,2347.61,1987.08,0
VEDL,0,738.6,0,727.0,665.35,527.29,701.24,0
HAL,0,4194.3,0,4082.2,3802.5,4512.73,3962.7,0
DMART,0,3734.9,0,3761.0,3808.2,4119.08,3877.3,0
BAJAJ-AUTO,0,9814.0,0,9517.0,8868.5,8951.83,9249.6,0
TATASTEEL,0,205.8,0,198.7,190.51,173.92,192.45,0
NESTLEIND,0,1266.2,0,1240.9,1186.3,1224.01,1219.75,0
HINDZINC,0,579.8,0,557.9,506.15,512.29,559.83,0
ASIANPAINT,0,2381.0,0,2321.1,2186.0,2515.53,2233.47,0
ETERNAL,0,247.0,0,218.3,228.74,291.24,227.73,0
IOC,0,162.1,0,156.2,142.73,150.27,154.57,0
HINDALCO,0,983.5,0,980.9,897.05,796.61,938.76,0
WIPRO,0,207.6,0,201.8,188.41,239.4,196.65,0
SBILIFE,0,2044.1,0,1995.9,1903.1,1913.24,1930.71,0
EICHERMOT,0,7534.1,0,7273.5,6793.0,6662.77,7095.1,0
