ticker,st73_signal,st73_value,st72_signal,st72_value,close_price,DMA_200,DMA10,10DMA_change
RELIANCE,0,1429.5,0,1414.8,1350.5,1445.48,1385.17,0
HDFCBANK,0,824.1,0,795.7,750.9,956.42,769.4,0
BHARTIARTL,0,1914.6,0,1867.5,1789.7,1973.24,1815.93,0
SBIN,0,1102.7,0,1066.0,1018.4,940.07,1033.51,0
TCS,0,2546.3,0,2488.2,2450.7,2999.35,2395.5,0
ICICIBANK,0,1297.1,0,1266.3,1215.8,1383.88,1238.66,0
INFY,0,1328.6,1,1203.6,1300.8,1497.36,1265.48,0
BAJFINANCE,0,901.6,0,801.4,826.85,963.21,837.67,0
LT,0,3769.9,0,3362.5,3613.1,3812.14,3527.45,0
HINDUNILVR,0,2208.3,0,2154.3,2065.3,2400.93,2082.69,0
LICI,0,807.8,0,781.8,734.85,873.95,758.06,0
SUNPHARMA,0,1819.1,0,1766.1,1693.6,1687.5,1757.98,0
MARUTI,0,13368.3,0,13016.4,12631.0,14728.47,12561.3,1
HCLTECH,0,1417.0,1,1280.3,1402.2,1528.37,1357.85,0
AXISBANK,0,1283.5,0,1246.1,1197.9,1212.8,1200.7,0
ITC,0,311.2,0,304.5,292.85,374.62,294.64,0
TITAN,0,4312.9,0,4179.9,4097.2,3791.66,4017.75,0
M&M,0,3312.0,0,3203.5,3011.7,3433.26,3048.05,0
ONGC,0,262.6,0,271.0,287.2,240.55,274.51,0
KOTAKBANK,0,387.1,0,375.6,358.0,415.46,363.84,0
NTPC,0,388.3,0,377.7,359.65,338.31,373.04,0
ADANIPORTS,0,1461.1,0,1414.8,1377.6,1433.05,1356.04,0
ULTRACEMCO,0,11660.2,0,11278.2,10620.0,12093.71,10845.3,0
ADANIPOWER,0,137.4,0,143.5,159.97,137.94,152.97,0
BEL,0,446.2,0,432.9,421.6,408.76,417.86,1
DMART,0,3807.0,0,3968.7,4362.4,4112.54,3923.94,0
JSWSTEEL,0,1237.0,0,1199.8,1141.3,1128.56,1141.46,0
COALINDIA,0,426.1,0,440.5,449.35,389.39,451.29,0
POWERGRID,0,288.2,0,306.9,289.95,278.17,296.42,0
VEDL,0,718.4,0,691.2,687.65,528.11,658.72,0
BAJAJFINSV,0,1781.0,0,1727.9,1640.7,1997.83,1695.73,0
ADANIENT,0,2017.5,0,1943.5,1834.2,2319.68,1866.71,0
HAL,0,3885.9,0,3773.0,3687.0,4460.29,3693.81,0
BAJAJ-AUTO,0,9549.6,0,9276.3,8758.5,8971.52,8924.95,0
TATASTEEL,0,205.8,0,198.7,194.14,175.43,193.11,0
NESTLEIND,0,1254.7,0,1228.8,1191.3,1223.76,1187.89,1
HINDZINC,0,559.3,0,537.2,515.75,512.89,511.29,0
ETERNAL,0,247.0,0,222.3,231.72,290.53,234.1,0
ASIANPAINT,0,2326.7,0,2122.1,2169.0,2514.6,2201.97,0
HINDALCO,0,952.1,0,917.0,916.25,806.0,883.99,0
WIPRO,0,203.4,0,198.6,194.91,237.38,190.43,0
IOC,0,149.1,0,143.5,134.13,150.47,139.59,0
EICHERMOT,0,7388.2,0,7151.4,6649.5,6723.08,6814.7,0
SBILIFE,0,1919.0,0,1863.9,1774.0,1915.08,1846.2,0
GRASIM,0,2779.6,0,2701.2,2564.1,2783.23,2601.84,0
SHRIRAMFIN,0,1023.7,0,975.6,891.6,800.02,921.53,0
INDIGO,0,4520.3,0,4346.7,4193.5,5356.76,4147.21,0
TVSMOTOR,0,3698.1,0,3582.0,3391.4,3408.17,3446.59,0
DIVISLAB,0,6285.0,0,6109.5,5856.5,6341.52,5997.4,0
JIOFIN,0,251.2,0,243.7,229.48,294.22,234.12,0
TMCV,0,459.3,0,434.3,388.1,nan,413.31,0
ADANIGREEN,0,925.9,0,890.7,856.0,982.44,846.65,0
ICICIAMC,0,3098.4,0,2969.8,2844.3,nan,2840.58,0
HYUNDAI,0,1908.0,0,1835.4,1711.5,2262.5,1852.78,0
VBL,0,427.6,0,413.9,403.7,466.84,397.21,0
TORNTPHARM,0,4400.9,0,4260.9,3987.2,3740.91,4212.26,0
PFC,0,432.7,0,414.8,402.25,384.69,402.27,0
UNIONBANK,0,192.5,0,184.5,171.99,153.29,173.37,0
BRITANNIA,0,5857.1,0,5708.5,5442.0,5848.45,5566.65,0
ABB,0,5815.4,0,6403.9,6142.0,5433.41,6151.6,0
TATACAP,0,333.9,0,326.4,308.55,nan,315.79,0
PIDILITIND,0,1415.8,0,1371.6,1273.6,1477.32,1322.5,0
DLF,0,572.3,0,551.4,522.25,717.87,527.53,0
BANKBARODA,0,277.3,0,266.8,249.56,270.27,265.43,0
CUMMINSIND,0,5036.2,0,4853.8,4646.5,4086.18,4610.2,0
TECHM,0,1442.6,0,1325.6,1441.5,1512.84,1395.74,0
MUTHOOTFIN,0,3510.0,0,3375.4,3178.8,3239.44,3251.18,0
LTM,0,3959.0,0,4425.8,4303.9,nan,4203.15,1
TRENT,0,3734.2,0,3599.3,3550.6,4621.33,3465.61,0
TATAPOWER,0,371.1,0,404.4,385.0,386.49,389.33,0
HDFCLIFE,0,622.3,0,602.2,566.1,744.17,604.83,0
BPCL,0,313.4,0,300.2,278.15,331.59,283.87,0
PNB,0,114.9,0,110.6,104.48,115.53,107.12,0
IRFC,0,100.2,0,96.6,91.84,119.23,92.9,0
SOLARINDS,0,13951.5,0,13397.3,13109.0,14036.24,12807.6,1
INDIANB,0,955.4,0,920.8,869.4,779.89,872.03,0
