datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price,date
2024-07-14T18:30:00.000Z,UTIAMC,EQ,1079.0,1055.0,1065.0,1072.95,1076.0,1056.8,598334,639423507.95,1079.0,731.2,2024-07-14T18:30:00.000Z
2024-07-15T18:30:00.000Z,UTIAMC,EQ,1112.0,1073.05,1080.0,1107.8,1109.0,1072.95,1025048,1125625999.5,1112.0,731.2,2024-07-15T18:30:00.000Z
2024-07-17T18:30:00.000Z,UTIAMC,EQ,1061.1,1037.0,1054.75,1042.15,1038.0,1107.8,535877,560995203.25,1112.0,731.2,2024-07-17T18:30:00.000Z
2024-07-18T18:30:00.000Z,UTIAMC,EQ,1038.05,985.0,1031.25,990.1,987.6,1042.15,276635,277958574.4,1112.0,731.2,2024-07-18T18:30:00.000Z
2024-07-21T18:30:00.000Z,UTIAMC,EQ,997.1,972.0,991.0,979.85,975.5,990.1,210054,206661979.6,1112.0,731.2,2024-07-21T18:30:00.000Z
2024-07-22T18:30:00.000Z,UTIAMC,EQ,984.9,940.6,979.85,970.15,970.0,979.85,160945,155789703.35,1112.0,731.2,2024-07-22T18:30:00.000Z
2024-07-23T18:30:00.000Z,UTIAMC,EQ,1020.0,964.8,970.0,1016.6,1018.0,970.15,258840,259007704.2,1112.0,731.2,2024-07-23T18:30:00.000Z
2024-07-24T18:30:00.000Z,UTIAMC,EQ,1033.8,998.95,1019.95,1027.4,1030.95,1016.6,380859,388884875.55,1112.0,731.2,2024-07-24T18:30:00.000Z
2024-07-25T18:30:00.000Z,UTIAMC,EQ,1066.05,1025.0,1027.4,1051.4,1052.0,1027.4,629083,659986949.9,1112.0,731.2,2024-07-25T18:30:00.000Z
2024-07-28T18:30:00.000Z,UTIAMC,EQ,1080.9,1042.1,1055.9,1050.45,1042.1,1051.4,319200,337473899.4,1112.0,731.2,2024-07-28T18:30:00.000Z
2024-07-29T18:30:00.000Z,UTIAMC,EQ,1056.95,1029.45,1048.0,1030.6,1030.0,1050.45,183433,190888706.1,1112.0,731.2,2024-07-29T18:30:00.000Z
2024-07-30T18:30:00.000Z,UTIAMC,EQ,1043.8,1029.85,1030.0,1037.65,1036.0,1030.6,115369,119549031.6,1112.0,731.2,2024-07-30T18:30:00.000Z
2024-07-31T18:30:00.000Z,UTIAMC,EQ,1053.15,1025.55,1040.0,1028.95,1029.65,1037.65,230011,240092291.75,1112.0,731.2,2024-07-31T18:30:00.000Z
2024-08-01T18:30:00.000Z,UTIAMC,EQ,1050.0,1020.0,1020.0,1035.55,1030.3,1028.95,158550,164776118.75,1112.0,731.2,2024-08-01T18:30:00.000Z
2024-08-04T18:30:00.000Z,UTIAMC,EQ,1019.95,970.0,970.0,984.0,980.0,1035.55,376464,373029711.6,1112.0,731.2,2024-08-04T18:30:00.000Z
2024-08-05T18:30:00.000Z,UTIAMC,EQ,1011.25,970.3,989.75,977.3,982.0,984.0,139149,137693629.75,1112.0,731.2,2024-08-05T18:30:00.000Z
2024-08-06T18:30:00.000Z,UTIAMC,EQ,998.8,977.65,988.6,983.5,987.9,977.3,105395,104024255.1,1112.0,731.2,2024-08-06T18:30:00.000Z
2024-08-07T18:30:00.000Z,UTIAMC,EQ,1012.8,990.1,992.0,995.0,992.0,983.5,128149,128553704.6,1112.0,731.2,2024-08-07T18:30:00.000Z
2024-08-08T18:30:00.000Z,UTIAMC,EQ,1020.2,988.3,998.55,993.35,996.05,995.0,185184,185693143.95,1112.0,731.2,2024-08-08T18:30:00.000Z
2024-08-11T18:30:00.000Z,UTIAMC,EQ,1037.0,983.9,988.0,1018.35,1019.95,993.35,295421,301358047.95,1112.0,731.2,2024-08-11T18:30:00.000Z
2024-08-12T18:30:00.000Z,UTIAMC,EQ,1050.0,1013.85,1033.0,1021.8,1017.0,1018.35,209997,217970875.45,1112.0,731.2,2024-08-12T18:30:00.000Z
2024-08-13T18:30:00.000Z,UTIAMC,EQ,1048.1,1023.5,1029.8,1040.6,1032.35,1021.8,186114,193211953.0,1112.0,731.2,2024-08-13T18:30:00.000Z
2024-08-15T18:30:00.000Z,UTIAMC,EQ,1076.0,1036.0,1050.0,1040.85,1038.5,1040.6,161155,169833429.5,1112.0,731.2,2024-08-15T18:30:00.000Z
2024-08-18T18:30:00.000Z,UTIAMC,EQ,1064.0,1043.2,1057.95,1058.45,1058.6,1040.85,102909,108443768.65,1112.0,737.0,2024-08-18T18:30:00.000Z
2024-08-19T18:30:00.000Z,UTIAMC,EQ,1129.4,1066.0,1070.95,1121.85,1122.0,1058.45,1282215,1420926529.8,1129.4,737.0,2024-08-19T18:30:00.000Z
2024-08-20T18:30:00.000Z,UTIAMC,EQ,1163.0,1103.45,1130.0,1150.9,1160.0,1121.85,918956,1046089364.3,1163.0,737.0,2024-08-20T18:30:00.000Z
2024-08-21T18:30:00.000Z,UTIAMC,EQ,1164.0,1126.5,1160.0,1131.7,1130.9,1150.9,290772,333390361.7,1164.0,737.0,2024-08-21T18:30:00.000Z
2024-08-22T18:30:00.000Z,UTIAMC,EQ,1147.25,1123.6,1135.95,1136.8,1145.0,1131.7,182118,206524064.65,1164.0,737.0,2024-08-22T18:30:00.000Z
2024-08-25T18:30:00.000Z,UTIAMC,EQ,1175.0,1133.05,1153.2,1168.9,1173.2,1136.8,289320,334680977.25,1175.0,739.65,2024-08-25T18:30:00.000Z
2024-08-26T18:30:00.000Z,UTIAMC,EQ,1180.5,1140.0,1173.0,1144.75,1143.6,1168.9,251117,290229318.9,1180.5,739.65,2024-08-26T18:30:00.000Z
2024-08-27T18:30:00.000Z,UTIAMC,EQ,1172.8,1126.65,1137.0,1128.7,1129.65,1144.75,228448,261099644.9,1180.5,739.65,2024-08-27T18:30:00.000Z
2024-08-28T18:30:00.000Z,UTIAMC,EQ,1139.95,1108.0,1129.65,1115.15,1116.0,1128.7,109489,122412085.05,1180.5,739.65,2024-08-28T18:30:00.000Z
2024-08-29T18:30:00.000Z,UTIAMC,EQ,1170.0,1106.65,1117.05,1146.85,1150.75,1115.15,234202,266160832.45,1180.5,739.65,2024-08-29T18:30:00.000Z
2024-09-01T18:30:00.000Z,UTIAMC,EQ,1200.0,1145.3,1161.0,1192.2,1188.0,1146.85,1347929,1589119277.45,1200.0,741.0,2024-09-01T18:30:00.000Z
2024-09-02T18:30:00.000Z,UTIAMC,EQ,1208.95,1176.0,1192.2,1182.1,1178.0,1192.2,513404,611722076.15,1208.95,741.0,2024-09-02T18:30:00.000Z
