datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price,date
2024-07-14T18:30:00.000Z,HBLPOWER,EQ,645.65,575.0,575.55,629.35,632.2,572.05,12449713,7761470230.5,645.65,164.55,2024-07-14T18:30:00.000Z
2024-07-15T18:30:00.000Z,HBLPOWER,EQ,684.65,631.0,658.0,638.05,644.0,629.35,11056376,7309903097.1,684.65,164.55,2024-07-15T18:30:00.000Z
2024-07-17T18:30:00.000Z,HBLPOWER,EQ,659.95,611.25,648.8,620.65,624.3,638.05,2995608,1888929252.6,684.65,164.55,2024-07-17T18:30:00.000Z
2024-07-18T18:30:00.000Z,HBLPOWER,EQ,630.25,575.0,624.2,590.05,589.35,620.65,3086557,1844372010.65,684.65,164.55,2024-07-18T18:30:00.000Z
2024-07-21T18:30:00.000Z,HBLPOWER,EQ,624.8,572.3,585.0,621.05,623.15,590.05,2944920,1792049807.8,684.65,166.1,2024-07-21T18:30:00.000Z
2024-07-22T18:30:00.000Z,HBLPOWER,EQ,639.0,550.0,626.0,593.65,594.9,621.05,5378667,3258480988.0,684.65,166.1,2024-07-22T18:30:00.000Z
2024-07-23T18:30:00.000Z,HBLPOWER,EQ,653.75,608.2,617.0,648.55,649.95,593.65,5170699,3288028808.25,684.65,166.1,2024-07-23T18:30:00.000Z
2024-07-24T18:30:00.000Z,HBLPOWER,EQ,649.5,623.15,635.0,630.7,632.5,648.55,2260634,1434997492.75,684.65,166.1,2024-07-24T18:30:00.000Z
2024-07-25T18:30:00.000Z,HBLPOWER,EQ,660.0,621.05,634.85,629.45,630.0,630.7,2919021,1874614159.6,684.65,166.1,2024-07-25T18:30:00.000Z
2024-07-28T18:30:00.000Z,HBLPOWER,EQ,641.4,612.15,634.15,617.3,619.85,629.45,2095772,1304274808.55,684.65,177.45,2024-07-28T18:30:00.000Z
2024-07-29T18:30:00.000Z,HBLPOWER,EQ,633.0,618.0,619.8,626.35,625.0,617.3,1304769,816791693.0,684.65,177.45,2024-07-29T18:30:00.000Z
2024-07-30T18:30:00.000Z,HBLPOWER,EQ,629.7,613.2,629.7,618.6,621.85,626.35,954781,591624383.75,684.65,177.45,2024-07-30T18:30:00.000Z
2024-07-31T18:30:00.000Z,HBLPOWER,EQ,627.15,600.1,620.3,606.1,608.0,618.6,1301779,798998744.6,684.65,177.45,2024-07-31T18:30:00.000Z
2024-08-01T18:30:00.000Z,HBLPOWER,EQ,613.95,584.2,586.1,603.7,603.0,606.1,1212245,730672724.35,684.65,177.45,2024-08-01T18:30:00.000Z
2024-08-04T18:30:00.000Z,HBLPOWER,EQ,588.4,561.45,562.0,567.35,566.0,603.7,2326227,1334389928.05,684.65,210.4,2024-08-04T18:30:00.000Z
